cart_id,customer_ref,session_identifier,status,device_type,ip_address,created_at,last_updated
350,484,65ba8361-5341-41d7-bd67-f923d5d90545,Active,Android App,53.236.41.231,2022-09-15T12:10:33Z,2022-09-17T17:10:33Z
351,465,6f56174e-3ce1-468f-846e-a8b6d627434c,Active,iOS App,50.57.249.250,2024-09-30T07:27:13Z,2024-10-05T16:27:13Z
352,65,c1207da6-1dc3-4a0b-8e66-2f1636c115d3,Abandoned,Desktop Web,205.74.62.189,2024-03-09T07:09:40Z,2024-03-09T09:09:40Z
353,276,df85e31e-5268-4b06-8ed2-3c27538578c8,Abandoned,iOS App,118.114.151.171,2025-04-12T18:28:45Z,2025-04-12T23:28:45Z
354,116,92c65de7-47a4-49e0-aabe-32f4850331c4,Abandoned,Android App,77.41.217.168,2025-10-08T20:52:48Z,2025-10-09T03:52:48Z
355,447,5c526972-952c-43d2-a32e-1121aabddccd,Converted,Tablet Web,6.55.169.120,2024-09-26T10:15:45Z,2024-09-27T22:15:45Z
356,65,c1207da6-1dc3-4a0b-8e66-2f1636c115d3,Abandoned,Mobile Web,172.82.77.144,2024-03-09T07:06:36Z,2024-03-09T10:06:36Z
357,166,4d67d9ee-723f-4e59-90a6-1f0488d5536b,Converted,Desktop Web,161.224.216.33,2016-10-28T16:44:18Z,2016-10-30T00:44:18Z
358,409,8980d780-33d5-48ea-a600-a46417914fbc,Converted,Android App,188.91.76.31,2025-10-29T15:51:32Z,2025-10-30T11:51:32Z
359,432,1e9d5188-dff1-4f22-945c-66e8cb07dedb,Abandoned,Tablet Web,140.252.254.56,2024-07-16T17:55:40Z,2024-07-16T22:55:40Z
360,339,d57027bf-5128-4009-ad5c-58aaebff4d50,Abandoned,Tablet Web,15.124.144.127,2024-11-04T02:52:04Z,2024-11-04T10:52:04Z
361,224,6c70d2f6-1213-425e-8b7e-f382418dc3aa,Abandoned,iOS App,79.133.122.39,2024-12-11T10:29:22Z,2024-12-11T18:29:22Z
362,28,36e74996-adf0-4d70-bc67-71e9123053ce,Abandoned,Android App,4.144.187.19,2020-07-16T07:06:31Z,2020-07-16T14:06:31Z
363,354,e41d968c-dca4-427b-be64-39a4c931f70e,Converted,Mobile Web,90.144.134.145,2024-12-12T13:30:35Z,2024-12-12T20:30:35Z
364,223,112ce441-3234-4b30-b56d-e1e46cb3b080,Converted,iOS App,34.122.220.172,2021-08-21T02:10:20Z,2021-08-23T11:10:20Z
365,250,5ec53c58-3155-405d-9731-53c79dd3753f,Active,Tablet Web,112.116.227.73,2024-02-19T21:09:13Z,2024-02-23T22:09:13Z
366,300,781b2c52-f18c-4b15-8dcf-a3a441fd9c63,Converted,Mobile Web,113.128.211.94,2018-10-15T18:20:57Z,2018-10-16T03:20:57Z
367,199,dc2ca221-a6b7-4bd3-8495-214d5c4a5245,Converted,Desktop Web,159.169.195.184,2025-02-24T16:20:03Z,2025-02-26T10:20:03Z
368,169,47af4126-5c55-4af1-adcc-dcba46e33cea,Active,iOS App,133.240.111.2,2023-02-27T08:37:44Z,2023-02-27T09:37:44Z
369,1,5be7d2eb-612c-4396-b486-c7f3a7bec731,Abandoned,Mobile Web,187.185.83.35,2025-02-22T11:36:48Z,2025-02-22T22:36:48Z
370,64,746dac62-6568-4661-90c0-2b4ae459b2a9,Converted,Mobile Web,52.11.169.42,2018-09-26T23:25:12Z,2018-09-29T02:25:12Z
371,163,aa937371-0ed0-40a3-aba5-b517836c3a5d,Deleted,Tablet Web,18.40.230.190,2022-10-08T07:36:54Z,2022-10-26T06:36:54Z
372,260,0e242c8c-1e15-44d9-9be8-15653c625484,Active,Tablet Web,77.54.11.222,2024-08-04T18:02:53Z,2024-08-05T16:02:53Z
373,74,c475471e-affa-4750-9200-88370a5bbe0d,Converted,Android App,24.160.160.204,2025-12-10T19:48:45Z,2025-12-11T09:48:45Z
374,241,56f9f64a-f131-49be-9a50-8859e2b1026f,Deleted,Android App,57.118.233.1,2018-12-28T09:54:54Z,2019-01-24T13:54:54Z
375,309,063b987d-3ead-4574-bc90-0a120f20c1b3,Abandoned,Tablet Web,220.121.94.122,2021-01-11T15:55:34Z,2021-01-11T15:55:34Z
376,129,d2d2d314-ae05-4500-8cbc-f036ec0e5628,Active,Android App,58.76.252.88,2024-12-13T23:00:25Z,2024-12-17T08:00:25Z
377,280,635bd699-4b3f-4d38-a549-55d5d3779065,Converted,Android App,211.241.178.239,2017-08-16T06:27:55Z,2017-08-18T10:27:55Z
378,162,680891b6-b2ed-4885-a5cf-4d88cc6d436b,Abandoned,Tablet Web,155.254.251.188,2025-12-20T17:24:30Z,2025-12-20T19:24:30Z
379,203,b6ea63ef-ab80-4471-91f3-55e6b57e73c6,Active,iOS App,25.60.212.135,2022-08-20T08:12:01Z,2022-08-26T18:12:01Z
380,425,703a824e-b8ef-4e7a-b9c2-5d2cbcfc5465,Abandoned,Tablet Web,221.193.111.236,2021-06-02T01:33:29Z,2021-06-02T12:33:29Z
381,349,78525189-d192-49c6-b9e1-0308c647476a,Converted,Mobile Web,160.21.166.179,2024-07-16T06:30:28Z,2024-07-18T18:30:28Z
382,219,8cd8e12d-f3c9-46e9-ad8a-898fa76e7215,Deleted,Android App,71.28.141.155,2024-12-23T19:47:29Z,2025-01-08T03:47:29Z
383,428,b97e9e78-bc36-4e27-a132-f972fbbcb185,Converted,Tablet Web,184.130.57.230,2022-12-30T06:25:23Z,2022-12-30T17:25:23Z
384,4,821a997c-90c6-442e-8718-253c2b32a61a,Abandoned,Mobile Web,120.85.192.147,2025-10-13T08:45:07Z,2025-10-13T13:45:07Z
385,370,edab8083-8c9a-493f-81d0-a98e4bf1bc06,Abandoned,Tablet Web,53.252.98.152,2024-05-10T18:07:56Z,2024-05-11T00:07:56Z
386,420,5febaa29-3629-4e52-b3f7-0aa38f848e49,Abandoned,iOS App,199.36.102.197,2025-03-14T22:42:09Z,2025-03-15T09:42:09Z
387,3,5748da89-c21d-4877-bfa6-2372e0747256,Abandoned,iOS App,192.56.55.199,2022-01-01T18:12:38Z,2022-01-02T06:12:38Z
388,488,807004b7-0eb4-4105-b309-96bf5d332b05,Converted,iOS App,129.23.253.90,2021-12-02T07:36:09Z,2021-12-03T21:36:09Z
389,338,532424fc-6c6c-4f80-a110-4a706098ba1b,Abandoned,Mobile Web,16.78.207.125,2020-12-31T12:19:32Z,2020-12-31T23:19:32Z
390,60,169b334d-3025-4a09-a66a-f206e63e2c66,Converted,iOS App,63.46.184.12,2021-11-22T14:22:42Z,2021-11-25T03:22:42Z
391,318,2540bd83-a6d7-4789-ab24-e655a144bbb3,Active,Mobile Web,100.215.53.48,2023-06-21T20:44:47Z,2023-06-28T12:44:47Z
392,102,9050c03a-b930-4de3-be6b-6374273dce87,Active,Tablet Web,136.76.231.188,2022-11-02T18:35:40Z,2022-11-07T11:35:40Z
393,383,12b9e656-d14d-4b3d-bc33-a8118ab9d834,Converted,Mobile Web,98.159.255.208,2021-05-20T05:26:56Z,2021-05-23T02:26:56Z
394,315,ab797763-1cea-42db-b3ee-a4ee9f457570,Active,iOS App,149.41.208.171,2025-03-10T22:27:02Z,2025-03-16T01:27:02Z
395,427,9bea4677-baa5-4cd9-a91c-6c6666fab8c8,Deleted,Android App,124.185.254.151,2022-04-22T14:02:41Z,2022-05-01T17:02:41Z
396,89,5ebce1e4-9ebb-4f22-ba13-f4bdc3b57e5f,Abandoned,Desktop Web,11.136.111.100,2021-04-22T02:28:30Z,2021-04-22T11:28:30Z
397,257,4b078022-1255-41cd-9eda-6b4c07138668,Converted,Mobile Web,73.176.134.183,2022-02-18T00:48:17Z,2022-02-18T23:48:17Z
398,128,bf929552-79e9-426c-b234-e35f5f87f452,Converted,Desktop Web,199.128.98.199,2025-11-17T07:48:55Z,2025-11-19T16:48:55Z
399,82,0bb40cec-39a1-46f0-9dd6-472483852df1,Converted,iOS App,172.72.80.239,2025-12-05T07:38:34Z,2025-12-07T02:38:34Z
400,79,f408ee5a-d3b3-4822-a0b6-b92e90cba4c8,Converted,Tablet Web,94.202.40.191,2025-12-16T10:47:53Z,2025-12-18T20:47:53Z
401,376,0bcf92c1-3c1d-49ac-bc3a-15872603d3e3,Deleted,Android App,93.137.57.144,2025-06-07T13:15:03Z,2025-06-14T10:15:03Z
402,260,dc49fd5f-4963-4930-a2e6-545794a979db,Abandoned,iOS App,164.7.128.22,2025-05-31T19:59:51Z,2025-06-01T00:59:51Z
403,185,01adb77a-50ad-43fd-9462-0380ab057d7b,Active,iOS App,54.109.17.195,2024-10-28T17:08:48Z,2024-10-31T22:08:48Z
404,204,be9f0e60-0668-441e-ae86-924e1d0e43b7,Converted,Desktop Web,2.140.98.11,2019-08-18T06:41:08Z,2019-08-19T20:41:08Z
405,150,53a8b030-0399-46c7-b8e2-e8f5403311d6,Converted,Tablet Web,107.215.151.127,2023-11-12T12:29:49Z,2023-11-14T07:29:49Z
406,187,35b94a27-19f8-4ffd-aa0d-c2197c1f4e15,Abandoned,Android App,151.204.60.58,2025-10-07T13:17:50Z,2025-10-08T00:17:50Z
407,412,a04ca49a-ba12-49e5-a7d2-4450c2a0f8f6,Abandoned,Mobile Web,180.26.241.32,2025-01-28T14:51:30Z,2025-01-28T14:51:30Z
408,457,288e780a-cb74-4293-a86f-08fa6dc30a22,Converted,iOS App,133.245.163.41,2024-05-02T02:41:30Z,2024-05-02T20:41:30Z
409,443,3a542bc0-e1ee-486f-8088-ef04a2641fdf,Abandoned,Desktop Web,108.172.98.225,2025-04-20T21:21:03Z,2025-04-21T08:21:03Z
410,45,53b1c491-5784-426d-9ff9-82b3972cea1b,Active,Desktop Web,32.65.73.20,2025-09-11T01:54:08Z,2025-09-12T07:54:08Z
411,267,8ab1895c-06ac-43d4-a73d-e967006527ba,Active,Android App,19.104.64.228,2022-01-10T21:38:39Z,2022-01-11T06:38:39Z
412,13,93a0021c-2cee-4b92-845e-2c69e1a806c4,Converted,iOS App,158.153.2.134,2025-11-26T11:40:11Z,2025-11-29T00:40:11Z
413,154,0aaf6926-f72f-46de-958f-dca81af615b0,Abandoned,Mobile Web,54.130.211.114,2021-12-21T06:42:34Z,2021-12-21T11:42:34Z
414,275,1cd7bb5c-3e22-45e8-ad28-6074f48b3807,Active,iOS App,30.144.30.243,2025-08-29T03:11:05Z,2025-08-31T01:11:05Z
415,232,ce0e145f-ef15-4a39-a71f-0786cb9de735,Abandoned,Tablet Web,193.2.139.131,2023-05-02T16:35:04Z,2023-05-03T03:35:04Z
416,385,a45323fd-9bb5-4a09-8e5b-9db07f66e40b,Active,iOS App,16.76.76.205,2022-01-01T13:24:49Z,2022-01-07T13:24:49Z
417,299,d8515f89-3a91-448a-92a6-dfa7eb46041f,Converted,Mobile Web,123.240.64.246,2025-09-15T16:47:05Z,2025-09-16T02:47:05Z
418,305,672443d5-b5b0-4070-a97b-ae1e0b4219bb,Abandoned,iOS App,145.175.43.180,2025-04-04T00:13:03Z,2025-04-04T05:13:03Z
419,393,290427cf-7b51-4713-94f0-86d08d2bd256,Active,Tablet Web,162.245.84.241,2024-04-20T16:34:57Z,2024-04-23T10:34:57Z
420,299,43d7e424-85a5-4638-9068-56e86de30663,Converted,Android App,27.76.27.197,2025-12-02T21:09:37Z,2025-12-03T07:09:37Z
421,77,572ba7b6-75f9-418a-9bb1-d8b8dfed32a6,Converted,Desktop Web,12.212.121.46,2024-06-17T17:32:24Z,2024-06-19T02:32:24Z
422,427,91f9fe89-19a5-4307-915b-e3b9590c39a0,Abandoned,Android App,163.214.216.227,2021-04-06T19:21:43Z,2021-04-06T20:21:43Z
423,187,dc54a283-cb2e-4656-aa20-3abd052ef8eb,Deleted,Android App,199.3.141.191,2024-09-15T21:52:07Z,2024-09-21T00:52:07Z
424,219,a4133e21-ec6b-4078-ab8f-c4cceccd846b,Abandoned,iOS App,152.173.160.51,2023-04-25T15:54:09Z,2023-04-26T03:54:09Z
425,54,86ab81e4-6c5f-418e-9527-d6bdd045c16f,Converted,Mobile Web,176.69.147.213,2022-01-21T21:37:21Z,2022-01-23T06:37:21Z
426,396,e5d3885b-fd79-49b4-b4bd-ee0cb2e9da1c,Deleted,iOS App,117.25.255.14,2021-04-05T02:40:41Z,2021-04-27T02:40:41Z
427,143,8b7c8f5f-bbe8-44d6-812f-f9d778f87e5f,Abandoned,Tablet Web,161.85.90.47,2021-04-10T15:16:52Z,2021-04-10T17:16:52Z
428,73,9ad03502-b084-4951-9893-e78909de807e,Active,iOS App,40.100.137.176,2025-10-18T02:38:51Z,2025-10-21T08:38:51Z
429,74,7473fa46-ac78-4f53-8bdb-50060defeb52,Converted,Tablet Web,147.120.64.226,2025-12-09T22:48:35Z,2025-12-11T17:48:35Z
430,269,d5734020-2fd5-4d48-bef3-789ff5c00fb4,Abandoned,Android App,25.181.21.103,2018-07-22T17:09:53Z,2018-07-22T18:09:53Z
431,355,da05c080-e7a4-46f2-8ea2-9913134c2231,Converted,Desktop Web,7.111.202.4,2025-02-03T05:49:39Z,2025-02-03T20:49:39Z
432,175,1d76e3b5-5de4-418b-8776-8675a5836501,Converted,Mobile Web,11.104.231.254,2019-12-23T20:24:21Z,2019-12-25T06:24:21Z
433,476,3967a40b-fff5-4520-ad24-5f4b5b8dd265,Abandoned,Android App,187.208.238.246,2024-12-13T14:12:18Z,2024-12-14T00:12:18Z
434,129,80b4c4f2-56e3-4087-9bd9-8ff68842379b,Converted,Desktop Web,55.51.88.159,2022-05-17T14:32:09Z,2022-05-18T17:32:09Z
435,114,21dce51e-529a-412b-b4d5-669c8fdf10b9,Converted,Tablet Web,152.153.252.200,2022-02-14T12:53:48Z,2022-02-17T09:53:48Z
436,24,ccbb04f4-711e-4021-9e40-2966b49092ac,Active,Desktop Web,199.219.224.30,2025-02-18T01:35:35Z,2025-02-22T01:35:35Z
437,398,e73e39ec-aa50-45d6-bf64-523bb0d7ec80,Active,Android App,181.167.220.133,2023-01-28T14:54:17Z,2023-01-29T05:54:17Z
438,491,b705818a-1471-4b69-bf90-0af542b4a9bb,Active,iOS App,158.251.105.68,2017-06-19T18:41:16Z,2017-06-21T17:41:16Z
439,371,50790894-3cb2-4142-bdb0-10dde85f101e,Deleted,iOS App,3.184.252.55,2015-05-21T01:57:26Z,2015-06-08T11:57:26Z
440,381,5bfef596-3e7a-4a25-905a-10fce17f367a,Active,iOS App,108.77.182.192,2024-12-30T22:09:20Z,2025-01-04T15:09:20Z
441,91,c8d8aaf5-d035-48e4-bfc7-02a5fa3a527d,Converted,Desktop Web,7.48.137.80,2024-10-22T21:27:07Z,2024-10-25T18:27:07Z
442,309,10657f95-5dce-418a-b862-148e6bfcfdfc,Deleted,Android App,56.47.219.2,2024-10-31T10:04:31Z,2024-11-26T23:04:31Z
443,232,19527be4-0b71-4021-8672-7218805fef7f,Abandoned,Desktop Web,3.253.236.44,2022-06-04T22:48:06Z,2022-06-05T09:48:06Z
444,85,77007b6a-6542-48c0-b30b-558984b9c2a0,Abandoned,iOS App,15.151.183.60,2025-12-12T15:18:02Z,2025-12-13T02:18:02Z
445,317,4a423e85-7f81-4d7d-b59a-903de9c2cf8a,Converted,Mobile Web,141.189.31.36,2025-05-21T19:12:07Z,2025-05-24T06:12:07Z
446,243,0c3fc922-5d13-4959-9e61-2b022de02de7,Abandoned,Android App,97.98.244.40,2023-07-15T04:52:27Z,2023-07-15T05:52:27Z
447,465,6f56174e-3ce1-468f-846e-a8b6d627434c,Abandoned,iOS App,113.152.44.119,2024-09-30T06:57:43Z,2024-09-30T14:57:43Z
448,424,5ff1dd08-10aa-4e1b-8923-0fda178f815b,Converted,Tablet Web,139.188.167.59,2025-07-18T19:04:13Z,2025-07-20T16:04:13Z
449,123,2b442021-8e4c-4ba9-a778-8af463d35e30,Abandoned,Mobile Web,214.187.86.29,2021-07-15T20:19:14Z,2021-07-16T02:19:14Z
450,75,df6b8e26-7417-4009-ba4d-cf6c9d670172,Deleted,Mobile Web,16.188.177.153,2023-07-02T21:32:24Z,2023-07-28T03:32:24Z
451,457,7c6e83a4-49c9-4bf7-bc8b-1beb637d1bdd,Active,Tablet Web,194.126.141.27,2025-05-11T17:21:29Z,2025-05-13T06:21:29Z
452,184,cba9f02f-2983-4bc5-8df5-0b9ce99b8d38,Abandoned,Mobile Web,133.108.192.82,2025-09-04T10:25:22Z,2025-09-04T19:25:22Z
453,211,4c12b667-1de0-4727-8d46-cb4c20533960,Abandoned,Desktop Web,180.208.3.58,2022-11-10T15:13:26Z,2022-11-10T21:13:26Z
454,229,74c28d4e-5da0-4f32-870d-86006565fd95,Abandoned,Mobile Web,150.192.133.17,2025-02-04T08:55:58Z,2025-02-04T20:55:58Z
455,237,b820fe11-3213-4602-b6f8-4bebc670417b,Abandoned,Desktop Web,116.135.49.45,2024-10-26T11:43:28Z,2024-10-26T11:43:28Z
456,116,92c65de7-47a4-49e0-aabe-32f4850331c4,Abandoned,Android App,170.194.192.50,2025-10-08T20:54:47Z,2025-10-08T20:54:47Z
457,108,65852665-e654-48fc-aebf-dfc215eb48aa,Abandoned,iOS App,135.243.14.145,2025-04-27T15:00:19Z,2025-04-27T17:00:19Z
458,430,27bc3061-bc93-49ee-9eae-29200ef69255,Abandoned,Tablet Web,120.56.242.56,2024-07-14T22:35:50Z,2024-07-15T00:35:50Z
459,130,c99d05da-4867-413a-a16c-d027349a397c,Abandoned,Mobile Web,56.12.81.163,2024-04-30T07:39:52Z,2024-04-30T08:39:52Z
460,403,86cb0ba3-e1d3-49aa-b490-b4afe355f62f,Active,Android App,57.74.221.150,2022-08-17T04:06:47Z,2022-08-18T03:06:47Z
461,324,0b294802-464f-4d92-8a45-a31a0d428cd5,Deleted,Desktop Web,109.125.254.97,2021-01-20T22:49:20Z,2021-02-11T11:49:20Z
462,472,1fc26c73-2617-4497-9382-ea6c48ad78f2,Active,Android App,192.102.24.10,2024-12-26T01:20:18Z,2024-12-27T03:20:18Z
463,372,213bd20e-b56d-4c2a-bdc0-a32e347aadaf,Deleted,iOS App,214.39.206.165,2025-03-18T05:45:12Z,2025-03-30T18:45:12Z
464,388,7a73a606-17f7-43b8-8ac8-2919c3632b41,Abandoned,Tablet Web,106.80.131.140,2023-12-16T03:47:38Z,2023-12-16T05:47:38Z
465,119,9378777d-3ce1-48f0-b601-5a683297d834,Abandoned,Android App,68.154.240.185,2020-12-02T06:40:07Z,2020-12-02T07:40:07Z
466,224,41ba29a6-d15c-4498-a4a1-801442aaa0ee,Converted,Android App,26.153.237.96,2023-03-16T03:25:30Z,2023-03-18T22:25:30Z
467,457,288e780a-cb74-4293-a86f-08fa6dc30a22,Converted,Desktop Web,122.155.250.63,2024-05-02T02:42:57Z,2024-05-03T09:42:57Z
468,452,9d01cd88-33b7-4577-85be-bc226b61e011,Converted,Android App,74.249.57.132,2024-10-02T14:44:16Z,2024-10-03T17:44:16Z
469,172,1000d07e-ea43-47ab-bdda-b46597766d93,Abandoned,Tablet Web,138.180.195.225,2023-06-19T16:38:03Z,2023-06-19T23:38:03Z
470,95,e3686d23-4ebf-4090-ab1d-739fd80908bf,Abandoned,Tablet Web,189.217.161.176,2025-06-28T22:40:49Z,2025-06-29T03:40:49Z
471,235,5949a34f-c7e5-4c9a-b62f-80f361406ab2,Converted,Tablet Web,196.90.97.52,2024-11-12T17:22:46Z,2024-11-13T11:22:46Z
472,193,3fa991fb-ffbe-459e-863f-4ac9c60a544f,Abandoned,Tablet Web,198.62.116.181,2025-08-22T01:39:17Z,2025-08-22T07:39:17Z
473,323,d8e31e86-2c8d-40a9-9210-ece505d88f95,Active,Android App,48.71.175.9,2022-10-01T20:34:12Z,2022-10-04T13:34:12Z
474,54,86ab81e4-6c5f-418e-9527-d6bdd045c16f,Converted,Android App,11.255.23.221,2022-01-21T21:37:20Z,2022-01-24T09:37:20Z
475,55,1d1f8335-a513-4b33-aae8-fde44318737b,Active,Mobile Web,223.186.196.47,2018-11-18T09:16:51Z,2018-11-23T14:16:51Z
476,25,13835a7b-4fb5-420a-833b-f3c0e8c1fba7,Abandoned,Tablet Web,200.34.99.189,2025-12-13T19:33:48Z,2025-12-14T04:33:48Z
477,349,9313f8c9-2bb5-4c53-bc5c-7b34a5c320c0,Active,Desktop Web,30.91.235.156,2020-08-09T03:40:25Z,2020-08-12T08:40:25Z
478,39,6f7c5c37-d0fd-4c7e-bb59-5484e22c111e,Abandoned,Android App,37.251.119.72,2023-03-28T09:21:07Z,2023-03-28T18:21:07Z
479,365,06723909-17fe-4a49-b045-bba8df9124c9,Abandoned,iOS App,152.91.29.141,2025-03-05T08:43:09Z,2025-03-05T16:43:09Z
480,491,c8fb0f75-335e-4363-b1d6-a705dce305b8,Active,iOS App,207.170.7.234,2021-01-21T21:40:37Z,2021-01-28T13:40:37Z
481,60,169b334d-3025-4a09-a66a-f206e63e2c66,Converted,Mobile Web,125.121.106.89,2021-11-22T14:25:00Z,2021-11-24T08:25:00Z
482,272,b43d3827-183f-40b7-a826-3034d6975e17,Converted,Tablet Web,20.67.90.185,2023-10-17T23:58:16Z,2023-10-19T01:58:16Z
483,296,f9284371-2752-49bc-a2f5-6cb680b8a88f,Abandoned,Android App,81.73.74.173,2025-04-22T02:11:29Z,2025-04-22T03:11:29Z
484,39,6f7c5c37-d0fd-4c7e-bb59-5484e22c111e,Converted,Mobile Web,171.228.47.214,2023-03-28T09:09:56Z,2023-03-28T21:09:56Z
485,459,0d1d0c77-8350-4682-bf8d-32f29dfa8741,Abandoned,Tablet Web,58.50.21.162,2025-12-13T23:08:48Z,2025-12-14T04:08:48Z
486,426,081d5f33-268b-494f-a27c-fa6e8b98f1b9,Deleted,Tablet Web,167.142.147.159,2025-03-05T19:58:43Z,2025-04-04T01:58:43Z
487,106,5c904e9a-c1c2-4d4a-b8ae-7060621bacd3,Converted,Mobile Web,50.16.255.212,2024-12-08T01:04:17Z,2024-12-08T22:04:17Z
488,116,92c65de7-47a4-49e0-aabe-32f4850331c4,Abandoned,Mobile Web,24.20.159.147,2025-10-08T20:55:27Z,2025-10-09T04:55:27Z
489,35,d39eb03c-3e96-4d67-9c5d-7aaf87bbf8e2,Abandoned,Desktop Web,106.103.236.36,2024-08-31T11:12:55Z,2024-08-31T21:12:55Z
490,128,867aef95-3fcc-4396-9858-fd13d6dae310,Abandoned,iOS App,187.60.190.156,2024-09-13T04:18:17Z,2024-09-13T15:18:17Z
491,333,e33634eb-51ca-4e04-b658-5e298865801a,Active,Android App,112.125.82.94,2025-11-04T15:04:30Z,2025-11-11T00:04:30Z
492,264,ed875cf1-9fd8-438b-afc0-cd49f29aa66e,Abandoned,Android App,22.232.162.95,2023-04-13T06:25:58Z,2023-04-13T07:25:58Z
493,148,87d68c66-e06e-4831-a87f-a0fcf5348033,Active,Mobile Web,96.34.35.167,2017-04-21T20:53:31Z,2017-04-22T03:53:31Z
494,25,13835a7b-4fb5-420a-833b-f3c0e8c1fba7,Active,Tablet Web,193.170.57.28,2025-12-13T19:36:30Z,2025-12-16T12:36:30Z
495,488,b24fb989-4baa-4953-b68e-0f1ac216a803,Active,Android App,187.70.128.148,2022-03-15T03:16:28Z,2022-03-18T00:16:28Z
496,42,45b50eed-35ef-4a1f-8857-e9066932af4b,Converted,Mobile Web,51.184.157.212,2025-09-03T03:06:52Z,2025-09-05T04:06:52Z
497,119,9378777d-3ce1-48f0-b601-5a683297d834,Abandoned,Android App,119.172.222.81,2020-12-02T06:41:53Z,2020-12-02T12:41:53Z
498,73,9ad03502-b084-4951-9893-e78909de807e,Converted,Mobile Web,158.150.2.76,2025-10-18T02:40:45Z,2025-10-18T08:40:45Z
499,44,aa5e2422-def1-4a5a-8f8f-226ae17390e2,Abandoned,iOS App,178.57.252.91,2024-11-14T03:28:55Z,2024-11-14T05:28:55Z
500,304,4c09fa30-103d-4f96-bca2-94eab3550491,Converted,iOS App,52.124.33.114,2024-01-16T03:17:28Z,2024-01-18T00:17:28Z
501,183,550907a7-ed3a-4ba9-a5b3-22f05f958300,Abandoned,Android App,92.211.92.245,2024-05-10T12:24:06Z,2024-05-10T17:24:06Z
502,264,919ebde9-0168-496a-98d9-143910305e0e,Deleted,iOS App,144.100.86.19,2023-10-10T21:42:59Z,2023-10-28T08:42:59Z
503,271,9a48f8b0-c6f0-4ca2-94dd-e6490b305694,Active,iOS App,39.194.161.231,2024-07-30T23:00:02Z,2024-08-05T13:00:02Z
504,122,e48d6833-344a-4d1e-9e61-8d33ed9956b4,Active,Mobile Web,17.147.161.17,2025-09-17T08:15:06Z,2025-09-21T12:15:06Z
505,476,3967a40b-fff5-4520-ad24-5f4b5b8dd265,Abandoned,Android App,18.167.35.121,2024-12-13T14:12:34Z,2024-12-13T22:12:34Z
506,470,da349b20-e7cd-415b-a241-f6e1f1addb8b,Abandoned,Mobile Web,179.173.27.48,2025-10-18T16:41:23Z,2025-10-18T20:41:23Z
507,100,a955d5c2-bda9-4e81-befc-1d9878dceb2c,Abandoned,Desktop Web,155.66.112.179,2025-11-02T00:43:23Z,2025-11-02T02:43:23Z
508,93,84969490-1fa1-493b-bd89-08178ae92107,Active,Desktop Web,77.131.72.160,2019-01-18T06:51:35Z,2019-01-22T22:51:35Z
509,73,9ad03502-b084-4951-9893-e78909de807e,Deleted,Android App,63.15.80.200,2025-10-18T02:37:15Z,2025-10-28T05:37:15Z
510,406,f9be24e9-6c2c-4645-8111-624f166c9d20,Deleted,Android App,122.78.115.207,2023-01-19T08:47:33Z,2023-02-01T11:47:33Z
511,325,cf396e98-168b-46c0-ba09-b59e579fd545,Active,iOS App,73.30.173.26,2021-11-20T18:45:30Z,2021-11-25T12:45:30Z
512,171,71ed1e7b-1798-4af2-8f93-84ff5d7a29fe,Active,Tablet Web,88.130.6.12,2025-09-27T10:43:11Z,2025-10-02T09:43:11Z
513,454,14bfeae9-3a74-4ff4-a37d-4656c3a6b2f3,Converted,Mobile Web,212.129.156.158,2020-09-19T09:46:47Z,2020-09-19T16:46:47Z
514,341,57b6d600-ec5a-4525-b4c8-8f61a4519b26,Abandoned,Tablet Web,43.101.100.214,2025-07-08T00:11:33Z,2025-07-08T01:11:33Z
515,211,f0e30182-c57a-40a6-96a0-a9e88c6f8ed4,Deleted,Desktop Web,48.110.124.39,2020-12-19T09:32:23Z,2020-12-23T23:32:23Z
516,302,b1d917eb-eb0e-4de2-b783-159004ce8059,Converted,Tablet Web,196.192.87.102,2024-09-06T04:55:08Z,2024-09-07T17:55:08Z
517,212,e15df704-d8e9-47e2-a803-a11f05b5cd53,Active,Mobile Web,119.225.64.167,2025-03-04T16:50:38Z,2025-03-05T08:50:38Z
518,137,dd24ec95-e459-492b-b7ad-64e404f8e3b1,Deleted,Tablet Web,126.31.157.14,2021-10-30T06:48:56Z,2021-11-07T09:48:56Z
519,291,18c743c4-c668-4c65-ad0d-f9a7719ebd20,Converted,Mobile Web,3.27.117.132,2021-09-27T14:36:02Z,2021-09-28T11:36:02Z
520,491,25c44951-f459-4b29-a41e-7d5ea3c4ab5f,Deleted,Tablet Web,96.188.115.98,2019-11-05T19:58:54Z,2019-11-16T09:58:54Z
521,49,4b04339c-ae2b-4674-b8b6-7a8e528eedc9,Deleted,iOS App,167.120.233.243,2025-11-13T05:34:01Z,2025-11-23T16:34:01Z
522,330,20d5ff1c-34f7-4ec4-8b54-c73268bd9a31,Abandoned,Mobile Web,170.213.1.197,2020-03-16T08:19:53Z,2020-03-16T11:19:53Z
523,115,889f1985-bda1-4ab3-91b4-d3286b3260a8,Converted,Mobile Web,110.99.176.148,2024-11-06T23:33:47Z,2024-11-07T03:33:47Z
524,484,65ba8361-5341-41d7-bd67-f923d5d90545,Abandoned,Mobile Web,36.112.51.226,2022-09-15T12:11:45Z,2022-09-16T00:11:45Z
