order_item_id,order_id,product_id,discount_amount,product_cost,quantity
965,ORD_1246,PROD_1016,0,43.21,21.56
790,ORD_2274,PROD_1510,0,188.35,
2306,ORD_888,  PROD_1270  ,0,42.96,
4622,ORD_2541,PROD_1523,1143.7,108.27,1456.38
  190  ,ORD_2198,  NULL  ,,-4.16,
,,,,,
  3712  ,ORD_1577,PROD_1638,45.32,144.54,
1112,ORD_1739,PROD_1002,5.06,35.81,  6.33  
2421,ORD_2483,PROD_1954,415.24,270.15,
1313,ORD_2251,PROD_1592,0,118.95,25.69
4635,ORD_2101,PROD_1957,16.28,138.85,13.25
  988  ,ORD_455,PROD_1015,0,13.57,5.86
3930,ORD_450,PROD_1017,0,21.07,4.69
2812,ORD_1468,PROD_1012,69.12,167.69,
1473,ORD_605,PROD_1755,0,9.13,1.39
4123,ORD_1087,PROD_1014,0,  79.95  ,
381,ORD_2229,PROD_1907,0,180.74,
665,ORD_1827,PROD_1735,0,60.93,43.59
2641,ORD_1152,PROD_1547,83.03,196.32,
3223,ORD_739,PROD_1857,37.64,73.37,
419,ORD_2302,PROD_1018,0,219.34,
2308,ORD_1763,PROD_1018,33.91,208.62,
593,ORD_1646,PROD_1018,1580.9,201.86,
4912,ORD_1166,PROD_1822#,0,236.95,52.33
1263,ORD_566,PROD_1614,43.77,219.89,
  3507  ,ORD_988,PROD_1004,0,8.92,6.86
4741&,ORD_1190,PROD_1008,0,110.7,30.72
1556,ORD_2394,PROD_1006,0,179.05,79.84
1892,ORD_1286,PROD_1937,29.15,66.12,7.69
2407,ORD_1439,PROD_1003,274.96,155.25,
3840,,PROD_9999,-46.53,0,0
,,,,,
2391,ORD_623,PROD_1704,27.58,189.44,81.64
4835,ORD_1460,PROD_1457,47.35,194.09,  44.81  
2459,ORD_2592,  PROD_1090  ,0,18.82,
1362,ORD_1854,PROD_1047,0,108.39,
3987,ORD_597,PROD_1005,0,71.04,32.23
3595,ORD_1503,PROD_1777,24.52,68.97,43.08
4509,ORD_259,PROD_1354,0,124.66,15.57
3388,ORD_305,PROD_1654,0.78,7.09,2.6
1268,ORD_453,PROD_1118,54.84,166.01,
4990,ORD_163,PROD_1466,0,66.59,76.86
3154,ORD_339,PROD_1156,0,176.16,
  4746  ,ORD_1865,PROD_1006,0,178.4,32.48
4955,ORD_2205,PROD_1053,0,69.72,
3429,ORD_1093,PROD_1429,0,232.19,
2520,ORD_1453,PROD_9999,-28.06,0,0
1651,ORD_235,PROD_1472,0,223.88,
3006,ord_1929,PROD_1254,0,64.74,
2776,  ORD_1771  ,prod_1311,24.47,98.79,
2340,  N/A  ,,,TBD,
4198,  ORD_1212  ,PROD_1853,0,238.19,
3398,ORD_353,PROD_1701,0,185.67,178.77
269,ORD_694,PROD_1036,44.58,165.12,23.8
4896,  ORD_966  ,PROD_1958,71.12,202.53,
265,ORD_1999,PROD_9999,-18.93,0,0
1079,ORD_1616,PROD_1929,  0  ,164.39,
1739,ORD_541#,PROD_1838,0,150.66,
4383,ORD_925,PROD_1356,0,78.65,
  2355  ,ORD_177,PROD_9999,-46.05,0,
915,ORD_619,PROD_1713,0,103.15,42.61
4417,  ORD_2148  ,  PROD_1005  ,7.54,69.58,
2312,  ORD_2217  ,PROD_1635,29.97,159.19,
4776,ORD_496,PROD_1990,50.76,161.69,
1885,,PROD_1162,,TBD,
110,ORD_100,PROD_1226,36.58,,
614!,ORD_577,PROD_1632,0,215.94,
3103,ORD_1981,PROD_1842,0,134.87,
416,ORD_1965,PROD_1309,0,116.86,
2390@,ORD_2004,PROD_1098,0,33.18,7.47
2231,ORD_1013,PROD_1281,0,133.97,23.36
3290,ORD_2299,PROD_9999,-23.7,0,0
4035,ORD_1753,PROD_1980@,0,256.5,27.71
2777,ORD_605,PROD_1144,0,171.95,
2887,ORD_2450,PROD_1011,0,65.09,20.92
4759,ORD_405,PROD_1174,0,159.71,
1165,  ORD_1714  ,PROD_1835,71.3,32.67,
3371,  ORD_1083  ,PROD_1515,400.26,166.08,
  1321  ,ORD_1446,PROD_1003,0,163.91,16.84
4558,ORD_970,PROD_1010,84.03,43.88,45.64
697,ORD_2464,PROD_1207,0,31.64,
1509,ORD_466!,PROD_1671,  0  ,254.62,  58.73  
3049,ORD_2499,PROD_1557,23.3,  97.2  ,
2575,ORD_2545,PROD_9999,SALE,,
993,ORD_1847,PROD_1034,0,81.39,
3618,ORD_1280,PROD_1776,0,  301.09  ,
3884,ORD_450,PROD_1362,0.93,9.8,
959,ORD_598,PROD_1018,48,206.92,41.91
306,ORD_2242,PROD_1244,400.93,271.33,
3028,ORD_2111,PROD_1143,0,18.42,4.41
5082,ORD_993,PROD_1007,0,  192.74  ,48.78
1951,ORD_1051,PROD_1735,0,60.33,41.91
2457,ORD_1439,PROD_1037,0,167.96,55.27
3799,ORD_1577,PROD_1481,642.16,169.31,501.48
222,ORD_2303,PROD_1641,0,97.06,27.05
203,ORD_399,PROD_1002,9.26,36.25,
2118,ORD_1583,PROD_1054,0,4.21,
2998,  ORD_2376  ,PROD_1798,0,126.96,
4144,ORD_358,PROD_1641,  0  ,94.62,
949,ORD_454,PROD_1291,0,229.06,40.74
  811  ,ORD_1621,PROD_1265,0,107.39,14.62
1778,ORD_1899,  PROD_1776  ,56.72,313.57,100.34
3317,ORD_891,PROD_1963,0,66.37,
  1490  ,ORD_1696,PROD_1005,0,73.04,
1266,ORD_2597,PROD_1413,67.49,48.86,33.67
1438,ORD_1506,PROD_1018,0,212.72,
3323,ORD_1884,PROD_1468,0,116.59,
3628,ORD_2260,PROD_1350,0,39.47,18.29
2804,ORD_1565,PROD_1189,0,145.55,16.59
4106,ORD_1877,PROD_1015,0,  14.85  ,
1586,,PROD_1672,0,,
3342,ORD_2554,PROD_1511,0,  76.18  ,
3091,ORD_1702,PROD_1952,0,129.94,
4637,ORD_271,PROD_1223,0,235.69,
3274,ORD_734,PROD_1488,27.45,11.57,
2889,  ORD_651  ,PROD_1500,58.27,254.61,
3011,ORD_1438,PROD_1781,4.77,19.73,9.11
3905,ORD_254,PROD_1080,41.35,151.33,
3594,ORD_1291,PROD_1363,0,247.22,42.75
4446,ORD_1934,PROD_1523,0,110.99,29.33
664,ORD_2098,PROD_1857,  0  ,75.85,
1411,ORD_1025,PROD_1826,0,58.74,24.25
1908,ORD_1144,PROD_1019,0,85.62,22.58
3466,ORD_2390,PROD_1018,0,203.49,
134,ORD_2084,PROD_1797,140.85,78.83,
3963,ORD_254,PROD_1894,70.19,  202.09  ,16.18
4238,ORD_2087,PROD_1000,6.22,35.65,
1579,  ORD_2557  ,  PROD_1016  ,0,45.26,4
869,ORD_397,PROD_1001,17.41,53.66,16.36
706,ORD_350,PROD_1519,12.21,57.6,15
3343,ORD_434,PROD_1809,0,161.63,
1735,ORD_961,PROD_1340,2.82,21.88,
552,ORD_746,PROD_1018,0,212.8,43.18
2814,ORD_1793,PROD_1971,42.56,200.38,
1635,ORD_2479,PROD_1695,64.4,201.61,47.65
4055,ORD_1511,PROD_1985,,TBD,0
240,ORD_217,PROD_1007,,TBD,
  1422  ,ord_1854,PROD_1598,0,147.79,37.67
349,ORD_469,  PROD_1859  ,32.57,304.64,199.41
560*,ORD_2466,prod_1010,84.03,46.09,59.3
1475,ORD_634,PROD_9999,-28.56,,
3613,ORD_2069,PROD_1169,0,  117.14  ,19.59
1020,INVALID,PROD_1890,0,101.21,
2259,ORD_928!,PROD_1010,18.67,43.84,9.34
3899,ORD_1870,prod_1925,325.9,198.14,
  3577  ,  ORD_1139  ,PROD_1814,0,79.67,
2307,ORD_2317,PROD_1444,80.4,  246.46  ,239.78
3509,ORD_2022,  PROD_1820  ,  0  ,96.21,
2280,ORD_2128,PROD_1015,0,13.95,1.28
3361,ORD_434,PROD_1809#,0,156.12,
1463,ORD_2571,PROD_1011,0,68.4,  13.93  
2881,  ORD_1434  ,PROD_1590,671.36,167.71,697.92
244,ORD_2303,  PROD_1911  ,0,178.78,
4822,ORD_1134,PROD_1006,0,179.55,72.64
1041,ORD_1307,PROD_1030,0,292.08,39.6
1227,ORD_2568,PROD_1010,0,45.63,25.17
941,ORD_542,PROD_1625,0,107.29,  26.2  
4401,ORD_231,PROD_1982,0,191.32,36.5
3989,ORD_2535,PROD_1234,0,60.35,16.18
452,ORD_491,PROD_1345,0,178.65,33.32
4725,ORD_496,PROD_1002,0,,  6.98  
684,ORD_1458,PROD_1074,0,187.33,
832,ORD_2445,PROD_1890,32.15,101.91,85.13
2678,ORD_1556,PROD_1594,48.89,108.7,
4642,ORD_1373,PROD_1038,29.68,138.38,31.36
417,ORD_1259,PROD_1779,472.74,170.25,
2051,ORD_1584,PROD_1753,0,71.01,  72.19  
4114,ORD_896,PROD_1010,0,44.23,20.75
340,ORD_999999,,  0  ,243.96,
3424,ORD_102,PROD_1320,0,  15.6  ,
194,ORD_1304,PROD_1699,0,187.74,
4191,ord_824,PROD_1921,0,171.04,  79.56  
1859,ORD_1081,PROD_1019,0,83.95,
5088,ORD_742,  PROD_1501  ,40.4,274.1,
443,ORD_1251,  PROD_1019  ,0,  82.25  ,30.74
,,,,,
784,ORD_473,PROD_1927,0,89.71,18.47
1304,ORD_1397,PROD_1012,0,164.01,
4277,ORD_992,PROD_1094,0,115.86,52.68
1311,ORD_453,PROD_1016,66.79,44.86,
4698,ORD_496,PROD_1133,0,324.75,77.16
3468,ORD_1458,PROD_1586,148.28,67.57,136.73
1570,ORD_1117,PROD_1959,,Unknown,
1174,ORD_1615,PROD_1134,48.5,156.12,
2944,ORD_117,PROD_1526,0,91.21,
1257,ORD_2461,PROD_1347,35.9,238.25,77.08
4332,ORD_1334,PROD_1125,63.2,318.54,
1804,ORD_591,PROD_1005,0,70.34,  8.4  
3262,ORD_847,PROD_9999@,,,
4331,ORD_1247,PROD_1614,69.59,217.02,
,MISSING,  PROD_1594  ,0,,
887,ORD_193,PROD_1079,0,122.88,28.77
5078,ORD_1250,PROD_1750,0,34.22,8.64
2767,ORD_1468,PROD_1012,0,157.01,
770,ORD_1318,PROD_1224,104.86,252.59,
2274,ORD_2124%,PROD_1874,0,152.92,14.66
4630,ORD_1532,PROD_1003,0,159.59,21.21
2303,ORD_2210*,  PROD_1767  ,0,18,
1977,ORD_1136,PROD_1052,0,198.29,54.28
4006,  ORD_249  ,PROD_1017,7.9,20.98,31.58
3534,ORD_2049,PROD_1535,150.97,82.72,
2978,ORD_951,PROD_1486,  31.27  ,148.91,16.41
755,ORD_1654,PROD_1024,0,190.27,
3556,ORD_2260,PROD_1490,0,70.84,8.38
3277,ORD_311,PROD_1581,1493,168.72,1191.83
655,ORD_2464,PROD_1219,9.8,39.24,
3760,ORD_999999,PROD_1918,48.25,89.67,-3.93
4894,ORD_596,PROD_1245,0,113.89,
3696,ORD_1062,PROD_1009,0,276.44,104.56
2116,ORD_2246,PROD_1731,0,159.71,
1125,ORD_1958,PROD_1566,0,,23.45
3112,ORD_1592,PROD_1006,  282.82  ,169.7,
2253,ORD_786,PROD_1676,  0  ,38.83,
4862,ORD_1190,PROD_1008,  50.02  ,108.5,9.21
4963,ORD_908,PROD_1001,0,55.33,
2374,ORD_2564,PROD_1573,52.96,266.24,
2384,ORD_1439,PROD_1123,0,60.02,
2252,ORD_1234,PROD_1005,120.17,67.55,
1592,ORD_2344,PROD_1735,0,61.32,22.27
4214,ORD_280,PROD_1004,0,8.59,2.27
4670,ORD_271,PROD_1958*,0,187.82,
1037,ORD_152,PROD_1006,0,171.97,36.81
  2830  ,ORD_1434,PROD_1986,,,
1455,ORD_2280,PROD_1782,359.88,192.55,
2137,  ORD_529  ,PROD_1000,300.55,39.2,266.82
1547,ORD_756,PROD_1339,0,143.56,34.71
3967,ORD_790,PROD_1551,80.08,286.35,
,, ,,,
5056,ord_791,PROD_1660,0,213.21,53.74
1604,ORD_1592,PROD_1435,0,149.73,
4497,  ORD_179  ,PROD_1305,0,76.01,9.01
2729,ORD_654,PROD_1318,  37.5  ,97.96,29.78
2060,MISSING,PROD_1965,,Unknown,
3123,ORD_1002,PROD_1012,0,157.66,
1860,MISSING,,-37.96,0,
3847,ORD_2587,PROD_1013,0,100.22,14.19
2112,ORD_595,PROD_1324,0,116.01,21.4
3214,ORD_1732,PROD_1003,  0  ,155.89,
1593,ORD_1835,prod_1813,28.65,113.17,86.52
2531,ORD_242,PROD_1899,3.44,20.79,
2386,ORD_2204,PROD_1060,0,59.33,5.45
2102,ORD_1030,PROD_1974,0,226.9,
3093,ORD_1219,PROD_1013,25.13,93.5,25.56
5016,ORD_2526,PROD_1012,0,171.72,
2181,ORD_1764,PROD_1004,0,8.6,3.19
1847,ORD_1286,PROD_1008,1136.8,115.27,
648,ORD_1697,PROD_1007,0,193.74,
4143,ORD_1142,PROD_1677,0,196.59,
3367,ORD_1083,PROD_1444,987.78,238.88,
308,ORD_2244,PROD_1776,29.8,315.29,25.46
817,ORD_1215,PROD_1258,67.41,226.99,
799,ORD_357,PROD_1460,0,155.96,
3328,ORD_1484,PROD_1006,282.82,168.09,348.73
995,ORD_1847,PROD_1873,56.55,231.13,  27.24  
727,ORD_1218,PROD_1018,  0  ,203.16,
  4187  ,ORD_1944,PROD_1120,0,189.21,161.71
4041,  ORD_1753  ,PROD_1963,0,64.18,
1385,ORD_385,  PROD_1607  ,4793.2,271.32,
4173,ORD_1409,PROD_1195,  14.76  ,52.12,4.4
3786,ORD_2182,PROD_1642,426.53,306.87,536.41
4202,ORD_824,PROD_1787,6.68,44.54,
1539,ORD_2320,PROD_1003,0,154.29,26.77
  473  ,ORD_608,PROD_1018,23.43,208.38,
4783,ORD_1460,PROD_1193,0,58.74,53.1
  5066  ,ORD_742,prod_1164,0,209.83,
1614,  ORD_1835  ,PROD_1327,0,19.51,4.87
1138,ORD_1440,PROD_1650,0,43.74,
592,ORD_1801,PROD_1018,0,205.83,33.56
986,ORD_1000,prod_1178,101.77,205.71,
2469,ORD_677,PROD_1674,  0  ,245.19,
2677,ORD_1573,PROD_1016,66.79,45.09,  69.63  
2220,INVALID,PROD_1013,0,101.5,
839,ORD_393,PROD_1291,84.01,  216.69  ,21.6
3619,ORD_2056,PROD_1069,0,39.84,
4986,ORD_1705,PROD_1017,9.82,20.6,2.32
3180,,PROD_9999,,TBD,
3253,ORD_149,prod_1009,58.61,278.72,
,,,,,
,,,,,
1296,ORD_1102,PROD_1930,0,108.7,12.67
907,ORD_619,PROD_1675,19.54,134.79,33.82
554,ORD_1498,PROD_1001,15.15,55.65,
  4504  ,ORD_671,PROD_1328,71.73,178.44,27.12
  5060  ,INVALID,,0,  229.9  ,
3693,ORD_1100,PROD_1680,357.14,191.79,
3766,ORD_1119,  PROD_1006  ,0,181.23,
3642,ORD_283,PROD_1553,0,14.97,
501,ORD_684,PROD_1698,0,167.56,17.91
248,ORD_2094,PROD_1255,0,110.62,27.87
  2079  ,ORD_2213,PROD_1433,23.52,94.97,
2586,ORD_2455%,PROD_1125,0,  314.01  ,50.11
  3005  ,ORD_1557,PROD_1007,,TBD,0
2337,ORD_177,PROD_1167,0,13.51,1.76
4996,ORD_1297,PROD_1011,0,66.32,12.32
4379%,ORD_1659,PROD_1468,55.38,124.02,
4817,ORD_2577,PROD_1347,396.67,226.72,
1643,ORD_1871,PROD_1665,75.23,278.61,
,,,,,
470,ORD_762,PROD_1013,0,100.07,
3313,ORD_1292,PROD_1013,1930.6,100.7,
1119,ORD_2003,PROD_1666,0,13.05,
1887,ORD_1086,PROD_1013,23.3,102.31,
721,ORD_178,PROD_1296,0,87.96,12.87
3382,ORD_2059,PROD_1696,0,6.69,3.9
3582,ORD_255,PROD_1019,0,81.56,104.94
4756@,ORD_1460,PROD_1896,18.64,76.03,30.72
4646,ORD_839,PROD_1278,0,234.8,
  3434  ,ORD_353,PROD_1029,0,114.34,
2176,ORD_1009,PROD_1325,  0  ,226.76,
4130,ORD_358,PROD_1002,-999,-999,0
3456,ORD_2009,PROD_1807,0,129.03,
  2056  ,ORD_2563,PROD_1333,0,206.18,34.88
2433,ORD_2483,PROD_1750,21.04,36.08,
3990,ORD_2161,PROD_1111,  0  ,16.81,8.26
2872,ORD_613,prod_1925,0,195.31,120.74
1066,ORD_2364,PROD_1859,87.35,307.45,209.01
812,ORD_2230,PROD_1345,0,186.48,54.1
3735,ORD_1577,PROD_1365,0,137.28,
1218,ORD_332,  PROD_1561  ,0,187.15,
  3273  ,ORD_1644,PROD_1004,0,8.54,
4154,ord_2294,PROD_1886,0,140.13,69.88
2574,  ORD_982  ,PROD_1843,0,26.97,
2822,ORD_1315,PROD_1283,0,112.98,
2852,ORD_1434,PROD_1986,  19.72  ,153.89,
1531,ORD_1948!,PROD_1402,0,233.97,
3844,ORD_1945,PROD_1018,0,220.17,
1587,ORD_1835,PROD_1404,0,200.02,159.91
2255,ORD_1764,PROD_1074,0,184.78,
,,,,,
4956,ORD_2441,PROD_1013,0,99.65,44.53
3407,ORD_353,PROD_1580,  0  ,35.1,7.74
2147,ORD_1177,PROD_1013,0,102.91,26.19
798,ORD_2418,PROD_1162,  0  ,60.72,
1464,ORD_1730,PROD_1353,0,285.89,26.34
1389,ORD_1628,PROD_1943,  0  ,228.32,69.19
3755,,PROD_1015,5.74,13.97,
2801,ORD_494,PROD_1264,43.42,152.14,37.54
4221,ORD_2061,PROD_1545,42.46,99.18,
1078,ORD_103,PROD_1595,321.87,150.29,
2442,ORD_1712,PROD_1561,36.55,196.95,
4826,ORD_2139,PROD_1649,47.16,157.4,
255,ord_317,PROD_1967,0,  111.47  ,14.66
,  NULL  , ,,,
4432,ORD_504,PROD_1734,  91.49  ,244.87,
1673,ORD_2073,PROD_1108,3326.3,188.6,  3865.26  
3543,ORD_499,PROD_1014,0,83.7,
3521,ORD_1623,PROD_1838,0,138.76,
4341,ORD_661,PROD_1157,43.12,183.02,
1988,ORD_1123,PROD_1931,0,89.71,
1854,ORD_624,PROD_1015,0,14.44,5.17
2516,ORD_2114,PROD_1009,435.3,271.61,
4364,  ORD_430  ,PROD_1018,0,212.52,
924,ORD_2138%,PROD_1017,0,22.15,4.67
1211,ORD_2402,PROD_1455,0,269.27,39.57
662,ORD_1662,PROD_1014,33.64,87.08,8.32
4478,  ORD_671  ,PROD_1035,71.51,250.32,40.59
3727,ORD_2445,PROD_1624,0,27.78,
1755,ORD_2170,PROD_1079,0,113.65,72.88
1155,ORD_1560,PROD_1000*,0,37.72,3.37
2420,MISSING,,13.75,159.4,
4003,ORD_1310,PROD_1012,0,166.34,18.95
3979,ORD_522,PROD_1912,0,252.86,54.58
4015,ORD_1286,,10%,-33.8,
195,ORD_1431,PROD_1640,0,95.34,47.19
3580,ORD_999999,PROD_1016,0,44.48,
2120,  ORD_361  ,PROD_1952,0,140.32,112.85
4296,ORD_884,PROD_1089,0,138.78,26.62
312,ORD_694,PROD_1015,0,14.15,  4.71  
3878,  ORD_2343  ,PROD_1006,0,172.16,41.01
4590,ORD_2544,PROD_1017,  8.78  ,  21.04  ,
3958,ORD_597,PROD_1624,0,27.55,13.05
1417,ORD_828,prod_1008,0,108.87,  14.29  
4731,ORD_1358,PROD_1014,0,86.54,
821,ORD_894,DISCONTINUED,10%,,
3667,ORD_1489,  PROD_1507  ,0,115.54,58.79
2959,ORD_1546,PROD_1004,0,  8.53  ,4.03
761,ORD_621,PROD_1735,0,57.75,25.48
4252,ORD_158,PROD_1086,0,66.58,
2169,ORD_464,PROD_1007,28.57,184.49,
3477,ORD_2191,PROD_1004,0,9.19,1.3
4772,ORD_202,PROD_1008,29.49,106.8,
562,ORD_1223,PROD_1007,57.83,176.65,
396,ORD_1965,PROD_1017,0,21.25,6.6
,,PROD_1077,,,
  4110  ,ORD_1511,PROD_1850,  0  ,191.9,
4421,ORD_2546,PROD_1976,0,  188.51  ,53.52
4469*,ORD_2002,PROD_1007,0,183.55,
4451,ORD_1138,PROD_1851,0,235.69,240.88
4744,ORD_2519,PROD_1673,0,150.44,17.85
235,ORD_1213,,,-8.18,
3352,ORD_2127,PROD_1001,13.1,58.2,
2843,ORD_2253,PROD_1017,0,22.05,5.35
4886,ORD_1545,PROD_1056,69.49,213.04,37.3
122,ORD_2145,PROD_1611,0,27.87,
3515,ORD_988,PROD_1012,47.83,165.09,
4427,ORD_2531,PROD_1017,0,22.52,4.03
610,,PROD_1012,47.93,163.62,
  3616  ,ORD_425,PROD_1013,386.12,101.22,389.27
4766,  ORD_1358  ,  PROD_1281  ,0,137.59,
,ORD_2069,PROD_1169,,,
4180,,,0,150.34,
1766,ORD_1570,PROD_1244,0,281.27,44.5
2054,ORD_1143,PROD_1513,25.72,101.51,15.01
4904,ORD_1190,PROD_1444,0,250.18,
1017,ORD_648,PROD_1011,0,63.92,40.6
1121,ORD_1701,PROD_1507,27.09,122.85,92.39
  3491  ,ORD_1982,  PROD_1000  ,120.22,36.34,65.14
2216,ORD_668,PROD_1019,0,82.68,
2747,ORD_984,PROD_1779,31.8,160.94,29.44
1611,ORD_1942,PROD_1523,26.02,105.43,
2599,ORD_1109,PROD_1949,  0  ,261.4,
2929,ORD_2234,PROD_1514,32.48,290.66,
1623,ORD_1603,PROD_1157,0,186.13,19.45
4403,ORD_2288,PROD_1676,0,40.28,11.2
686,ORD_2298,PROD_1614,0,216.98,20.04
2519,ORD_1385,PROD_1646,0,191.68,
382,ORD_1911,PROD_1908,0,62.79,54.06
 ,, ,,  null  ,
960,ORD_2162,PROD_1060,12.53,57,7.17
121,ORD_1720,PROD_1019,0,83.63,
2232,ORD_1203,PROD_1634,0,  260.04  ,20.83
1754,ORD_2569,PROD_1951,0,224.76,45.66
4837,ORD_966,PROD_1017,88.02,20.99,
3949,ORD_522,PROD_1002,4.69,33.8,
,ORD_2030,PROD_1439,119930,,INCLUDED
1040,ORD_1102,PROD_1129,0,36.02,
1904,ORD_1142,PROD_1458,  0  ,46.2,30.37
3230,ORD_156,PROD_1005,16.77,68.1,
972,ORD_556,  PROD_1014  ,17.16,86.34,
2692,ORD_158,PROD_1412,15.02,55.2,14.8
2509,ORD_194,PROD_1484,0,97.76,
3241,ORD_1562,PROD_1016,0,43.21,20.75
4831,ORD_2215,PROD_1008,0,105.69,
2860,  ORD_999999  ,,0,240.26,
987,ORD_1923,PROD_1377,0,3.59,0.44
315,,prod_1179,0,152.18,
336,ORD_1852,  PROD_1002  ,0,36.2,32.23
4251,ORD_2093,PROD_1369,0,105.31,35.39
1628,ORD_1823,PROD_1986,0,162.97,
187,ORD_1953,PROD_1007,  0  ,187.67,
2925,ORD_2332,PROD_1217,0,,36.49
1733,ORD_1520,PROD_1016,0,46.22,
302,ORD_1791,PROD_1010,0,42.25,7.75
3955,ORD_2556,PROD_1016,0,43.84,13.76
2825,ORD_878,PROD_1169,1780.8,,1490.86
4957,ORD_1650,PROD_1697,10.49,53.88,16.57
2292,ORD_2210,PROD_1503,0,318.18,40.17
4172,ORD_351,PROD_1070,0,  212.92  ,
493#,ORD_112,PROD_1032,  31.62  ,158.93,
3966,ORD_1912,PROD_1553,0,15,
3936,ORD_547,PROD_1532,3.69,37.93,18.81
4151,ord_824,PROD_1677,0,207.42,50.78
  729  ,ORD_2196,PROD_1923,0,86.81,
3826,ORD_828,PROD_1839,0,77.81,
1099,ORD_797,PROD_1012,0,172.35,
2978,ORD_951,PROD_1486,31.27,148.91,16.41
4885,ORD_286,PROD_9999,-7.71,0,
2164,ORD_1620,PROD_1753,0,74.6,
3566,ORD_499,PROD_1990,19.55,160.97,
2343,ORD_2129#,PROD_1001,  0  ,54.55,
3721,ORD_1448,PROD_1770,0,305.57,
3501,ORD_2390,PROD_1399,0,56.47,16.31
1690,ORD_1011,PROD_1896,0,79.51,
1789,ord_1570,PROD_1016,133.58,  46.07  ,
1404,ORD_1360,PROD_1771,0,192.76,78.54
807,  ORD_1775  ,PROD_1006,0,178.42,38.98
1526,ORD_1833,PROD_1037,59.09,163.87,  15.67  
718,ORD_1963,PROD_1737,18.75,57.18,13.02
4738,  ORD_1045  ,PROD_1549,0,264.38,
1751,ORD_653,PROD_1011,0,63.79,10.74
2568*,ORD_528,PROD_1681,6.27,28.45,3.66
3245,,PROD_1835,0,34.93,
507,ORD_1498,PROD_1221,0,106.33,8.43
3386,ORD_1083,PROD_1006,0,167.86,
3042,ORD_1557,PROD_1524,0,190.11,20.14
384,ORD_1840,PROD_1824,0,283.22,93.68
4760,ORD_1165,PROD_1305,15.65,75.47,
2462,  ORD_1745  ,PROD_1106,0,90.86,17.16
437,ORD_1628,PROD_1315,0,218.78,
2318,ORD_253,PROD_1008,27.35,113.74,
526,ORD_2077,PROD_1008,  0  ,108.3,95.58
3079,ORD_1059,PROD_1341,0,129.72,
353,ORD_1399,PROD_1785,0,66.83,
5045,ORD_946,PROD_1033,0,275.28,119.72
  2912  ,ORD_618,  PROD_1019  ,45.81,81.36,13.88
2533,ORD_242,  PROD_1182  ,0,203.82,
495,ORD_112,  PROD_1343  ,  37.62  ,93.14,
,ORD_999999,PROD_1077,0,,Exempt
1826,ORD_1465,  PROD_1016  ,14.1,44.37,5.99
2015,ORD_1895,PROD_1011,0,65.54,
  3339  ,ORD_1644,PROD_1903,73.05,48.01,
4608,ORD_138,PROD_1507,0,122.63,
1241,ORD_2079,PROD_1567,0,44.69,8.66
1637,ORD_1584,PROD_1396,0,29.44,9.34
4791,ORD_2215,PROD_1944,0,76.56,15.83
884,ORD_105,PROD_1979,0,47.85,
2093,ORD_1110,PROD_1003,0,152.72,
4008,ORD_1329&,PROD_1271,0,192.34,
1461,ORD_605#,PROD_1755,0,9,10.04
3606,ORD_353,PROD_1000,0,36.64,
  4548  ,ORD_2467*,  PROD_1670  ,24.33,  88.97  ,28.42
2712,ORD_1070,PROD_1153,35.31,126.71,
1959,ORD_1792,PROD_1762,109.37,200.31,51.77
2713,ORD_1852,PROD_1071,39.91,  160.26  ,
1574,ORD_1192,PROD_1007,0,186.82,70.41
1873,ORD_2572,PROD_1226,38.75,137.47,24.17
3322,ORD_1484,PROD_1659,0,142.9,108.08
1838,ORD_1899,PROD_1002,0,33.13,20.5
3037,ORD_1557,PROD_1014,0,84.23,
4382,ORD_1762,PROD_1452,0,5.7,2.22
  3706  ,ORD_647,PROD_1943,0,240.19,
2638,ORD_1325,PROD_1018,316.18,208.72,
1745,ORD_653,PROD_1556,,TBD,0
3728,ORD_2388,PROD_1985,0,65.95,
511,ORD_1798,PROD_1004,20.73,  8.79  ,
4413,ORD_2047,PROD_1160,0,56,5.69
,ORD_999999,,,,
4584,ORD_1587,PROD_1926,0,6.1,1.28
5064,ORD_291,PROD_1573,0,273.57,
5051,ORD_2514,PROD_1016,0,45.37,
2230,ORD_2024,  PROD_1005  ,0,66.78,31.89
3531,  ORD_2017  ,PROD_1013,24.02,93.47,  34.75  
1290,,PROD_1086,,,0
1644,ORD_1584,PROD_1015,265.1,  14.5  ,308.34
  3991  ,ORD_1329,PROD_1689#,0,56.7,
3034,ORD_1260,PROD_1221,0,99.77,  10.96  
2305,ORD_177,INVALID,,TBD,
4562,ORD_2593,PROD_1884,91.47,238.18,
3082,ORD_1058,PROD_1029,0,113.02,13.02
3864,ORD_2070,PROD_1005,29.11,68.09,6.27
1797,ORD_1131,PROD_1590,0,164.7,35.82
1976,ORD_2125,PROD_1664,0,  209.53  ,37.61
3175,ORD_426,PROD_1581&,0,,
,,     ,,,
3622,ORD_255,PROD_1004,  0  ,8.87,
  1504  ,ORD_2557,  PROD_1016  ,0,45.37,11.55
  4223  ,ORD_1212,PROD_1003,0,152.77,
1004,ORD_1198,PROD_1861,21.46,83.78,
4067,ORD_983,PROD_1019,0,80.21,
1217,ORD_970,PROD_1010,84.03,44.11,73.81
3890,ORD_855,PROD_1000,0,37.4,7.28
2083,ORD_750,PROD_1565,0,260.06,
4074,ORD_896,PROD_1003,549.92,162.79,
