product_id,product_name,sku,category_id,category,sub_category,brand,supplier_id,cost_price,sell_price,launch_date,weight,dimensions,color,size,material
1621*,Lenovo Smartwatch,LE-HM0621-PUR,CAT_695,  Electronics  ,Mobile,Dell,SUPP_10825,483.54,821.17,2021-08-26 00:00:00,2.938,11x20x7,Gold,Standard,Glass
1372,New Balance Mouse,NE-SP0372-GRE,CAT_647,Technology,Other,Apple,SUPP_10659,178.18,424.64,2022-12-21 00:00:00,7.455,97x53x88,Mint,Extra Large,  Composite  
1710,Nike Smartphone,NI-SP0710-ORA,CAT_663,Electronics,Mobile,  Puma  ,SUPP_10662,440.42,570.16,2025-02-20 00:00:00,0.147,17x6x1.3,White,"14""""",Plastic
1388,Samsung Casual Shoes,SA-SP0388-NAV,CAT_554,Footwear,Running,Saucony,SUPP_10646,288.73,428.1,2025-01-24 00:00:00,0.596,35x19x10,Red,43,Nylon
1003,HP Training Shoes Basic,HP-EL0003-SIL,CAT_636,Footwear,Basketball,Dell,  SUPP_10473  ,195.93,  487.16  ,2024-06-16 00:00:00,  1.032  ,33x16x15,Blue,6.5,Synthetic
1879,Amazon Keyboard Elite,AM-EL0879-WHI,CAT_524,Gaming,General,  Sony  ,SUPP_10341,478.1,923.69,2023-10-06 00:00:00,0.222,64x32x83,Beige,Small,Composite
1904,Brooks Speaker,BR-HM0904-TUR,CAT_539,Apparel,Pants,  ASICS  ,SUPP_10610,440.77,865.89,2023-02-24 00:00:00,9.88,37x66x67,Red,One Size,Composite
1348,Lenovo Running Shoes Premium,LE-HM0348-MIN,CAT_693,Footwear,Formal,Saucony,SUPP_10833,236.09,526.36,2023-10-22 00:00:00,0.607,28x18x15,Red,9,Mesh
1069,JBL Camera Ultra,JB-HM0069-BEI,CAT_508,Apparel,  Shirts  ,Lenovo,SUPP_10797,326.13,544.9,2020-11-14 00:00:00,9.5,9x82x24,Beige,Large,Fabric
1045,Google Screen Protector Édition Spéciale,,CAT_529,APPAREL,General,Samung,SUPP_10504,66.9,  33.45  ,2025-04-07 00:00:00,2.425,73 x 22 x 54,  Orange  ,86,Synthetic
,,,,,,, ,,,,, ,,,
1207,Under Armour Casual Shoes Basic,UN-SP0207-RED,cat_524,Footwear,Outdoor,ASICS,SUPP_10068,31.45,76.08,2022-12-04 00:00:00,0.432,25x16x10,Red,9,Leather
1289,Saucony Tablet Essential,  SA-EL0289-PUR  ,CAT_569,Electronics,Computers,Puma,SUPP_10820,270.22,474.3,2025-01-10 00:00:00,2.063,14x29x21,White,"27""""",  Magnesium Alloy  
1865,Saucony Cable Ultra,  SA-EL0865-BEI  ,CAT_619,Fitness,General,  LG  ,SUPP_10323,82.43,  191.23  ,2022-01-05 00:00:00,9.254,79x31x33,Orange,  Small  ,Synthetic
1920,Nikon Camera Advanced,ni-cl0920-min,CAT_9999,Fashion,,Apple,,,176.86,"Jul 31, 2023",,20x54x33,,Large,
1047,Apple Charger,AP-CL0047-GRE,CAT_584,  Technology  ,General,Under Armour,supp_10002,145.86,361.62,2023-04-28 00:00:00,9.877,74x37x27,Red,Small,COMPOSITE
 ,,,,,,,,,,    ,,    ,,,
1141,Microsoft Cable,MI-EL0141-BLU,CAT_671,Home & Office,other,Canon,SUPP_10994,380.66,569.38,2023-11-01 00:00:00,0.704,54x71x58,Mint,Extra Large,Wood
1938,Mizuno Mouse,MI-SP0938-ORA,CAT_609,Technology,Miscellaneous,HP,SUPP_10513,413.72,804.43,2025-07-21 00:00:00,4.541,6x26x50,Pink,ONE SIZE,Fabric
1884,JBL Monitor,JB-AC0884-YEL,CAT_515,Electronics,Computers,JBL,  SUPP_10538  ,141.92,254.47,2022-08-09 00:00:00,0.606,24x38x26,Gold,"14""""",Steel
1463,Sony Smartphone Advanced,SO-AC0463-BEI,CAT_529,Electronics,Computers,Bose,SUPP_10856,26.54,41.44,2025-04-13 00:00:00,0.177,18x6x0.6,gold,"27""""",Carbon Fiber
1680,  Nikon Camera Advanced  *,ni-el0680-min,CAT_9999,Sports,,Lenovo,,,246.72,"Jun 02, 2021",,588x451x958 centimeters (LxWxH) approx,,Smal,
1416,NEW BALANCE SMARTPHONE MAX,NE-HM0416-BLA,CAT_539,Electronics,Computers,Google,SUPP_10384,87.52,150.45,2025-02-04 00:00:00,0.115,15x9x1.2,White,"32""""",Carbon Fiber
1623,JBL T-Shirt Classic,JB-HM0623-YEL,CAT_613,Apparel,Formal,HP,SUPP_10381,80.81,105.1,2023-04-11 00:00:00,1.69,92x53x26,Yellow,L,Silk
1204,HP Headphones,HP-AC0204-PUR,CAT_503,Electronics,Mobile,Microsoft,SUPP_10598,68.63,152.76,  2023-11-08  ,  0.102  ,12x9x1.2,Silver,"24""""",Aluminum
1378,New Balance Backpack Professional,NE-EL0378-BEI,CAT_666,Audio,Miscellaneous,New Balance,SUPP_10668,228.11,277.17,2021-03-25 00:00:00,1.255,20x67x87,Coral,Medium,  Mixed Materials  
1190,Reebok Laptop Plus,  RE-CL0190-PIN  ,CAT_523,Electronics,WEARABLES,ASICS,SUPP_10766,412.33,535.55,2022-07-03 00:00:00,3.342,37x25x2,Silver,Standard,Glass
1406,Sony Camera Elite,SO-SP0406-TUR,CAT_608,Gaming,Other,Canon,SUPP_10616,398.82,651.47,2023-07-13 00:00:00,8.041,88x36x54,Brown,One Size,Metal
1272,ASICS JACKET ADVANCED,AS-AC0272-ORA,CAT_598,  Apparel  ,Jackets,  Nike  ,  SUPP_10291  ,179.01,286.51,2021-11-23 00:00:00,0.947,76x16x32,Beige,XXXL,Spandex
1656,Nike Screen Protector,NI-EL0656-BLA,CAT_605,Footwear,Casual,HP,SUPP_10457,80.75,172.93,2020-12-17 00:00:00,7.877,52x46x57,Yellow,One Size,Synthetic
1387,Canon Charger Max,CA-HM0387-WHI,CAT_655,Gaming,General,ASICS,SUPP_10952,442.15,831.49,2022-05-19 00:00:00,2.328,14x51x22,Coral,Large,Mixed Materials
1329,Sony Casual Shoes Classic,SO-EL0329-COR,CAT_552,Footwear,Basketball,lg,SUPP_10553,492.8,1092.36,2025-09-05 00:00:00,0.899,31x19x13,BLACK,6,Nylon
1245,LG Casual Shoes™ #245,HP-HM0082-NAV,CAT_542,Electronics,Accessories,  Nike Inc.  ,SUPP_10744,  394.66  ,Contact for price,2022-11-06 00:00:00,0.28,Compact,Gray,One Size Fits All,Rubber
1091,ASICS Monitor Office,AS-EL0091-GRE,CAT_552,Electronics,Computers,Samsung,SUPP_10608,26.45,52.29,2024-02-14 00:00:00,3.665,13x25x28,Black,"27""""",CARBON FIBER
1012,Amazon Tablet,AM-HM0012-RED,CAT_518,Electronics,Accessories,  HP  ,SUPP_10518,139.95,337.73,2022-03-01 00:00:00,4.464,25x33x14,Silver,"32""""",Steel
1808,New Balance Smartphone Max,NE-AC0808-GRE,CAT_517,Electronics,Computers,Reebok,SUPP_10056,143.06,298.82,2025-01-15 00:00:00,0.198,12x7x0.5,White,"17""""",Steel
1573,Panasonic Training Shoes Elite,PA-EL0573-BRO,CAT_576,Footwear,Basketball,Adidas,SUPP_10470,211.08,494.72,2024-02-07 00:00:00,1.307,31x16x15,Blue,9,Mesh
,,,CAT_9999,,,,,,,20201126,,,,,
1981,Under Armour Mouse,un-cl0981-gol,CAT_644,Fashion,Miscellaneous,Google,SUPP_10265,29.56,68.85,2020-10-22 00:00:00,9.223,46x35x25,Yellow,Extra Large,Metal
1043,Google Keyboard,GO-SP0043-GRA,CAT_523,Equipment,Miscellaneous,Amazon,SUPP_10765,213.6,312.08,2022-01-03 00:00:00,7.886,51x72x69,Navy,  Medium  ,Fabric
1266,Saucony Basketball Shoes Office,sa-sp0266-cor,CAT_674,Footwear,Formal,Microsoft,SUPP_10055,41.05,67.68,  2024-07-31  ,0.832,33x15x13,Black/White,41,Suede
1913,Microsoft Smartwatch,MI-AC0913-GOL,CAT_536,Electronics,Wearables,Apple,SUPP_10880,419.07,615.4,2020-12-06 00:00:00,2.022,45x35x20,Space Gray,"15.6""""",Glass
1713,Lenovo Monitor,LE-CL0713-GOL,CAT_683,Electronics,Accessories,Nikon,SUPP_10353,21.87,30.94,2024-05-01 00:00:00,2.622,43x15x26,Space Gray,"15.6""""",PLASTIC
1117,  New Balance Casual Shoes  ,NE-SP0117-BLU,CAT_667,Footwear,Casual,Microsoft,SUPP_10084,192.2,456.46,2023-09-03,0.415,31x20x12,Black/White,46,nylon
1620,Samsung Charger Ultra,sa-el0620-bro,CAT_552,Electronics,,ASICS,,,575.24,2023-04-06 00:00:00,,  6x19x48  ,,One Size,
1587,New Balance Smartwatch Pro,NE-AC0587-SIL,  CAT_538  ,electronics,Accessories,Dell,SUPP_10222,56.47,96.49,2022-07-11 00:00:00,1.175,31x22x5,space gray,"27""""",Plastic
1364,Adidas Headphones Essential,AD-CL0364-GOL,CAT_695,Electronics,Wearables,Microsoft,SUPP_10789,457.41,978.36,2024-04-16 00:00:00,0.202,15x8x1.2,  Space Gray  ,"27""""",Magnesium Alloy
1774,Brooks Smartphone Classic,BR-HM0774-PUR,  CAT_590  ,Electronics,Computers,LG,SUPP_10983,204.56,300.25,2022-08-12 00:00:00,0.137,18x6x1.1,Gold,"24""""",Glass
1518,Mizuno Smartphone Advanced,  MI-HM0518-BEI  ,CAT_609,Electronics,Computers,Samsung,SUPP_10149,425.06,928.89,2025-03-15 00:00:00,0.216,18x6x1.2,White,"27""""",Magnesium Alloy
1224,Google Case Advanced,GO-HM0224-GRA,CAT_618,Fashion,Other,Nikon,SUPP_10092,364.1,490.49,2024-09-01 00:00:00,7.809,94x74x22,Yellow,Extra Large,Fabric
1453,Panasonic Speaker,PA-CL0453-ORA,CAT_667,Travel,Other,Amazon,SUPP_10470,360.44,801.15,2022-03-29 00:00:00,2.856,89x43x55,Blue,Extra Large,  Metal  
1193,MICROSOFT BASKETBALL SHOES,MI-HM0193-PUR,CAT_593,Footwear,Basketball,Bose,SUPP_10434,113.16,238.87,2022-01-18 00:00:00,0.684,31x17x13,White,42,Synthetic
1967,ASICS Running Shoes Sport,AS-CL0967-WHI,CAT_561,  Footwear  ,Outdoor,  LG  ,SUPP_10937,412.18,791.83,2025-06-02 00:00:00,1.09,29x20x15,Black/White,6,Suede
1760,Nikon Camera Advanced,ni-sp0760-bro,CAT_9999,Technology,,Mizuno,,,771.11,"Feb 02, 2021",,87x22x29,,Large,
1730,ASICS Running Shoes Ultra,AS-AC0730-NAV,CAT_611,Footwear,Formal,Canon,SUPP_10842,82.97,137.66,2023-01-07 00:00:00,0.283,28x16x15,Navy/Red,39,Leather
1536,HP Backpack,HP-AC0536-YEL,CAT_550,Accessories,Jewelry,Puma,SUPP_10834,71.08,174.86,2022-06-02 00:00:00,5.116,79x97x71,Red,Medium,Composite
1436,Apple Jacket Home,AP-CL0436-GOL,CAT_677,Apparel,Shirts,Apple,SUPP_10995,252.36,372.54,2020-11-07 00:00:00,1.374,64X54X29,  Turquoise  ,S,Denim
1780,,n/-hm0780-yel,,Accesseries,,Bose,,,270.14025,,,94cm x 35cm x 66cm,,3xl,
1940,Mizuno Basketball Shoes Air,mi-sp0940-bro,CAT_512,Footwear,,Google,,,498.95,2024-01-21 00:00:00,,35x20x13,,7.5,
,,,,,,,,,,,,,,,
1667,Brooks Smartwatch,BR-CL0667-MIN,CAT_559,Electronics,Mobile,Lenovo,SUPP_10929,34.87,80.75,2023-04-19 00:00:00,2.947,14x25x22,Gold,"14""""",Glass
1317,Sony Laptop Premium,SO-EL0317-BLU,CAT_586,Electronics,Tablets,Panasonic,SUPP_10790,90.52,115.86,2023-01-06 00:00:00,2.946,40x30x1,Gold,"13""""",Magnesium Alloy
1843,Dell Running Shoes Advanced,  DE-HM0843-GRA  ,  CAT_525  ,Footwear,OUTDOOR,JBL,SUPP_10748,485.7,803.41,2023-09-26 00:00:00,0.443,34x20x10,Gray,39,Canvas
1851,  Nikon Charger Office  ,NI-SP0851-BRO,CAT_614,Fitness,General,JBL,SUPP_10779,245.13,523.92,2023-04-07 00:00:00,0.293,20x72x65,Silver,Extra Large,Synthetic
1244,Saucony Speaker Professional,SA-SP0244-BEI,CAT_632,Footwear,Outdoor,Under Armour,SUPP_10090,130.16,262.91,2024-04-22 00:00:00,6.671,90x14x92,Mint,One Size,Fabric
1093,Panasonic Camera Classic,PA-CL0093-GRE,CAT_576,Fashion,Other,Sony,SUPP_10825,236.88,302,2021-12-27 00:00:00,4.186,58x76x72,Gray,Extra Large,Composite
1130,Nikon Headphones Ultra,NI-EL0130-BLA,  CAT_515  ,Footware,Mobile,HP,SUPP_10843,206.29,689.42241,2024-02-15 00:00:00,0.288,  15cm x 79cm x 80cm  ,White,ONE SIZE,Aluminum
1715,Puma Camera Home Black Edition with Extra Features and Extended Warranty Limited Time Offer,SKU-715!@#,CAT_583,Unknown,General,Unknown,SUPP_10590,478.04,999999.99,2022-02-20 00:00:00,7.436,20x16,Pink,Medium (M),Composite
1544,Samsung Headphones Plus,SA-CL0544-ORA,CAT_578,Electronics,Wearables,Canon,SUPP_10566,492.31,  643.87  ,2024-09-22 00:00:00,0.273,16x7x0.9,Gold,"17""""",Plastic
1572,New Balance Smartphone Air,NE-EL0572-TUR,CAT_646,Electronics,Wearables,Google,  SUPP_10702  ,311.86,556.54,2022-05-04 00:00:00,0.25,  17x9x1.1  ,White,Large,Carbon Fiber
1255,Saucony Cable,SA-EL0255-WHI,CAT_688,Apparel,SPORTSWEAR,New Balance,SUPP_10019,240.9,576.58,2023-03-20 00:00:00,0.553,818x764x233 centimeters (lxwxh) approx,Black,Mediun,Synthetic
1143,Nikon Laptop Essential,NI-HM0143-COR,CAT_607,Electronics,Computers,Canon,  SUPP_10153  ,82.62,162.29,2025-06-08 00:00:00,2.944,31x21x3,Black,"21""""",Steel
1939,HP Speaker Advanced,HP-SP0939-BLU,CAT_667,Electronics,Computers,  Under Armour  ,SUPP_10347,121.3,283.44,2022-07-04 00:00:00,6.296,45x66x99,Navy,Medium,Mixed Materials
1643,Under Armour Jacket Air,UN-AC0643-COR,CAT_551,Apparel,Pants,Sony,SUPP_10340,343.37,794.94,2021-12-15 00:00:00,  1.514  ,40x72x55,Coral,L,Nylon
1157,New Balance Basketball Shoes Plus,NE-SP0157-BEI,CAT_512,Footwear,Running,Dell,SUPP_10895,29.33,46.28,2021-08-01 00:00:00,1.242,30x18x15,Black,7.5,Nylon
1260,Puma T-Shirt Advanced,pu-sp0260-gre,CAT_699,Electronix,,Amazon,,,235.50424,2025-04-23 00:00:00,,35cm x 99cm x 57cm,,ONE SIZE,
1565,JBL Smartphone,JB-EL0565-PIN,CAT_650,Electronics,Accessories,Reebok,SUPP_10177,  324.06  ,700.3,2023-01-16 00:00:00,0.207,12x8x0.9,White,Compact,Aluminum
1346,Canon Monitor Classic,  CA-SP0346-NAV  ,CAT_597,Electronics,Computers,Dell,SUPP_10452,124.56,253.97,2021-03-14 00:00:00,2.116,15x28x21,Gold,Compact,Magnesium Alloy
1827,Google Keyboard,GO-HM0827-BLA,CAT_523,Gaming,Other,Dell,SUPP_10980,90.07,201.41,2021-05-26 00:00:00,2.997,  52x12x61  ,Brown,Large,  Synthetic  
1830,Under Armour Smartphone Office,UN-EL0830-BEI,CAT_512,Electronics,Wearables,Google,SUPP_10710,27.67,  55.84  ,  2021-06-01  ,0.145,13x8x0.6,Gold,Standard,Glass
1740,SONY TRAINING SHOES ULTRA,  so-hm0740-bei  ,CAT_654,Footwear,,Puma,,,86.79,2023-12-08 00:00:00,,25x19x10,,7,
  1676  ,  Saucony Headphones Premium  ,SA-HM0676-COR,CAT_545,Electronics,Tablets,Amazon,supp_10742,486.51,878.34,2022-03-13 00:00:00,  0.266  ,12x8x0.5,Black,"21""""",Plastic
1391,Microsoft Headphones Premium,MI-AC0391-GRA,CAT_583,Electronics,Wearables,JBL,SUPP_10743,462.55,1062.01,2022-03-20 00:00:00,0.178,12x6x1.3,Silver,"15.6""""",Glass
1301,Under Armour Backpack Sport,UN-SP0301-GRA,CAT_643,Electronics,Accessories,Dell,SUPP_10266,93.23,171.61,2023-11-09 00:00:00,3.458,64x21x16,Purple,One Size,Metal
1428,Under Armour Smartphone,UN-SP0428-ORA,cat_623,Electronics,Accessories,Under Armour,SUPP_10559,12.46,23.4,2025-01-20 00:00:00,0.151,12x7x1.1,Gold,"13""""",Steel
1705,JBL Headphones Sport,JB-SP0705-ORA,CAT_506,Electronics,Wearables,  JBL  ,SUPP_10269,478.57,1165.05,2022-08-13 00:00:00,0.212,12x8x1.3,White,"21""""",Plastic
1449,Adidas Headphones Basic,AD-HM0449-WHI,CAT_679,Electronics,Mobile,JBL,SUPP_10147,285.4,701.36,2022-12-29 00:00:00,0.127,17x7x0.8,White,"13""""",Carbon Fiber
1109,Lenovo Speaker,LE-CL0109-PUR,CAT_643,Audio,Miscellaneous,Lenovo,SUPP_10816,208.47,300.15,2021-08-09 00:00:00,6.441,  60x55x8  ,Gold,Extra Large,Wood
1691,Under Armour Screen Protector,UN-SP0691-BLU,CAT_688,Home & Office,General,Nikon,SUPP_10417,389.09,903.38,2021-07-20 00:00:00,5.266,79x61x87,Brown,Medium,Mixed Materials
1096,HP T-Shirt,HP-HM0096-GRE,CAT_627,APPAREL,Formal,New Balance,SUPP_10966,345.57,530.29,2022-07-19 00:00:00,1.661,97x87x99,Turquoise,2XL,Wool
1813,  Apple Screen Protector Elite  ,AP-SP0813-GOL@,CAT_507,Photography,Other,Saucony,SUPP_10804,293.33,479.69,2023-07-11 00:00:00,2.408,23x10x25,Red,One Size,Mixed Materials
1495,Samsung Smartphone Édition Spéciale,SKU,CAT_507,Fitness,Mobile,Appl,SUPP_10891,426.96,213.48,2025-08-04 00:00:00,0.117,20-12-61,White,S,Steel
1651,Microsoft T-Shirt Air,MI-HM0651-ORA,CAT_519,Apparel,Sportswear,Google,SUPP_10756,156.91,192.93,2021-07-12 00:00:00,1.964,46X28X96,Blue,M,Polyester
1666,Canon Camera Professional,CA-AC0666-NAV,CAT_580,Sports,Nutrition,hp,SUPP_10948,369.37,813.85,2025-09-08 00:00:00,0.298,56x42x53,Mint,Extra Large,Mixed Materials
1036,Dell Casual Shoes Premium,DE-AC0036-BLU,CAT_557,Footwear,  Running  ,Nikon,SUPP_10969,  67.56  ,154.16,2021-12-02 00:00:00,0.848,29x19x15,  Blue  ,13,Nylon
1765,LG Smartwatch Édition Spéciale,,CAT_618,home & office,Accessories,Samung,SUPP_10994,479.1,  239.55  ,2025-09-21 00:00:00,2.573,63-42-95,Silver,2XL,Glass
1881,Bose Laptop Plus,BO-CL0881-BRO,cat_513,Electronics,Mobile,Lenovo,SUPP_10777,157.75,  365.01  ,2025-01-04 00:00:00,3.341,32x22x2,Silver,"""  14""""  """,Magnesium Alloy
1179,Bose Keyboard Pro,BO-SP0179-RED,CAT_680,Photography,Other,Microsoft,SUPP_10854,373.54,729.23,2022-07-10 00:00:00,5.745,53x88x53,Orange,One Size,Synthetic
1993,Canon Speaker Plus,CA-EL0993-ORA,CAT_518,Audio,Miscellaneous,LG,SUPP_10261,169.3,237.03,2021-11-14 00:00:00,8.929,43x38x13,Coral,One Size,Wood
1223,Under Armour Cable Premium,  UN-EL0223-COR  ,CAT_527,Gaming,Miscellaneous,Adidas,  supp_10898  ,497.96,933.33,2025-03-28 00:00:00,4.017,99x10x76,Yellow,  One Size  ,Synthetic
1340,HP Tablet Basic,hp-ac0340-bei,CAT_653,Electronics,,Brooks,,,344.52,2021-09-11 00:00:00,,692x679x443 centimeters (LxWxH) approx,,XX-Large,
1351,Canon Backpack,CA-EL0351-GRA,CAT_637,Audio,Miscellaneous,Saucony,SUPP_10070,200.61,476.38,2023-01-11 00:00:00,2.144,31x44x60,Turquoise,Medium,Wood
1949,Nike Backpack Basic,NI-SP0949-GRE,CAT_673,Footwear,Casual,new balance,SUPP_10540,294.15,641.92,2020-10-19 00:00:00,9.039,11x18x53,Navy,One Size,SYNTHETIC
1142,JBL Cable Essential,JB-CL0142-RED,CAT_693,Gaming,General,Dell,SUPP_10995,113.83,165.12,2024-02-12 00:00:00,0.522,15x92x60,Gold,Medium,WOOD
1832,HP Running Shoes Plus,HP-SP0832-BEI,CAT_504,  Footwear  ,Casual,JBL,SUPP_10860,264.1,  491.53  ,2022-12-09 00:00:00,0.954,30x15x12,Red,6,Nylon
1001,Puma Monitor,PU-EL0001-GOL,CAT_559,Electronics,Accessories,Under Armour,SUPP_10027,285.01,607.31,2020-11-24 00:00:00,3.656,36x24x19,Gold,"21""""",Aluminum
1564,Panasonic Charger Plus,PA-SP0564-GRA,CAT_614,Technology,General,Google,SUPP_10966,316.91,546.83,2022-09-05 00:00:00,3.833,67x8x67,Red,Large,Wood
1847,ASICS Mouse,AS-SP0847-PIN,CAT_603,Sports,Equipment,JBL,SUPP_10198,403.34,904.52,  2021-03-07  ,8.485,19x57x64,Green,Large,Metal
1161,JBL Basketball Shoes Sport,JB-AC0161-GRE,CAT_520,Footwear,  Formal  ,Nikon,SUPP_10820,290.79,382.22,  2023-07-03  ,0.848,30x15x13,Black/White,44,Leather
1258,Brooks Smartphone Advanced,BR-AC0258-BLU,CAT_660,Electronics,Tablets,LG,SUPP_10428,12.24,18.44,2024-05-25 00:00:00,0.124,16x6x1.1,Gold,Compact,Plastic
1771,Puma Running Shoes Sport,PU-SP0771-GRA,CAT_652,  Footwear  ,Casual,Microsoft,SUPP_10979,241.39,325.93,2024-06-29 00:00:00,1.287,26x19x15,Gray,8,Mesh
1187,Adidas Backpack Sport,AD-HM0187-COR,CAT_573,Travel,Other,Adidas,SUPP_10968,389.07,555.53,2025-02-28,4.994,6x30x89,Coral,Large,Composite
1999,Panasonic Speaker Plus,PA-EL0999-BRO,CAT_540,Accessories,Belts,  Dell  ,SUPP_10994,446.84,554.29,2023-05-28 00:00:00,6.464,97x75x53,Navy,Medium,  Metal  
1829,Panasonic Charger,PA-SP0829-COR,CAT_685,Travel,General,Lenovo,SUPP_10497,132.06,190.68,2023-02-08 00:00:00,5.777,14x28x17,Gray,Small,Mixed Materials
1737,  Dell Case Premium  ,DE-HM0737-GRA,CAT_618,Travel,Miscellaneous,Puma,SUPP_10965,499.53,1203.51,2023-12-21 00:00:00,4.824,86x11x39,White,One Size,Fabric
1021,Nikon Tablet Max,NI-SP0021-PUR#,CAT_581,Electronics,Accessories,Apple,SUPP_10141,83.91,142.47,2023-08-30 00:00:00,1.188,23x14x18,Space Gray,"24""""",Steel
1381,Reebok Keyboard,RE-AC0381-PUR,CAT_633,Equipment,Miscellaneous,Under Armour,SUPP_10551,260.19,544.92,2023-02-16 00:00:00,6.66,10x35x9,Gold,Medium,Fabric
1362,Google Cable Basic,GO-CL0362-NAV,CAT_623,Footwear,Casual,Panasonic,SUPP_10386,  92.21  ,163.56,2022-03-26 00:00:00,5.102,99x60x24,Turquoise,Small,Metal
1590,Lenovo Basketball Shoes Classic,LE-EL0590-PUR,CAT_630,Footwear,Running,Panasonic,SUPP_10768,82.69,133.8,  2025-01-01  ,0.888,32x19x15,Blue,7,Mesh
1556,Reebok Jacket,RE-CL0556-PUR,  CAT_679  ,Apparel,Pants,Reebok,SUPP_10592,73.09,180.92,2021-01-29 00:00:00,1.59,69x95x65,Mint,XXL,Polyester
1156,HP Case,HP-SP0156-COR,cat_551,Home & Office,Other,  Canon  ,SUPP_10302,88.58,169.42,2023-12-18,9.113,93x66x47,Green,Small,Mixed Materials
1846,Microsoft Monitor Pro,MI-AC0846-PIN,CAT_534,Electronics,Accessories,Under Armour,SUPP_10023,228.08,459.72,2024-11-25 00:00:00,  1.142  ,49x36x18,Gold,"21""""",Aluminum
1483,Google Camera Elite,GO-AC0483-GOL,CAT_641,Travel,General,Nike,SUPP_10036,424.29,925.66,  2022-04-27  ,5.313,69x55x67,White,Medium,Fabric
1271,Nike Backpack Max,NI-AC0271-ORA,CAT_523,Home & Office,General,Under Armour,SUPP_10656,105.62,199.03,2025-10-10 00:00:00,7.835,40x30x7,blue,One Size,Metal
  1516  ,Nike Case Basic,NI-AC0516-MIN,CAT_630,Fashion,General,Dell,SUPP_10468,190.84,446,2024-02-16 00:00:00,1.835,96x30x46,Gray,Large,Mixed Materials
1124,Apple Mouse Elite,AP-EL0124-TUR,CAT_645,Apparel,Jackets,Dell,SUPP_10261,388.93,918.87,2023-10-02 00:00:00,6.774,19x34x99,Coral,Small,Mixed Materials
1963,LG Smartphone,LG-EL0963-SIL,CAT_511,Electronics,Mobile,Brooks,SUPP_10341,418.33,906.72,2024-09-18 00:00:00,0.217,17x6x1.1,Gold,"32""""",Plastic
1531,HP Charger,HP-CL0531-PUR,  CAT_646  ,Photography,Other,Microsoft,SUPP_10570,270.2,426.6,  2021-01-10  ,0.316,13x94x96,Purple,  Large  ,Metal
1834,Reebok Tablet,RE-HM0834-GRA,CAT_507,Electronics,Tablets,Puma,SUPP_10742,464.45,648.46,2022-04-18 00:00:00,1.786,14x30x29,Space Gray,"17""""",Aluminum
1097,Adidas Tablet Basic,AD-EL0097-BLA,CAT_605,Electronics,Mobile,New Balance,SUPP_10236,43.3,60.46,2023-02-10 00:00:00,1.484,39x33x6,Gold,Large,Magnesium Alloy
1867,Samsung Speaker Pro,SA-SP0867-PUR,CAT_515,Equipment,General,Google,SUPP_10217,360.17,528.93,2025-02-04 00:00:00,0.79,48x94x72,Turquoise,Medium,Metal
1828,Samsung Case Essential,SA-CL0828-NAV,cat_512,Audio,Miscellaneous,New Balance,SUPP_10554,121.42,283.41,2023-12-27 00:00:00,4.463,91x65x85,Gray,Large,  Wood  
1917,Adidas Jacket,AD-EL0917-BRO,CAT_648,Apparel,  Shirts  ,HP,SUPP_10598,429.67,615.68,2022-10-29 00:00:00,0.156,28x100x57,Mint,XS,Polyester
1081,Sony Speaker,SO-SP0081-TUR,CAT_634,Audio,Miscellaneous,Dell,SUPP_10470,456.94,751.68,2022-12-19 00:00:00,3.607,97x92x87,navy,One Size,Metal
1746,Panasonic Mouse,PA-EL0746-PIN,CAT_534,Sports,Nutrition,Puma,SUPP_10256,97.67,154.45,2021-02-10 00:00:00,3.826,53x92x40,  Mint  ,One Size,Metal
  1853  ,Amazon Monitor Ultra,AM-CL0853-RED,CAT_655,  Electronics  ,Computers,Amazon,SUPP_10241,115.57,234.12,2023-03-11 00:00:00,3.47,38x11x13,Space Gray,"21""""",Carbon Fiber
  1392  ,Google Mouse,GO-AC0392-GRE,CAT_658,Apparel,Formal,Dell,SUPP_10255,147.76,199.41,2024-11-04 00:00:00,2.709,94x36x90,Brown,Medium,Metal
1540,,,,gaming,,Miscrosoft,,,8.71,,,73-61-22,,40,
1470,CANON CHARGER HOME,CA-HM0470-WHI,CAT_655,gaming,Other,JBL,SUPP_10532,226.1,350.44,2021-04-22 00:00:00,8.376,42x36x47,Green,Large,Composite
1593,Puma Smartwatch Pro,PU-EL0593-WHI,CAT_583,Electronics,Accessories,Bose,SUPP_10377,79.46,181.28,2024-04-15 00:00:00,2.188,11x50x18,White,"27""""",plastic
1934,Under Armour Camera,UN-SP0934-BEI,CAT_523,Footwear,Outdoor,Lenovo,SUPP_10391,427.57,  899.3  ,2022-03-19 00:00:00,4.257,7x72x23,Beige,Extra Large,Synthetic
1302,LG Monitor,LG-SP0302-NAV,CAT_632,Electronics,Tablets,Canon,supp_10914,90.84,196.03,2023-02-06 00:00:00,2.711,19x45x26,Space Gray,"13""""",Plastic
1024,Test,,,,,,SUPP_999,Free,,,Heavy,,,,Unknown
1026,Canon Mouse,CA-SP0026-BEI,CAT_681,Apparel,  Sportswear  ,Dell,SUPP_10751,265.66,543.43,2023-12-15 00:00:00,6.198,73x66x64,Brown,One Size,Fabric
