campaign_id,campaign_type,start_date,budget,end_date,impressions,clicks,campaign_status,campaign_name,conversions,spent_amount,target_audience
143,Referral Program 2023 - Final,2025-10-10 00:00:00,4905.49,189.59,15708,711,Paused,,,,
207,Product Launch 2024 v2,2025-10-10 00:00:00,8905.86,127.54,14487,345,Active,,,,
43,  Customer Retention 2024 - Test  ,2025-10-10 00:00:00,10595.27,3788.59,  291753  ,3757,Paused,Dr Neil Green,,,
482,Referral Program 2025 - Final,2025-10-10 00:00:00,5119.1,418.81,8530,310,Active,,,,
375,Christmas Special 2024 v2,2025-10-10 00:00:00,163744.98,9119.01,1088126,9024,Paused,,,,
417,Summer Sale 2025 - Final,2025-10-10 00:00:00,6569.81,245.94,31157,505,Active,Eric Mills,,,
112,Flash Sale 2025,2025-10-10 00:00:00,31389.42,4400.92,437589,8779,Paused,,8.34,,
469,Summer Sale 2025 - Phase 1,2025-10-10 00:00:00,17161.13,15724.12,1324649,36615,Active,Sheila Francis,,,
  404  ,Referral Program 2024 v2,  2025-10-10  ,16466.67,238.64,19358,670,Active,,,,
434,New Year Deal 2023 - Phase 1,2025-10-10 00:00:00,9606.26,138.4,20678,172,Active,,,,
142,Back to School 2025 - Test,2025-10-10 00:00:00,6521.73,665.25,74374,2214,Active,Brenda Lawson,1.54,,
430,New Year Deal 2025 - Phase 1,2025-10-10 00:00:00,15584.57,1200.49,563423,26139,Paused,John Brown,9.06,,
93,Clearance 2024 - Test,2025-10-10 00:00:00,8575.82,4429.34,602087,10096,Paused,Dennis Clark,,,
209,Customer Retention 2025 - Test,2025-10-10 00:00:00,8931.44,95.74,9829,349,Active,,,,
431,Product Launch 2025 - Test,2025-10-10 00:00:00,553.38,92.75,6705,231,Active,,3.46,,
242,Flash Sale 2023 - Final,2025-10-10 00:00:00,661.04,34.64,3177,105,Active,,7.62,,
214,Summer Sale 2023 - Test,2025-10-10 00:00:00,9000.21,394.15,100858,2221,Paused,Kayleigh Scott,3.33,,
478,Summer Sale 2025 v2,2025-10-10 00:00:00,321705.8,136469.81,8806334,124990,Active,,,,
460,Product Launch 2025,2025-10-10,9880.01,783.23,167622,  5693  ,ACTIVE,,,,
104,Referral Program 2025 - Phase 1,2025-10-10 00:00:00,295945.85,36934.85,6774024,335751,Active,karen strickland,9.61,,
143*,Referral Program 2023 - Final,2025-10-10 00:00:00,4905.49,189.59,15708,711,Paused,,,,
193,Lead Generation 2025 - Final,2025-10-10 00:00:00,1739.5,1445.24,51651,749,Active,,2.67,,
260,Lead Generation 2024 v2,2025-10-10 00:00:00,13397,1532.27,249127,4378,  Paused  ,,  5.64  ,,
327,Referral Program 2025 - Phase 1,2025-10-10 00:00:00,21958.86,3760.14,498779,23082,Active,,,,
64,Brand Awareness 2025 v2,2025-10-10 00:00:00,3965,207.05,40406,1472,Active,Dr Alexander Williams,4.48,,
321,Back to School 2025 - Final,  11/26/2024  ,,5601.18,,445,,Deanna Hess,,,
  339  ,Flash Sale 2025,2025-10-10 00:00:00,7426.52,350.86,17429,309,Paused,Chelsea Travis,,,
406,Loss professional political chance step. Approach poor church support system thank avoid man. Former everything medical nearly her.,,,,,,,,,,
Learn soon large task. Firm wonder seat adult idea along near.,,,,,,,,,,,
"White point three none pressure lay future stay. Such forwar""",Direct Mail,2025-10-10 00:00:00,-3816.87,25651,-855,153,,,,,
Soluta in accusamus autem fugit. Pariatur dicta quibusdam. Voluptates placeat corporis aperiam.,,,,,,,,,,,
Quidem adipisci repellendus aut sint. Sint quia natus dolores quos reiciendis enim.,,,,,,,,,,,
Harum vero voluptate est mollitia accusamus.,,,,,,,,,,,
Nulla quos sit rerum tenetur. Quidem molestias nobis quod vitae eos.,,,,,,,,,,,
Deleniti cupiditate maiores fugiat. Eius eaque cum sapiente ab iure.,,,,,,,,,,,
Corrupti eum amet. Nulla optio laudantium nemo facere quos et dolore.,,,,,,,,,,,
Architecto magnam impedit modi at dolore distinctio. Ex eos veniam nulla labore natus.,,,,,,,,,,,
Pariatur ipsum temporibus nostrum.,,,,,,,,,,,
Vero placeat eum totam velit. Ducimus quam ad maxime quo maiores. Ipsum aliquam tempore deserunt maiores veniam cumque. Modi occaecati distinctio occaecati distinctio placeat saepe.,,,,,,,,,,,
Repudiandae soluta qui ipsa repellendus asperiores placeat. Itaque ex assumenda.,,,,,,,,,,,
"Recusandae nam nemo dolorem.""",Completed,,,,,,,,,,
458,VIP Exclusive 2024,2025-10-10 00:00:00,20753.82,7319.45,1425622,29726,Active,Rachel Lane,1.27,,
492,Black Friday 2024 - Final,2025-10-10 00:00:00,20989.97,2723.06,376424,6970,Paused,,,,
  345  ,  Christmas Special 2023 v2  ,2025-10-10 00:00:00,13754.36,1084.97,199099,7588,Paused,Dr Victor Stephens,6.8,,
59,Lead Generation 2024 - Final,2025-10-10 00:00:00,23068.48,  4401.64  ,  600224  ,18488,Active,Tanya Johnston,7.38,,
425,  Brand Awareness 2025  ,2025-10-10 00:00:00,18396.68,2096.94,185365,1057,Paused,,,,
343,Flash Sale 2025 - Final,2025-10-10 00:00:00,9523.04,762.31,20082,209,Active,,5.74,,
133,Lead Generation 2024 - Test,2025-10-10 00:00:00,172391.27,2736.87,429273,13285,Active,Jeffrey Anderson MD,  1.69  ,,
428,Holiday Special 2025,2025-10-10 00:00:00,23399.6,252.62,103080,1756,Active,Sarah Drake,,,
277&,Back to School 2024,2025-10-10 00:00:00,2588.68,451.61,20594,522,Active,,1.92,,
75,Holiday Special 2025 v2,  2025-10-10  ,114250.76,2906.51,485959,  3190  ,Paused,,,,
471,Christmas Special 2024 - Final,2025-10-10 00:00:00,13850.45,1008.45,199773,8874,Active,Christine Leonard,,,
376,,2025-10-10 00:00:00,12376.6,,9943,,Completed,,,,
210,Customer Retention 2025 v2,2025-10-10 00:00:00,  2359.36  ,546.63,11836,201,Active,,6.47,,
182,Customer Retention 2025 - Phase 1,2025-10-10 00:00:00,  9330.58  ,  4881.03  ,178038,  4820  ,Paused,,,,
55,Anniversary Sale 2023,2025-10-10 00:00:00,12931.61,2229.13,272685,11760,Active,Gail Rees,4.15,,
155,Lead Generation 2025 - Test#,2025-10-10 00:00:00,1417.91,56.11,4016,130,Active,,,,
402,New Year Deal 2024 - Final,2025-10-10 00:00:00,16493.53,227.12,34924,1424,Paused,Irene Palmer,,,
189,  Lead Generation 2025 - Final  ,2025-10-10 00:00:00,  35897.76  ,2106.67,192764,4082,Active,michael brennan,,,
395,Clearance 2024 - Phase 1,2025-10-10 00:00:00,22309.78,3462.18,256323,11996,Active,,9.12,,
288,Summer Sale 2023 v2,2025-10-10 00:00:00,22451.45,8889.59,1450107,72118,Active,Jeffrey Warren,,,
203,New Year Deal 2023 - Test,2025-10-10 00:00:00,24168.36,953.04,157723,6164,Paused,,,,
14,New Year Deal 2024 - Test,2025-10-10 00:00:00,15318.33,16651.71,  3021268  ,101335,Active,  Sheila Evans  ,,,
409,New Year Deal 2024 - Phase 1,  2025-10-10  ,12495.66,185.89,28825,1266,Active,,5.92,,
166,Campaign #1,2025-10-10 00:00:00,5095.87,6170.31,237213,430046,Paused,,4.38,,
468,Referral Program 2023 - Test,2025-10-10 00:00:00,2201.64,128.42,23755,270,Active,,1.11,,
170,Customer Retention 2024,2025-10-10 00:00:00,17402.61,359.4,40705,1826,active,Kyle Simpson-Clarke,,,
113,Clearance 2025 - Final,2025-10-10 00:00:00,14314.34,2120.34,279554,9973,Active,,5.95,,
246,,2025-10-10 00:00:00,8665.43,Calculating,95948,,Completed,,,,
388,Christmas Special 2023 - Final,2025-10-10 00:00:00,22793.75,4370.33,327222,7921,Paused,,7.22,,
50,Christmas Special 2023 - Phase 1,2025-10-10 00:00:00,8670.97,1727.73,290339,4132,Active,,,,
268,Christmas Special 2025 - Phase 1,2025-10-10 00:00:00,1524.34,129.86,2432,82,Active,,,,
149,Back to School 2025,2025-10-10 00:00:00,167507.47,20146.12,2040222,91722,Active,Donna Hendricks DDS,2.45,,
17,,0000-00-00,0,,  -9578  ,,Activ,,,,
389,Flash Sale 2023 - Final,2025-10-10 00:00:00,50710.36,1024.02,158157,4526,Active,,,,
315,Summer Sale 2024 - Phase 1,2025-10-10 00:00:00,5401.85,1245.42,169839,1696,Paused,,,,
191,Christmas Special 2025 - Test,2025-10-10 00:00:00,20260.23,460.53,34482,970,Paused,,,,
211,,,TBD,Calculating,,Good CTR,active,Timothy Riley,,,
48,Referral Program 2024 v2,2025-10-10 00:00:00,16067.4,586.58,91014,3114,Active,,,,
276,,2025-10-10 00:00:00,15663.56,,  71742  ,,Active,,,,
