inventory_id,product_id,supplier_id,stock_quantity,minimum_stock_level,last_restocked_date,storage_cost,reserved_quantity
10912,PROD_1262,SUPP_10935,0,183,2025-10-10 13:40:44.914000,4.18,
10542,PROD_1134,SUPP_10665,156,189,2025-10-09 09:20:22.807000,0.59,
10713,PROD_2192,SUPP_10190,148,16,2025-08-12 17:55:33.720000,1.75,
10227,PROD_2160,SUPP_10974,332,14,2025-09-12 07:03:03.147000,3.14,
10269,PROD_1526,SUPP_10620,22,30,2025-10-10 10:08:36.149000,2.39,
,PROD_1347,,1000000,-29,,,
10726,PROD_2163,SUPP_10942,167,19,2025-09-22 02:49:01.555000,  4.73  ,
10435,PROD_1703,SUPP_10363,82,37,2025-09-26 23:19:09.442000,4.01,
11409,PROD_2411,SUPP_10188,0,0,2025-02-28 00:35:34.602000,3.23,
10436,PROD_1022,SUPP_10530,65,63,2025-10-11 18:11:44.200033,2.17,
10884,PROD_2327,SUPP_10638,986,29,2025-09-29 01:26:56.752000,3.32,
10199,PROD_2006,SUPP_10909,551,29,2025-10-03 20:05:58.276000,1.02,
10098,PROD_1350,  SUPP_10833  ,94,83,2025-09-28 06:30:08.076000,4.98,
11253,PROD_1735,SUPP_10372,58,27,2025-09-20 04:08:41.557000,4.33,
,PROD_9999,,Few,,,,
10237,PROD_1219,SUPP_10493,202,160,2025-10-08 02:15:54.727000,2.66,
10955,PROD_2045,SUPP_10186,820,14,2025-09-19 03:24:58.734000,4.19,
,PROD_2202,,1000000,-11,,,
11216,  PROD_1071  ,SUPP_10233,119,56,2025-10-10 20:05:36.259000,2.04,
10224,PROD_1168,SUPP_10366,17,162,2025-10-11 16:01:32.755000,1.97,
11034,PROD_2087,SUPP_10834,10,16,2025-09-07 18:31:00.718000,1.69,
10045,PROD_1108,,46,174,2025-11-03 16:24:47.564086,-4.41,
11433,PROD_1457,SUPP_10457,125,51,2025-09-26 14:00:18.852000,1.3,
10042,PROD_1570,SUPP_10512,18,75,2025-09-26 10:24:01.019000,3.7,
10231,PROD_1345,SUPP_10753,16,28,2025-09-30 06:17:54.821000,1.4,
  11116  ,PROD_2292,SUPP_10814,846,19,2025-09-24 19:02:13.583000,2.39,
10112,PROD_1677,SUPP_10706,58,37,2025-09-29 08:28:30.827000,2.44,
11477,PROD_2060,SUPP_10784,261,6,2025-09-18 05:23:37.890000,3.25,
10703,PROD_2147,SUPP_10231,754,11,2025-09-17 10:30:24.808000,1.46,
10859,PROD_1581,SUPP_10730,92,95,2025-09-29 05:45:18.223000,4.5,
10479,PROD_2109,SUPP_10590,48,17,2025-09-16 08:43:58.179000,4.9,
11491,PROD_1859,SUPP_10907,386,95,2025-09-26 12:25:32.554000,0.58,
11286,PROD_2339,SUPP_10138,137,16,2025-08-13 11:15:59.682000,2.01,
11301,PROD_1720,SUPP_10528,9,85,2025-09-30 12:01:07.641000,2.73,
10633,PROD_2455,SUPP_10606,46,0,2025-08-30 22:39:11.789000,3.12,
10028,PROD_2219,SUPP_10968,984,16,2025-09-25 10:25:56.819000,1.56,
11005,PROD_1107%,SUPP_10518,67,74,2025-10-05 04:13:24.684000,4.78,
10067,  PROD_1013  ,SUPP_10185,3,57,2025-10-10 14:35:51.812000,0.55,
11479,PROD_1079,SUPP_10753,200,69,2025-10-09 11:59:59.302000,0.49,
10694,PROD_2230,SUPP_10185,24,17,2025-07-25 15:20:20.726000,3.16,
10590,PROD_2250,SUPP_10060,  761  ,29,2025-07-16 18:57:34.358000,3.35,
  11366  ,PROD_1878,SUPP_10068,5,61,2025-10-03 05:54:30.608000,2.44,
11073,PROD_1406,SUPP_10605,200,89,2025-09-28 11:21:55.783000,4.1,
10868,PROD_1041,SUPP_10790,10,62,2025-10-06 15:16:44.158000,4.65,
10975,PROD_1083,,933,162,,,
10928,PROD_1081,SUPP_10904,192,169,2025-10-09 10:09:03.343000,2.64,
10243,PROD_1403,SUPP_10690,67,31,2025-09-26 21:56:22.772000,4.98,
10855,PROD_1256,INVALID,188,111,2025-10-23 10:12:04.540000,-4.78,
10749,PROD_1484,SUPP_10565,83,30,  2025-09-24 13:15:39.021201  ,4.05,
10834,PROD_1162,SUPP_10336,4,116,2025-10-06 05:37:44.937075,0.93,
10853,PROD_1745,SUPP_10365,  51  ,91,2025-10-10 08:44:15.504000,0.18,
10883,PROD_2063,SUPP_10707,821,23,  2025-09-24 08:39:05.029912  ,2.95,
10472,PROD_1658,SUPP_10489,16,20,2025-09-21 00:08:08.258000,3.36,
10856,  PROD_1734  ,SUPP_10102,3,20,2025-09-22 14:04:26.903000,2.19,
10016,PROD_1619,SUPP_10954,4,90,2025-09-20 00:35:44.350529,0.86,
10127,PROD_1822,SUPP_10982,79,58,2025-09-18 21:48:34.603000,3.45,
11134,PROD_1097,SUPP_10098,542,53,2025-10-06 18:08:26.766000,0.23,
11295,PROD_1115,SUPP_999,8,132,20251011,Free,
11441,PROD_2210,SUPP_10320,188,20,2025-07-25 01:27:59.458000,4.64,
10271,  PROD_2423  ,SUPP_10366,8,0,  2024-10-17 08:49:25.700438  ,0.92,
11086,PROD_2253,SUPP_10446,382,11,2025-09-25 13:44:11.289942,4.42,
10101,PROD_1086,SUPP_10046,136,181,2025-10-10 23:12:05.321000,0.78,
11058,PROD_1056,supp_10250,128,147,2025-10-06 10:48:37.142000,4.65,
10572,PROD_2003,SUPP_10571,92,14,2025-09-18 13:18:22.873000,0.18,
11445,,SUPP_10566,20,21,2025-09-16 12:58:56.268000,2.22,
10858,PROD_1332,SUPP_10704,41,24,2025-09-22 10:00:15.430000,2.71,
11210,PROD_1743,SUPP_10273,30,64,2022-02-19 00:49:27.495000,0.001,
11241,PROD_1914,SUPP_10251,660,21,2025-07-19 22:37:56.314000,2.21,
10023,PROD_2139,SUPP_10853,128,  24  ,2025-07-24 00:46:29.702000,3.31,
11335,prod_2346,SUPP_10210,747,23,2025-08-22 13:05:20.809000,2.77,
10192,PROD_2420,SUPP_10289,0,0,2025-08-10 04:52:41.978000,0.41,
10821,PROD_1491,SUPP_10166,20,27,2025-10-08 14:35:09.678000,2.23,
11297,PROD_1339,SUPP_10158,90,32,2025-10-08 12:48:22.994000,2.6,
10730,PROD_1323,SUPP_10520,12,48,2025-09-16 10:51:12.340000,3.59,
10531,,,-9999,-41,,,
10969,PROD_2265,SUPP_10602,693,9,2025-09-30 06:33:39.934000,1.06,
10645,PROD_1012,SUPP_10162,136,141,2025-10-08 07:50:03.428000,1.6,
11021,PROD_2134,SUPP_10401,11,8,2025-07-30 04:07:42.343000,2.16,
10029,PROD_1060,SUPP_10398,679,186,2025-10-06 20:21:06.249000,0.23,
11169,PROD_1771,SUPP_10713,5,72,2025-10-09 18:38:26.991000,4.48,
11087,PROD_2072,SUPP_10986,  154  ,18,2025-08-19 01:35:08.908000,2.81,
10066,PROD_1749,SUPP_10865,159,74,2025-10-08 10:26:30.802000,4.24,
11226,PROD_1061,SUPP_10525,856,66,2025-10-11 15:03:02.820000,  2.33  ,
10380,PROD_1613,SUPP_10304,41,72,2025-09-20 22:39:52.610000,3.97,
10958,PROD_1630,SUPP_10366,41,47,2025-10-04 22:02:05.882000,2.43,
11307,PROD_1416,SUPP_10434,77,41,2025-09-28 03:28:56.379000,0.48,
10036,PROD_1643,SUPP_10679,68,90,2025-09-19 06:46:48.852000,1.72,
,,,,,    ,,
10653,PROD_1781,SUPP_10514,81,66,2025-10-05 13:33:32.674000,0.65,
11099,PROD_1341,SUPP_10437,36,  58  ,2025-09-24 22:39:26.579000,4.75,
10018,PROD_1267,SUPP_10042,  34  ,76,2025-10-05 23:49:28.738000,  1.83  ,
10187,PROD_2140,SUPP_10878,45,19,2025-09-21 19:25:21.857000,3.89,
10046,PROD_1251,SUPP_10663,125,173,2025-10-05 09:22:40.770000,4.9,
11488,PROD_1062,SUPP_10749,187,98,2025-10-11 05:50:53.065531,1.37,
10625,PROD_1851,,109,70,,,
10921,PROD_1215,SUPP_10060,11,90,2025-10-05 09:14:11.991000,1.1,
10260,PROD_2296,SUPP_10828,  393  ,9,2025-10-10 09:46:30.279000,0,
11088,PROD_2390,SUPP_10520,4,0,2024-11-15 18:37:35.698000,3.04,
10323,PROD_1691,supp_10787,14,27,2025-10-06 16:37:35.724000,1.98,
11287@,  PROD_2392  ,SUPP_10997,0,0,2024-01-10 04:29:50.439000,3.24,
11203,PROD_1654,SUPP_10583,0,  21  ,2025-10-04 01:34:11.955000,3.07,
10484,PROD_2260,SUPP_10695,65,6,2025-07-23 12:39:44.833000,0.67,
10658,PROD_1319,SUPP_10283,26,56,2025-09-22 03:05:08.883000,1.44,
10079,PROD_1954,SUPP_10625,165,30,2025-09-01 21:21:11.426000,3.94,
  10635  ,PROD_1348,SUPP_10978,6,76,2025-09-24 06:30:13.412000,2.5,
  11031  ,prod_1631,SUPP_10673,154,22,2025-09-30 16:03:56.370000,0.25,
  10965  ,  PROD_2008  ,SUPP_10698,193,6,2025-09-23 08:29:43.015000,1.7,
11474,PROD_1333,SUPP_10907,244,74,2025-10-07 00:38:00.289000,0.95,
11030,PROD_1334,SUPP_10272,163,53,2025-09-15 12:27:39.912000,3.29,
11440,PROD_9999,INVALID,,,2025-10-22 16:42:32.615000,-4.09,
10986,PROD_1320,SUPP_10483,17,95,2025-09-23 06:58:44.488000,2.2,
10256,PROD_1955,SUPP_10536,72,25,2025-08-10 22:18:11.446000,4.66,
10933,PROD_1603,  SUPP_10202  ,48,68,2025-09-13 18:51:37.141132,1.75,
11257,PROD_1179,SUPP_10824,4,136,2025-10-07 14:29:18.985200,0.87,
10502,  PROD_2263  %,SUPP_10500,899,29,2025-07-30 17:03:00.766000,3.92,
11207,PROD_1465,SUPP_10805,35,53,2025-10-04 14:06:25.708000,1.49,
11322!,PROD_2077,SUPP_10775,317,14,2025-09-10 03:16:27.675000,1.12,
10480,PROD_9999,SUPP_10965,Few,,2025-09-28 07:14:48.367000,4.2,
10916,PROD_1393,SUPP_10141,64,55,2025-10-03 00:09:44.974000,2.75,
10245,PROD_1284,SUPP_999,27,146,20251011,Included,
11447,  PROD_1245  ,SUPP_10401,63,53,2025-10-06 00:16:49.388000,2.55,
11438,PROD_1398,SUPP_10137!,69,23,2025-09-30 21:22:08.493000,1.92,
10468,PROD_1076,SUPP_10714,3,198,2025-10-06 22:11:01.740000,4.76,
11279,PROD_1147,SUPP_10393,116,169,2025-10-05 13:38:23.557000,3.76,
10987,PROD_1997,SUPP_10465,184,17,2025-07-19 23:40:24.434000,0.17,
10621,PROD_2220,SUPP_10021,1000,29,2025-10-04 21:15:53.170867,3.85,
10296,PROD_2328,SUPP_10089,638,  21  ,2025-07-19 16:07:09.776000,2.92,
11201,PROD_2274,supp_10797,513,25,2025-08-21 07:46:15.920000,4.39,
11219,PROD_1741,SUPP_10584,38,91,2025-09-16 10:37:32.965000,2.17,
11344,PROD_2194,SUPP_10939,104,9,2025-10-01 03:28:17.317000,4.27,
10252,PROD_1111,SUPP_10407,66,74,2025-10-06 15:30:55.400000,2.3,
10325,prod_1840,,94,82,,,
10002,  PROD_1199  ,SUPP_10367,118,146,2025-10-10 03:32:57.790000,0.49,
10617,PROD_1682,SUPP_10704,99,64,2025-10-05 17:56:55.825000,2.47,
10273,PROD_1731,SUPP_10006,210,55,2025-10-03 15:04:26.330000,4.6,
11461,PROD_2032,SUPP_10551,109,8,2025-08-23 21:07:51.379000,4.7,
11392,PROD_1899&,SUPP_10788,15,68,2025-09-22 18:20:02.719000,2.67,
10486,PROD_2421,SUPP_10280,  0  ,0,2024-08-11 08:56:31.810000,2.47,
11195,PROD_1579,SUPP_10392,0,99,  2025-09-14 11:38:53.230037  ,2.19,
10014,PROD_2280&,SUPP_10083,  200  ,11,2025-07-28 16:46:17.791000,3.38,
10230,PROD_1924,SUPP_10228,125,17,2025-09-03 15:52:41.634000,1.88,
11049,PROD_1950,SUPP_10093,148,21,2025-09-14 02:15:32.671000,3.39,
,,,,,,,
  11197  ,PROD_2148,SUPP_10871,175,19,2025-09-29 04:56:02.337000,3.07,
10326,PROD_1917,SUPP_10341,44,25,2025-08-21 22:16:39.796000,0.54,
10620,prod_1649,  SUPP_10266  ,55,25,2025-10-10 10:56:58.766000,1.61,
10927,PROD_1271,SUPP_10219,794,182,2025-10-11 00:55:00.156000,1.29,
11427,PROD_1239,SUPP_10112,29,71,2025-10-10 13:32:44.267000,2.65,
11360,,SUPP_10188,-12,Low,2025-09-20 15:09:17.433630,2.27,
10632,PROD_2068,SUPP_10785,116,7,2025-09-15 09:33:08.132000,3,
10198,PROD_2243,SUPP_10195,842,16,2025-10-04 08:46:29.946000,1.63,
10659,PROD_2249,SUPP_10332,67,19,2025-09-29 05:36:33.674000,2.98,
10758,PROD_1848,SUPP_10445,6,28,2025-10-11 11:57:55.964000,4.77,
11065,PROD_2247,SUPP_10467,649,20,2025-08-28 12:46:14.730000,3.09,
10505,PROD_1446,SUPP_10716,49,74,2025-10-10 13:08:54.336000,3.25,
10312,PROD_1520,SUPP_10678,6,66,2025-09-29 05:02:45.249000,  4.22  ,
10514,PROD_2241,SUPP_10452,134,29,2025-09-21 19:11:11.709000,2.04,
10794,PROD_2154,SUPP_10086,992,17,2025-09-28 14:49:10.930000,1.48,
  10101  ,PROD_1086,supp_10046,136,181,2025-10-10 23:12:05.321000,0.78,
11441,PROD_2210,SUPP_10320,188,  20  ,2025-07-25 01:27:59.458000,4.64,
10122,prod_2057,SUPP_10936,607,29,2025-07-21 16:44:46.392000,1.49,
10167,PROD_1336,SUPP_10093%,66,53,2025-09-13 07:14:53.799260,4.12,
, ,,,    , ,,
10220,PROD_1679,SUPP_10223,344,21,2020-12-22 18:17:10.690000,999.99,
10799,PROD_1387,SUPP_10272,422,80,2025-09-30 11:35:19.579000,2.24,
10490,PROD_1928,SUPP_999,332,764,2025-10-11 23:43:28,,
11206,PROD_1114,SUPP_10485,19,140,2025-10-06 15:54:45.060000,0.15,
10948,PROD_1661,SUPP_10169,14,78,2025-09-13 11:09:49.946000,4.12,
10587,PROD_2316,SUPP_10143,143,7,2025-08-06 20:14:21.640000,1.77,
10647,PROD_1282,SUPP_10944,404,85,2025-10-11 19:08:45.318000,0.74,
10034,PROD_2126,SUPP_10793,647,  15  ,2025-09-29 08:38:04.872000,4.27,
10303,PROD_1774,SUPP_10654,7,60,2025-09-26 21:05:18.763000,3.89,
10058,PROD_2481,SUPP_10968,0,0,2024-10-15 16:50:26.490000,  3.66  ,
11341,PROD_1268,SUPP_10673,18,80,2025-10-11 07:33:09.413000,1.81,
10130,PROD_1764,SUPP_10054,219,97,2025-10-03 05:35:43.915000,0,
  11107  ,PROD_1125,SUPP_10894,112,96,  2025-10-09 00:54:57.205271  ,2.19,
11379,PROD_2119,SUPP_10170,189,25,2025-07-30 06:02:13.001000,0.52,
10298,PROD_1827,  SUPP_10349  ,416,44,2025-10-11 15:59:26.044000,1.72,
10837,PROD_1213,SUPP_10826,36,200,2025-10-08 15:31:32.350000,3.76,
10372,PROD_1242,SUPP_10734,10,  171  ,2025-10-11 12:34:12.875000,2.19,
11410,PROD_1538,SUPP_10018,Out of Stock,,2025-09-17 17:11:59,0.6,
10634,PROD_1000,SUPP_10331,86,170,2025-10-06 02:12:56.365000,1.7,
10476,PROD_2479,SUPP_10032,3,0,2025-09-07 15:49:34.781000,3.4,
10481,PROD_1351,SUPP_10280,424,68,  2025-10-03 00:59:56.072048  ,0.39,
11367,PROD_1926,SUPP_10024,173,9,2025-07-18 16:23:07.668000,0.84,
  10257  ,PROD_1778,SUPP_10884,377,37,2025-10-01 07:58:55.489000,4.85,
10133,PROD_1185,SUPP_10742,26,85,2025-10-06 06:47:43.148000,1.42,
10178,PROD_1801,SUPP_10559,346,48,2025-09-24 21:55:00.154000,0.9,
10925,PROD_1795,,60,82,,,
10455,PROD_2089,supp_999,153,13,2025-10-11 23:48:04,Included,
10015,PROD_2165,SUPP_10102,188,16,2025-09-13 14:35:20.416000,4.42,
10567*,PROD_1034,SUPP_10181,94,140,2025-10-08 20:42:12.624000,4.85,
10277,PROD_1978,SUPP_10513,28,20,2025-08-24 13:03:03.512000,2.04,
11002,PROD_1229,SUPP_10682,163,141,  2025-10-06 06:45:24.978553  ,4.37,
10351,PROD_1733,SUPP_10353,  329  ,76,2025-09-28 17:27:40.125000,3.73,
11278,PROD_1462,SUPP_10349,80,85,2025-09-27 14:01:33.891000,3.89,
10267,PROD_1889,SUPP_10464,295,99,2025-09-27 05:56:02.157000,4.3,
11496,PROD_1552,SUPP_10935,109,90,2025-10-10 19:49:28.635000,0.24,
10552,PROD_1430,SUPP_10984,399,41,2025-10-10 10:52:18.552000,3.99,
10984,PROD_1186,SUPP_10013,127,107,2025-10-05 03:38:38.060000,4.94,
10097,PROD_1688,SUPP_10751,167,33,2025-09-23 11:36:27.478000,1.66,
 ,,  NA  ,,, , ,
10616,PROD_1217,SUPP_10600,101,97,2025-10-11 19:46:00.534000,3.69,
11263,PROD_1571,SUPP_10251,62,68,2025-09-18 15:55:11.541382,4.85,
10443,PROD_1555,SUPP_10462,71,93,2025-10-06 10:46:35.701000,0.87,
10174&,PROD_1772,SUPP_10734,0,95,2025-09-30 22:15:29.356000,3.55,
11312,PROD_2129,SUPP_10064,605,14,2025-08-08 20:30:36.827000,0.79,
10329,PROD_2223,SUPP_10928,449,10,2025-07-31 15:50:03.726000,3.2,
11327,PROD_1419,SUPP_10574,166,93,2025-10-01 07:42:49.585000,2.8,
10340,,SUPP_10597,338,71,2025-10-07 22:01:12.700000,1.01,
10937,PROD_2259,SUPP_10284,814,28,2025-07-31 01:44:16.902000,4.82,
  11039  ,PROD_1577,SUPP_10390,33,32,2025-09-23 01:11:31.951000,  1.84  ,
10860,PROD_2005,SUPP_10285,117,29,2025-08-13 14:08:54.795038,4.19,
11184,PROD_2080,SUPP_10848,66,19,2025-08-25 09:09:40.260000,2.38,
11165,PROD_1361,SUPP_10723,342,76,2025-09-22 01:23:05.662000,2.66,
10295,PROD_1738,SUPP_10330,135,28,2025-10-11 10:00:43.330000,1.53,
10189,  PROD_2174  ,SUPP_10406,41,24,2025-08-10 19:07:02.106000,  2.29  ,
10483,PROD_1153,SUPP_10870,5,124,2025-10-11 18:14:47.374000,4.5,
10880,INVALID,SUPP_10966%,-76,Medium,2021-11-16 17:49:55.498936,0.001,
10359,PROD_1200,SUPP_10019,8,181,2025-10-05 05:07:33.846000,3.01,
10826,PROD_1854,SUPP_10428,60,39,2025-09-16 00:49:24.732000,3.55,
11458,PROD_1171,SUPP_10700,14,68,2025-10-10 15:07:38.398000,0.23,
 ,,,,,     ,,
10675,PROD_1850,,375,26,,,
11003,PROD_1716,SUPP_10450,64,83,  2025-10-08 09:31:01.885082  ,0.59,
10993,PROD_1148,SUPP_10093,146,77,2025-10-10 04:52:47.507000,4.91,
10255,,SUPP_10988,15,50,2025-09-26 01:26:43.448000,3.34,
10733,prod_1923,SUPP_10068,12,26,2025-08-28 14:47:22.487000,3.6,
10405,PROD_1286,  INVALID  ,  79  ,76,  2025-10-13 21:54:34.892835  ,-0.96,
10090,PROD_1133,,Out of Stock,,,,
11373,PROD_1896,SUPP_10334,271,26,2025-09-20 11:31:42.917000,4.35,
10106,PROD_1856,SUPP_10838,12,30,2025-09-20 08:10:01.148000,1.8,
  10347  ,PROD_1392,  SUPP_10165  ,122,76,2025-09-22 23:17:49.618000,1.38,
  10429  ,PROD_1474,SUPP_10066,19,92,2025-09-28 13:19:09.526000,  4.29  ,
11117,PROD_1545,SUPP_10762,0,79,2025-09-15 19:08:00.901000,4.81,
11487,PROD_2242,SUPP_10384,732,8,2025-07-30 07:46:16.165000,1.95,
11218,PROD_2307,SUPP_10424,897,27,2025-07-29 10:46:27.887000,3.13,
,PROD_9999,,Unknown,,,,
10922,PROD_1620,SUPP_10764,92,39,2025-10-06 12:14:33.877000,4.33,
10579,PROD_2106,SUPP_10205,8,21,2025-07-17 22:38:48.466000,0.57,
11492,PROD_1424,SUPP_10023,  456  ,68,2025-09-19 09:10:11.321000,3.48,
10547,PROD_1704,SUPP_10649,44,44,2025-10-01 09:03:52.056000,2.72,
10864,PROD_2088,SUPP_10975,752,25,2025-09-12 21:57:15.302000,3.77,
10070,,SUPP_999,336,772,20251011,Variable,
10983,PROD_1004,SUPP_10203,0,121,2025-10-11 01:46:21.422000,4.72,
,  PROD_2000  ,,1000000,-8,,,
10838,PROD_1082,SUPP_10037,23,145,2025-10-06 14:22:33.288000,  3.28  ,
11229,PROD_2371,SUPP_10390,0,0,2024-05-24 13:25:14.443000,4.99,
10382,PROD_1418,SUPP_10255,37,60,  2025-09-20 12:42:23.802891  ,2.31,
10775,PROD_2368,,  0  ,0,,,
10683,PROD_2355,SUPP_10075,6,0,2025-08-04 16:59:56.873000,2.99,
10044,PROD_2158,SUPP_10037,73,29,2025-07-27 22:11:00.113000,2.08,
10244,PROD_2350,SUPP_10936,0,0,2024-10-11 22:36:41.507585,4.1,
11384,PROD_2360!,SUPP_10105,0,0,2023-11-02 14:30:47.691000,2.84,
11043,PROD_1715,SUPP_10006,218,35,  2025-09-24 19:18:02.944383  ,3.3,
11468,PROD_1039,SUPP_10661,155,174,2025-10-09 04:53:27.809000,1.78,
10165,PROD_1987,SUPP_10678,111,30,2023-05-17 21:01:20.474000,0.001,
  10386  ,PROD_2036,SUPP_10725,28,15,2025-09-23 03:52:49.359000,4.66,
10069,PROD_1844,SUPP_10613,21,37,2025-09-22 11:34:34.636000,3.84,
10475,PROD_1130,,110,70,,,
11289,PROD_2244,SUPP_10680,171,24,2025-07-27 06:09:00.996000,1.89,
10943,PROD_1066,SUPP_10209,46,101,2025-10-09 14:24:53.440000,3.07,
10270,PROD_1515,UNKNOWN,,,2025-11-06 11:32:39.771000,-4.5,
10798,PROD_2101,SUPP_10349,10,17,  2025-10-03 00:04:42.162395  ,4.08,
11040,,SUPP_10945,-10,High,2025-09-20 18:39:42.393000,0,
10595,,SUPP_999,88,26,11-10-2025,Variable,
10682,PROD_1278,SUPP_10333,171,174,2025-10-09 01:46:12.735000,1.32,
10885,PROD_2320,SUPP_10254,10,21,2025-07-29 21:17:38.183000,4.45,
10558,PROD_1979,SUPP_10105,249,15,2025-07-24 17:49:08.822000,4.32,
10865,PROD_1328,SUPP_10614,90,29,2025-10-03 00:24:41.688000,0.84,
10823,PROD_2486,SUPP_10663,0,0,2025-02-06 10:29:34.937000,0.97,
10078,PROD_1221,  SUPP_10519  &,44,83,2025-10-07 06:37:15.421000,3.03,
10020,PROD_2369,SUPP_10197,0,0,2025-04-16 14:14:11.956028,0.44,
10818,PROD_1537,SUPP_10744,29,83,2025-09-29 08:26:12.679000,0.66,
10424,PROD_2061,SUPP_10359,800,10,2025-07-22 07:32:40.037000,3.72,
11074,PROD_1020,SUPP_10277,211,146,2025-10-09 00:16:05.364000,3.85,
10057,PROD_1698,SUPP_10937,20,58,2025-10-02 14:49:12.558000,3.28,
10911,PROD_2188,SUPP_10531,149,29,2025-08-31 03:38:08.953000,2.49,
10577,PROD_1611,SUPP_10128,337,78,  2025-09-15 02:39:55.858159  ,4.21,
10408,PROD_1441,SUPP_10444,2,39,2025-10-01 14:22:00.383000,4.52,
11456,PROD_1594,SUPP_10779,55,40,2025-10-03 22:51:08.141000,3.5,
10615,PROD_1843,SUPP_10343,423,29,2025-10-03 03:05:22.521000,3.56,
10711,  PROD_2489  ,SUPP_10029,0,0,2024-10-10 02:22:29.242000,3.45,
11013,PROD_2487,SUPP_10804,0,0,2024-12-29 14:10:39.522000,2.5,
11283,PROD_1331,SUPP_10157,53,95,2025-10-02 03:43:51.480000,3.1,
10687,  PROD_1321  ,SUPP_10663,64,75,2025-09-25 21:43:47.548000,4.46,
10177,PROD_2471,SUPP_10746,  0  ,0,2024-08-31 14:37:02.123000,1.13,
  10322  ,PROD_1541,SUPP_10973,463,  97  ,2025-09-30 08:25:30.156000,0.74,
11151,  PROD_1036  ,SUPP_10008,5,85,2025-10-08 20:58:26.765000,2.8,
11296,PROD_2200,SUPP_10210,  360  ,17,2025-08-24 08:40:46.913000,0.49,
10753,PROD_1135,SUPP_10192,31,125,2025-10-06 09:34:17.717000,3.05,
10417,PROD_2251,SUPP_10683,89,26,2025-10-10 16:55:28.680199,3.16,
11253,PROD_1735,SUPP_10372,58,27,2025-09-20 04:08:41.557000,  4.33  ,
10456,PROD_1048,supp_10621,126,69,2025-10-06 14:49:20.694000,3.39,
10213,  PROD_1744  ,SUPP_10516,412,55,2025-10-05 16:36:40.250000,2.05,
10888,PROD_2430,SUPP_10444,0,0,2024-09-05 02:53:45.579000,4.26,
11440,PROD_9999,INVALID,,,2025-10-22 16:42:32.615000,-4.09,
11119,PROD_1099,SUPP_10900,105,137,2025-10-05 02:12:29.980000,4.67,
10732,PROD_1765,SUPP_10706,74,44,2025-09-14 05:43:30.709000,4.1,
11396,PROD_1593,SUPP_10993,73,50,2025-10-01 10:06:06.720000,4.08,
10071,PROD_1231,supp_10249,7,136,  2025-10-07 10:48:53.178869  ,1.19,
10871,PROD_1084,SUPP_10841,29,124,  2025-10-05 19:57:42.512358  ,4.34,
10108,PROD_1623,SUPP_10328,  10  ,88,2025-10-05 10:18:36.065000,3.72,
11420,PROD_1308,SUPP_10114,51,41,2025-09-18 22:47:39.797000,2.07,
11124,PROD_2207,SUPP_10573,51,13,2025-09-19 23:40:03.051000,0.8,
10053,PROD_1893,SUPP_10706,9,81,2025-10-08 08:53:48.469000,0.62,
10667,PROD_1834,SUPP_10882,314,88,2025-10-02 10:16:03.942000,0.69,
10842,PROD_2203,SUPP_10957,505,8,2025-08-29 18:30:28.111000,4.49,
10998,PROD_2494,supp_10515,  0  ,0,2025-08-07 01:15:19.784380,0.97,
10176,PROD_1292,SUPP_10181,990,131,2025-10-08 00:43:45.946000,4.61,
11175,PROD_1456,,2,69,,,
11105,,SUPP_10094,78,49,2025-10-07 19:07:55.959000,0,
10698,PROD_2359,SUPP_10957,1,0,2024-03-25 19:03:41.178000,4.9,
10918,PROD_1802,SUPP_10889,0,63,2025-09-18 23:26:44.811000,2.45,
11043,PROD_1715,SUPP_10006,218,35,2025-09-24 19:18:02.944000,3.3,
10869,PROD_2083,SUPP_10510,183,21,2025-08-03 14:54:37.770000,3.27,
10717,PROD_1713,SUPP_10764,67,50,2025-09-24 18:32:19.575000,1.67,
,,,-74,Low,,,
11242,PROD_1439,SUPP_10325,8,60,2025-09-24 10:16:20.324000,4.27,
11338,PROD_1091,SUPP_10712,75,75,2025-10-11 17:39:33.118000,1.11,
10702,PROD_1391,  SUPP_10794  ,476,39,2025-09-16 22:32:18.055000,2.86,
10642,PROD_1216,SUPP_10317,35,155,2025-10-06 01:12:43.832000,1.21,
11017,PROD_2067,  SUPP_10591  ,0,9,2025-07-31 01:53:56.244000,3.71,
11393,PROD_1855,SUPP_10200,203,31,2025-10-06 22:54:01.050000,2.94,
10485,PROD_1488,SUPP_10668,32,68,2025-09-25 21:13:39.837000,1.45,
10784,PROD_1966,SUPP_10650,61,15,2025-08-17 21:58:21.526000,1.82,
10102,PROD_2035,SUPP_10835,540,23,2025-08-22 05:13:40.550000,1.61,
10561,PROD_2386,SUPP_10248,0,0,2024-06-13 05:31:16.425000,4.86,
10606,  PROD_1944  ,SUPP_10300,449,12,2025-08-30 15:23:45.502000,2.33,
10836,PROD_1189,SUPP_10361,759,72,2025-10-11 07:21:20.380000,4.96,
11137,PROD_1356,SUPP_10219,19,22,2025-09-19 14:13:26.235000,2.96,
  10437  ,PROD_1940,SUPP_10630,20,30,2025-08-24 11:12:46.292000,4.56,
10926,PROD_2252,SUPP_10625,  385  ,23,2025-07-31 21:03:54.961000,2.25,
10909,PROD_1627,SUPP_10808,49,93,2025-09-28 04:22:59.773000,4.68,
