order_ref,customer_ref,order_status,order_subtotal,tax_total,shipping_fee,discount_total,grand_total,currency_code,purchase_date,shipment_date,delivery_date,device_category,coupon_code,record_created,shipping_method,customer_ip,marketing_channel,payment_method,item_count,refund_amount
7888,5373,Processing,226.94,16.7,29.87,29.48,273.51,USD,2025-03-04T21:21:18Z,,,Desktop,WELCOME15,2025-03-04T21:21:18Z,Express,104.51.137.240,Direct,Credit Card,12,0.0
7889,5374,Delivered,1111.9,96.33,15.17,35.26,1223.4,USD,2024-07-12T11:01:18Z,2024-07-15T11:01:18Z,2024-07-18T11:01:18Z,Mobile,NEWUSER25,2024-07-12T11:01:18Z,2-Day,170.118.79.11,Paid Search,Credit Card,6,0.0
7890,5374,Processing,172.44,87.86,0.0,818.4,260.3,USD,2025-07-06T08:09:22Z,,,Mobile,,2025-07-06T08:09:22Z,Free Shipping,222.95.25.254,Organic Search,Apple Pay,4,0.0
7891,5375,Delivered,10984.34,800.28,0.0,5.74,11784.62,USD,2025-10-10T18:20:33Z,2025-10-12T18:20:33Z,2025-10-17T18:20:33Z,Desktop,SAVE20,2025-10-10T18:20:33Z,Free Shipping,189.7.170.27,Organic Search,Credit Card,17,0.0
7892,5375,Shipped,3267.84,344.67,0.0,14.31,3612.51,USD,2023-08-04T18:00:50Z,2023-08-06T18:00:50Z,,Mobile,FREESHIP,2023-08-04T18:00:50Z,Free Shipping,58.205.222.209,Email,Gift Card,18,0.0
7893,5375,Delivered,271.64,22.02,6.41,58.58,300.07,USD,2025-08-15T09:44:31Z,2025-08-17T09:44:31Z,2025-08-22T09:44:31Z,Mobile,NEWUSER25,2025-08-15T09:44:31Z,Standard,6.72.225.78,Social Media,PayPal,2,0.0
7894,5375,Returned,260.32,25.27,23.63,18.24,309.22,USD,2025-10-10T19:25:36Z,2025-10-13T19:25:36Z,2025-10-20T19:25:36Z,Desktop,SAVE10,2025-10-10T19:25:36Z,2-Day,42.202.115.50,Organic Search,Credit Card,5,299.72
7895,5375,Cancelled,3108.01,209.03,9.35,66.35,3326.39,USD,2023-08-04T18:08:38Z,,,Mobile,NEWUSER25,2023-08-04T18:08:38Z,Standard,21.55.219.109,Email,Credit Card,11,3326.39
7896,5377,Processing,1344.31,375.07,26.73,3784.57,1746.11,USD,2024-09-30T15:21:03Z,,,Desktop,SAVE10,2024-09-30T15:21:03Z,Express,180.197.229.20,Direct,Credit Card,11,0.0
7897,5377,Shipped,3041.5,242.64,21.87,662.51,3306.01,USD,2024-09-30T17:20:03Z,2024-10-01T17:20:03Z,,Desktop,SAVE20,2024-09-30T17:20:03Z,2-Day,116.226.97.135,Direct,Credit Card,9,0.0
7898,5378,Delivered,2123.91,153.89,8.47,28.77,2286.27,USD,2025-12-24T05:20:25Z,2025-12-25T00:00:00Z,2025-12-25T00:00:00Z,Mobile,NEWUSER25,2025-12-24T05:20:25Z,Standard,63.219.248.246,Organic Search,PayPal,8,0.0
7899,5378,Delivered,3772.62,306.49,24.53,775.36,4103.64,USD,2025-12-17T00:37:34Z,2025-12-18T00:37:34Z,2025-12-25T00:00:00Z,Desktop,CLEARANCE40,2025-12-17T00:37:34Z,Express,177.107.254.26,Display Ads,Credit Card,7,0.0
7900,5379,Processing,2266.22,161.93,26.13,250.68,2454.28,USD,2020-12-15T21:08:38Z,,,Tablet,SAVE10,2020-12-15T21:08:38Z,Express,137.13.75.204,Organic Search,Gift Card,6,0.0
7901,5379,Delivered,4738.49,390.7,19.11,100.83,5148.3,USD,2020-12-15T23:07:59Z,2020-12-16T23:07:59Z,2020-12-20T23:07:59Z,Tablet,WELCOME15,2020-12-15T23:07:59Z,Priority,120.128.63.56,Organic Search,Gift Card,7,0.0
7902,5379,Delivered,9206.41,699.41,7.42,9.37,9913.24,USD,2020-12-15T23:07:41Z,2020-12-16T23:07:41Z,2020-12-22T23:07:41Z,Tablet,SAVE20,2020-12-15T23:07:41Z,Standard,157.14.236.116,Organic Search,Apple Pay,14,0.0
7903,5380,Delivered,2801.06,235.45,17.56,210.51,3054.07,USD,2024-12-02T23:06:32Z,2024-12-04T23:06:32Z,2024-12-09T23:06:32Z,Mobile,WELCOME15,2024-12-02T23:06:32Z,2-Day,27.34.183.141,Display Ads,PayPal,10,0.0
7904,5380,Cancelled,1340.98,144.37,8.51,89.7,1493.86,USD,2024-03-28T06:40:50Z,,,Desktop,NEWUSER25,2024-03-28T06:40:50Z,Standard,49.203.240.110,Direct,Credit Card,4,1493.86
7905,5381,Delivered,6451.44,626.47,15.36,607.27,7093.27,USD,2018-07-02T16:22:26Z,2018-07-02T16:22:26Z,2018-07-04T16:22:26Z,Tablet,NEWUSER25,2018-07-02T16:22:26Z,2-Day,135.207.103.98,Organic Search,Credit Card,26,0.0
7906,5381,Delivered,979.94,96.44,16.33,0.0,1092.71,USD,2020-06-28T04:03:31Z,2020-06-30T04:03:31Z,2020-07-05T04:03:31Z,Desktop,,2020-06-28T04:03:31Z,2-Day,27.76.241.243,Direct,Credit Card,2,0.0
7907,5383,Delivered,5945.29,573.46,0.0,575.47,6518.75,USD,2025-12-21T12:35:00Z,2025-12-21T12:35:00Z,2025-12-25T00:00:00Z,Desktop,FREESHIP,2025-12-21T12:35:00Z,Free Shipping,61.156.53.250,Organic Search,Gift Card,19,0.0
7908,5383,Shipped,4120.36,341.22,8.68,122.26,4470.26,USD,2025-04-14T21:07:55Z,2025-04-17T21:07:55Z,,Desktop,WELCOME15,2025-04-14T21:07:55Z,Standard,82.94.144.53,Email,Apple Pay,17,0.0
7909,5384,Delivered,4770.12,420.69,6.12,0.0,5196.93,USD,2025-11-02T12:01:49Z,2025-11-03T12:01:49Z,2025-11-08T12:01:49Z,Mobile,,2025-11-02T12:01:49Z,Standard,114.50.107.240,Direct,Credit Card,4,0.0
7910,5385,Delivered,465.87,39.74,0.0,0.0,505.61,USD,2024-12-20T00:45:15Z,2024-12-20T00:45:15Z,2024-12-27T00:45:15Z,Desktop,FREESHIP,2024-12-20T00:45:15Z,Free Shipping,67.33.6.118,Organic Search,PayPal,5,0.0
7911,5386,Delivered,1153.35,119.89,127.55,0.0,1400.79,USD,2023-04-29T00:25:55Z,2023-05-02T00:25:55Z,2023-05-09T00:25:55Z,Mobile,,2023-04-29T00:25:55Z,White Glove,23.116.184.154,Paid Search,Credit Card,2,0.0
7912,5386,Shipped,6486.8,607.83,27.49,33.95,7122.12,USD,2019-07-17T15:46:03Z,2019-07-19T15:46:03Z,,Mobile,SAVE20,2019-07-17T15:46:03Z,Express,33.252.95.198,Social Media,Cash on Delivery,13,0.0
7913,5386,Cancelled,3567.01,319.6,0.0,1521.77,3886.61,USD,2025-05-20T08:13:25Z,,,Mobile,FREESHIP,2025-05-20T08:13:25Z,Free Shipping,193.60.69.142,Organic Search,PayPal,11,3886.61
7914,5387,Delivered,4637.81,459.41,0.0,0.0,5097.22,USD,2024-06-18T00:57:27Z,2024-06-21T00:57:27Z,2024-06-23T00:57:27Z,Desktop,,2024-06-18T00:57:27Z,Free Shipping,72.157.231.20,Referral,Apple Pay,13,0.0
7915,5387,Delivered,1739.01,165.81,0.0,0.0,1904.82,USD,2024-09-16T14:57:15Z,2024-09-16T14:57:15Z,2024-09-22T14:57:15Z,Desktop,,2024-09-16T14:57:15Z,Free Shipping,124.139.171.194,Email,Cash on Delivery,4,0.0
7916,5389,Pending,4487.69,406.91,0.0,253.78,4894.6,USD,2022-04-03T08:40:39Z,,,Desktop,WELCOME15,2022-04-03T08:40:39Z,Free Shipping,191.6.87.74,Organic Search,Credit Card,12,0.0
7917,5390,Processing,1404.47,143.72,22.31,202.94,1570.5,USD,2025-07-29T11:31:49Z,,,Tablet,SAVE20,2025-07-29T11:31:49Z,Express,145.218.130.136,Social Media,PayPal,13,0.0
7918,5391,Delivered,2069.43,164.12,19.94,43.1,2253.49,USD,2024-02-09T00:50:27Z,2024-02-10T00:50:27Z,2024-02-15T00:50:27Z,Mobile,SAVE10,2024-02-09T00:50:27Z,2-Day,9.79.12.44,Referral,Gift Card,5,0.0
7919,5392,Delivered,774.17,223.93,6.35,1940.54,1004.45,USD,2020-04-15T11:45:37Z,2020-04-17T11:45:37Z,2020-04-19T11:45:37Z,Mobile,SAVE10,2020-04-15T11:45:37Z,Standard,184.108.114.212,Social Media,PayPal,7,0.0
7920,5393,Delivered,282.42,29.66,8.72,0.0,320.8,USD,2020-05-10T21:44:07Z,2020-05-11T21:44:07Z,2020-05-14T21:44:07Z,Mobile,,2020-05-10T21:44:07Z,Standard,2.250.237.192,Paid Search,Gift Card,2,0.0
7921,5393,Delivered,7046.78,626.8,29.4,465.42,7702.98,USD,2020-05-10T19:51:00Z,2020-05-11T19:51:00Z,2020-05-13T19:51:00Z,Mobile,SAVE20,2020-05-10T19:51:00Z,Express,188.192.224.69,Paid Search,Credit Card,10,0.0
7922,5394,Returned,5185.8,470.02,0.0,0.0,5655.82,USD,2025-01-10T13:41:02Z,2025-01-10T13:41:02Z,2025-01-16T13:41:02Z,Tablet,FREESHIP,2025-01-10T13:41:02Z,Free Shipping,24.56.222.254,Paid Search,Apple Pay,11,5596.94
7923,5394,Pending,10416.1,665.48,0.0,0.0,11081.58,USD,2025-01-10T13:38:52Z,,,Tablet,FREESHIP,2025-01-10T13:38:52Z,Free Shipping,57.184.201.65,Paid Search,Credit Card,18,0.0
7924,5394,Shipped,9432.27,799.43,17.91,1134.91,10249.61,USD,2025-01-10T16:34:01Z,2025-01-11T16:34:01Z,,Tablet,NEWUSER25,2025-01-10T16:34:01Z,Priority,181.178.10.16,Paid Search,Apple Pay,17,0.0
7925,5395,Cancelled,370.82,37.74,16.05,0.0,424.61,USD,2024-08-06T14:58:04Z,,,Mobile,,2024-08-06T14:58:04Z,Priority,96.248.222.238,Paid Search,Credit Card,4,424.61
7926,5395,Delivered,4690.26,459.94,20.45,1738.46,5170.65,USD,2020-07-17T20:10:40Z,2020-07-18T20:10:40Z,2020-07-25T20:10:40Z,Mobile,CLEARANCE40,2020-07-17T20:10:40Z,Express,97.19.70.137,Direct,Credit Card,11,0.0
7927,5395,Delivered,6653.06,627.45,7.36,733.07,7287.87,USD,2022-08-23T18:04:03Z,2022-08-23T18:04:03Z,2022-08-30T18:04:03Z,Mobile,WELCOME15,2022-08-23T18:04:03Z,Standard,60.175.22.145,Email,Credit Card,11,0.0
7928,5396,Delivered,223.02,21.34,7.16,0.0,251.52,USD,2025-12-13T10:44:33Z,2025-12-16T10:44:33Z,2025-12-18T10:44:33Z,Mobile,,2025-12-13T10:44:33Z,Standard,144.166.12.143,Direct,PayPal,6,0.0
7929,5398,Delivered,4242.1,394.9,8.92,0.0,4645.92,USD,2022-09-15T13:05:28Z,2022-09-16T13:05:28Z,2022-09-20T13:05:28Z,Desktop,,2022-09-15T13:05:28Z,Standard,77.71.161.144,Paid Search,Cash on Delivery,12,0.0
7930,5400,Delivered,4291.27,459.48,8.98,73.27,4759.73,USD,2025-04-05T23:17:28Z,2025-04-06T23:17:28Z,2025-04-10T23:17:28Z,Mobile,SAVE20,2025-04-05T23:17:28Z,Standard,77.82.69.69,Paid Search,Credit Card,6,0.0
7931,5400,Returned,4486.4,429.04,0.0,453.2,4915.44,USD,2021-09-04T02:42:07Z,2021-09-05T02:42:07Z,2021-09-11T02:42:07Z,Mobile,FREESHIP,2021-09-04T02:42:07Z,Free Shipping,38.237.16.235,Direct,Credit Card,13,4298.99
7932,5401,Processing,7135.05,583.14,9.76,1497.4,7727.95,USD,2022-11-13T07:52:57Z,,,Mobile,CLEARANCE40,2022-11-13T07:52:57Z,Standard,132.133.68.94,Social Media,PayPal,22,0.0
7933,5402,Shipped,19370.04,2080.22,17.29,190.12,21467.55,USD,2023-05-17T00:58:36Z,2023-05-18T00:58:36Z,,Desktop,SAVE20,2023-05-17T00:58:36Z,2-Day,200.238.248.31,Direct,Credit Card,26,0.0
7934,5402,Delivered,455.66,32.86,28.58,144.43,517.1,USD,2023-01-10T08:37:55Z,2023-01-12T08:37:55Z,2023-01-18T08:37:55Z,Desktop,CLEARANCE40,2023-01-10T08:37:55Z,Express,72.239.142.146,Direct,Credit Card,4,0.0
7935,5403,Returned,5215.04,478.32,8.26,91.33,5701.62,USD,2025-10-24T18:56:49Z,2025-10-26T18:56:49Z,2025-11-01T18:56:49Z,Desktop,NEWUSER25,2025-10-24T18:56:49Z,Standard,126.170.184.7,Organic Search,Credit Card,18,5023.61
7936,5403,Shipped,7350.31,686.75,0.0,889.29,8037.06,USD,2024-05-15T22:27:23Z,2024-05-16T22:27:23Z,,Desktop,FREESHIP,2024-05-15T22:27:23Z,Free Shipping,18.185.211.237,Social Media,PayPal,15,0.0
7937,5403,Delivered,269.61,25.59,14.77,0.0,309.97,USD,2025-10-24T17:04:16Z,2025-10-24T17:04:16Z,2025-10-27T17:04:16Z,Desktop,,2025-10-24T17:04:16Z,Priority,176.67.240.64,Organic Search,Apple Pay,8,0.0
7938,5403,Processing,268.64,21.26,20.08,54.54,309.98,USD,2025-11-11T23:42:19Z,,,Desktop,CLEARANCE40,2025-11-11T23:42:19Z,2-Day,188.235.86.184,Email,Apple Pay,5,0.0
7939,5405,Delivered,11661.51,717.12,15.11,1326.71,12393.74,USD,2025-04-01T14:13:58Z,2025-04-02T14:13:58Z,2025-04-08T14:13:58Z,Mobile,WELCOME15,2025-04-01T14:13:58Z,2-Day,219.142.17.225,Social Media,Credit Card,18,0.0
7940,5406,Delivered,4688.19,326.74,0.0,892.23,5014.93,USD,2016-07-30T00:41:45Z,2016-08-01T00:41:45Z,2016-08-08T00:41:45Z,Desktop,FREESHIP,2016-07-30T00:41:45Z,Free Shipping,122.228.227.175,Organic Search,PayPal,12,0.0
7941,5406,Delivered,6179.69,572.52,15.6,1679.24,6767.81,USD,2016-07-30T02:50:20Z,2016-07-30T02:50:20Z,2016-08-05T02:50:20Z,Desktop,NEWUSER25,2016-07-30T02:50:20Z,2-Day,106.122.121.91,Organic Search,Credit Card,17,0.0
7942,5407,Cancelled,890.8,81.66,0.0,14.29,972.46,USD,2022-06-27T02:38:58Z,,,Desktop,FREESHIP,2022-06-27T02:38:58Z,Free Shipping,34.156.214.123,Organic Search,PayPal,11,972.46
7943,5408,Shipped,2660.12,224.89,6.39,15.91,2891.4,USD,2024-09-05T05:41:20Z,2024-09-06T05:41:20Z,,Desktop,WELCOME15,2024-09-05T05:41:20Z,Standard,217.189.166.149,Organic Search,PayPal,16,0.0
7944,5409,Shipped,2273.87,134.76,22.4,14.71,2431.03,USD,2023-06-23T22:03:56Z,2023-06-24T22:03:56Z,,Tablet,SAVE10,2023-06-23T22:03:56Z,2-Day,6.142.43.120,Paid Search,Apple Pay,10,0.0
7945,5412,Pending,1387.66,135.84,18.45,269.23,1541.95,USD,2022-05-06T15:59:07Z,,,Mobile,SAVE10,2022-05-06T15:59:07Z,Priority,213.26.82.175,Referral,Credit Card,12,0.0
7946,5412,Shipped,3652.31,283.42,13.12,54.22,3948.85,USD,2024-11-09T18:10:44Z,2024-11-10T18:10:44Z,,Desktop,SAVE10,2024-11-09T18:10:44Z,Priority,177.132.149.167,Organic Search,PayPal,9,0.0
7947,5413,Returned,4073.89,253.28,0.0,220.81,4327.17,USD,2025-03-17T04:22:52Z,2025-03-19T04:22:52Z,2025-03-22T04:22:52Z,Desktop,SAVE10,2025-03-17T04:22:52Z,Free Shipping,42.160.3.143,Social Media,Credit Card,21,3844.82
7948,5414,Delivered,1680.43,192.15,6.67,0.0,1879.25,USD,2025-12-06T00:31:48Z,2025-12-09T00:31:48Z,2025-12-11T00:31:48Z,Desktop,,2025-12-06T00:31:48Z,Standard,67.110.196.100,Social Media,PayPal,3,0.0
7949,5415,Cancelled,107.28,10.66,9.01,26.82,126.95,USD,2022-12-06T14:21:28Z,,,Desktop,SAVE20,2022-12-06T14:21:28Z,Standard,65.149.235.98,Direct,PayPal,2,126.95
7950,5415,Delivered,3880.29,249.42,6.09,0.0,4135.8,USD,2024-03-05T23:13:18Z,2024-03-06T23:13:18Z,2024-03-08T23:13:18Z,Tablet,,2024-03-05T23:13:18Z,Standard,101.178.222.4,Organic Search,Credit Card,7,0.0
7951,5416,Delivered,9945.9,1024.63,104.95,1772.82,11075.48,USD,2022-09-08T21:58:11Z,2022-09-11T21:58:11Z,2022-09-15T21:58:11Z,Desktop,CLEARANCE40,2022-09-08T21:58:11Z,White Glove,86.12.178.228,Referral,PayPal,30,0.0
7952,5416,Processing,5587.35,463.44,6.88,1252.71,6057.67,USD,2023-08-08T19:02:34Z,,,Mobile,NEWUSER25,2023-08-08T19:02:34Z,Standard,157.200.94.184,Email,Apple Pay,12,0.0
7953,5418,Shipped,6248.65,524.56,15.71,262.2,6788.92,USD,2019-10-21T08:11:26Z,2019-10-24T08:11:26Z,,Mobile,NEWUSER25,2019-10-21T08:11:26Z,Priority,189.248.95.236,Display Ads,Credit Card,19,0.0
7954,5418,Delivered,7640.76,617.21,8.43,2326.08,8266.4,USD,2021-03-20T21:16:42Z,2021-03-21T21:16:42Z,2021-03-26T21:16:42Z,Mobile,CLEARANCE40,2021-03-20T21:16:42Z,Standard,169.200.125.148,Direct,PayPal,16,0.0
7955,5419,Shipped,6909.47,670.28,0.0,386.32,7579.75,USD,2024-08-09T05:41:47Z,2024-08-10T05:41:47Z,,Mobile,SAVE10,2024-08-09T05:41:47Z,Free Shipping,41.106.110.72,Display Ads,Cash on Delivery,12,0.0
7956,5419,Delivered,2190.92,166.32,7.4,119.83,2364.64,USD,2024-11-28T22:41:01Z,2024-12-01T22:41:01Z,2024-12-05T22:41:01Z,Tablet,NEWUSER25,2024-11-28T22:41:01Z,Standard,17.237.212.177,Email,Credit Card,18,0.0
7957,5421,Delivered,917.13,92.76,21.45,0.0,1031.34,USD,2023-07-05T20:37:17Z,2023-07-07T20:37:17Z,2023-07-12T20:37:17Z,Mobile,,2023-07-05T20:37:17Z,Express,175.230.179.101,Email,Credit Card,3,0.0
7958,5421,Delivered,2008.36,170.47,0.0,0.0,2178.83,USD,2023-04-18T04:23:38Z,2023-04-19T04:23:38Z,2023-04-23T04:23:38Z,Mobile,FREESHIP,2023-04-18T04:23:38Z,Free Shipping,33.88.47.117,Paid Search,Gift Card,15,224.3
7959,5421,Cancelled,14173.93,1504.15,15.54,616.48,15693.62,USD,2023-07-28T18:37:51Z,,,Desktop,NEWUSER25,2023-07-28T18:37:51Z,Priority,23.92.9.68,Social Media,Gift Card,20,15693.62
7960,5422,Processing,3132.97,280.91,6.9,590.28,3420.78,USD,2020-05-16T06:38:03Z,,,Mobile,WELCOME15,2020-05-16T06:38:03Z,Standard,12.32.175.67,Email,Credit Card,11,0.0
7961,5424,Processing,208.53,19.18,17.11,0.0,244.82,USD,2023-01-19T00:00:26Z,,,Desktop,,2023-01-19T00:00:26Z,Priority,3.148.26.62,Email,Apple Pay,1,0.0
7962,5425,Delivered,2317.0,186.48,7.3,51.94,2510.78,USD,2025-02-09T17:46:55Z,2025-02-10T17:46:55Z,2025-02-14T17:46:55Z,Mobile,SAVE10,2025-02-09T17:46:55Z,Standard,205.104.9.183,Social Media,Credit Card,12,0.0
7963,5428,Cancelled,2355.94,199.11,0.0,0.0,2555.05,USD,2022-11-29T09:35:22Z,,,Mobile,FREESHIP,2022-11-29T09:35:22Z,Free Shipping,219.251.21.42,Social Media,Apple Pay,15,2555.05
7964,5428,Delivered,3970.08,389.24,8.73,0.0,4368.05,USD,2020-05-05T05:27:37Z,2020-05-05T05:27:37Z,2020-05-09T05:27:37Z,Desktop,,2020-05-05T05:27:37Z,Standard,215.85.214.43,Paid Search,PayPal,6,0.0
7965,5429,Processing,3853.17,328.89,7.64,365.81,4189.7,USD,2023-05-30T19:05:39Z,,,Desktop,WELCOME15,2023-05-30T19:05:39Z,Standard,25.66.176.182,Social Media,Credit Card,10,0.0
7966,5430,Shipped,4052.32,448.27,13.25,901.83,4513.84,USD,2025-06-01T15:35:00Z,2025-06-01T15:35:00Z,,Mobile,SAVE10,2025-06-01T15:35:00Z,Priority,213.102.247.136,Organic Search,Apple Pay,8,0.0
7967,5430,Delivered,227.52,17.52,57.21,0.0,302.25,USD,2022-04-07T18:37:39Z,2022-04-08T18:37:39Z,2022-04-12T18:37:39Z,Desktop,,2022-04-07T18:37:39Z,White Glove,49.181.237.198,Social Media,Credit Card,3,0.0
7968,5430,Cancelled,3104.4,324.37,0.0,733.87,3428.77,USD,2025-06-23T04:24:38Z,,,Mobile,CLEARANCE40,2025-06-23T04:24:38Z,Free Shipping,16.97.115.185,Organic Search,Credit Card,14,3428.77
7969,5431,Delivered,1131.93,97.55,8.08,93.82,1237.56,USD,2025-05-09T22:51:33Z,2025-05-09T22:51:33Z,2025-05-11T22:51:33Z,Mobile,NEWUSER25,2025-05-09T22:51:33Z,Standard,38.50.10.17,Organic Search,Credit Card,7,0.0
7970,5433,Shipped,2545.76,247.71,21.32,38.43,2814.79,USD,2017-06-29T20:08:03Z,2017-06-29T20:08:03Z,,Tablet,WELCOME15,2017-06-29T20:08:03Z,2-Day,138.27.80.234,Organic Search,Gift Card,18,0.0
7971,5434,Processing,5354.43,530.3,7.48,1682.75,5892.21,USD,2025-12-24T06:04:02Z,,,Mobile,NEWUSER25,2025-12-24T06:04:02Z,Standard,180.8.77.28,Referral,Credit Card,10,0.0
7972,5435,Delivered,3077.72,219.47,6.73,387.49,3303.92,USD,2025-08-25T12:02:46Z,2025-08-27T12:02:46Z,2025-08-30T12:02:46Z,Desktop,SAVE20,2025-08-25T12:02:46Z,Standard,139.228.12.73,Social Media,Apple Pay,13,0.0
7973,5435,Delivered,1361.31,135.5,8.77,0.0,1505.58,USD,2025-09-25T23:03:07Z,2025-09-27T23:03:07Z,2025-10-02T23:03:07Z,Desktop,,2025-09-25T23:03:07Z,Standard,166.58.167.13,Organic Search,Credit Card,13,0.0
7974,5436,Cancelled,1242.54,113.34,74.2,204.78,1430.08,USD,2020-12-05T22:58:09Z,,,Mobile,SAVE20,2020-12-05T22:58:09Z,White Glove,31.152.187.99,Social Media,PayPal,5,1430.08
7975,5437,Delivered,5936.24,510.74,14.15,130.82,6461.13,USD,2022-01-09T08:20:41Z,2022-01-10T08:20:41Z,2022-01-17T08:20:41Z,Mobile,SAVE10,2022-01-09T08:20:41Z,Priority,136.165.129.50,Social Media,Credit Card,13,0.0
7976,5437,Shipped,474.56,51.0,0.0,0.0,525.56,USD,2021-05-16T08:16:58Z,2021-05-16T08:16:58Z,,Desktop,FREESHIP,2021-05-16T08:16:58Z,Free Shipping,3.30.62.111,Direct,Credit Card,3,0.0
7977,5437,Delivered,5301.42,344.57,0.0,558.4,5645.99,USD,2023-10-30T09:29:55Z,2023-11-01T09:29:55Z,2023-11-04T09:29:55Z,Mobile,FREESHIP,2023-10-30T09:29:55Z,Free Shipping,33.49.174.253,Direct,Gift Card,18,0.0
7978,5437,Shipped,44.22,2.24,6.76,0.0,53.22,USD,2021-05-16T10:15:45Z,2021-05-18T10:15:45Z,,Desktop,,2021-05-16T10:15:45Z,Standard,170.81.152.59,Direct,Credit Card,2,0.0
7979,5439,Shipped,3635.95,386.85,16.99,210.5,4039.79,USD,2025-10-30T13:04:10Z,2025-11-01T13:04:10Z,,Tablet,CLEARANCE40,2025-10-30T13:04:10Z,2-Day,67.28.213.127,Organic Search,PayPal,9,0.0
7980,5440,Delivered,124.52,12.72,24.3,0.0,161.54,USD,2025-10-07T06:33:25Z,2025-10-07T06:33:25Z,2025-10-13T06:33:25Z,Mobile,,2025-10-07T06:33:25Z,2-Day,179.165.108.197,Direct,Credit Card,2,0.0
7981,5440,Delivered,1566.01,85.76,29.13,1044.01,1680.9,USD,2024-05-06T00:30:16Z,2024-05-06T00:30:16Z,2024-05-13T00:30:16Z,Tablet,CLEARANCE40,2024-05-06T00:30:16Z,Express,12.90.113.111,Organic Search,Credit Card,7,0.0
7982,5441,Pending,1476.42,147.89,0.0,0.0,1624.31,USD,2025-06-24T15:37:24Z,,,Desktop,FREESHIP,2025-06-24T15:37:24Z,Free Shipping,198.20.171.158,Paid Search,Apple Pay,8,0.0
7983,5441,Delivered,2266.82,218.24,8.41,61.48,2493.47,USD,2025-05-31T16:36:53Z,2025-06-01T16:36:53Z,2025-06-08T16:36:53Z,Tablet,SAVE20,2025-05-31T16:36:53Z,Standard,79.178.131.221,Paid Search,PayPal,7,0.0
7984,5441,Delivered,2074.79,178.64,6.93,182.31,2260.36,USD,2025-11-13T05:33:08Z,2025-11-15T05:33:08Z,2025-11-19T05:33:08Z,Tablet,SAVE10,2025-11-13T05:33:08Z,Standard,111.77.92.60,Organic Search,PayPal,12,0.0
7985,5442,Delivered,7276.53,636.0,15.93,518.78,7928.46,USD,2023-12-11T22:31:35Z,2023-12-14T22:31:35Z,2023-12-16T22:31:35Z,Mobile,WELCOME15,2023-12-11T22:31:35Z,Priority,69.49.196.112,Paid Search,Apple Pay,35,0.0
7986,5442,Shipped,384.56,30.76,0.0,56.25,415.32,USD,2020-09-27T07:06:01Z,2020-09-29T07:06:01Z,,Desktop,SAVE20,2020-09-27T07:06:01Z,Free Shipping,144.33.199.74,Paid Search,Credit Card,11,0.0
7987,5442,Delivered,10102.3,790.59,6.74,19.75,10899.63,USD,2023-12-12T00:31:33Z,2023-12-15T00:31:33Z,2023-12-21T00:31:33Z,Mobile,SAVE10,2023-12-12T00:31:33Z,Standard,177.105.182.100,Paid Search,PayPal,25,0.0
7988,5442,Delivered,6983.07,722.34,29.48,271.9,7734.89,USD,2017-12-06T20:54:38Z,2017-12-09T20:54:38Z,2017-12-11T20:54:38Z,Mobile,WELCOME15,2017-12-06T20:54:38Z,Express,184.91.26.34,Organic Search,Apple Pay,16,0.0
7989,5446,Delivered,4907.74,437.15,0.0,734.82,5344.89,USD,2023-01-24T14:11:26Z,2023-01-24T14:11:26Z,2023-01-26T14:11:26Z,Mobile,SAVE20,2023-01-24T14:11:26Z,Free Shipping,171.46.217.219,Organic Search,PayPal,10,0.0
7990,5446,Delivered,8137.86,721.35,28.73,0.0,8887.94,USD,2023-12-29T20:02:32Z,2024-01-01T20:02:32Z,2024-01-08T20:02:32Z,Tablet,,2023-12-29T20:02:32Z,Express,107.69.167.145,Paid Search,Apple Pay,14,0.0
7991,5451,Delivered,4101.5,363.86,15.74,578.25,4481.1,USD,2025-10-14T10:05:53Z,2025-10-15T10:05:53Z,2025-10-21T10:05:53Z,Desktop,SAVE20,2025-10-14T10:05:53Z,2-Day,114.7.154.49,Referral,PayPal,12,0.0
7992,5454,Delivered,10293.73,1027.51,0.0,108.04,11321.24,USD,2021-09-19T13:00:52Z,2021-09-19T13:00:52Z,2021-09-25T13:00:52Z,Desktop,FREESHIP,2021-09-19T13:00:52Z,Free Shipping,160.236.11.39,Direct,Apple Pay,24,0.0
7993,5455,Processing,3103.73,241.1,0.0,0.0,3344.83,USD,2024-08-22T10:49:21Z,,,Mobile,FREESHIP,2024-08-22T10:49:21Z,Free Shipping,17.147.56.69,Social Media,Credit Card,14,0.0
7994,5456,Delivered,3396.7,378.65,9.82,20.06,3785.17,USD,2025-07-02T17:03:31Z,2025-07-02T17:03:31Z,2025-07-07T17:03:31Z,Desktop,WELCOME15,2025-07-02T17:03:31Z,Standard,162.168.66.162,Paid Search,PayPal,4,0.0
7995,5458,Delivered,4053.55,237.11,8.1,2606.66,4298.76,USD,2025-07-28T05:22:06Z,2025-07-31T05:22:06Z,2025-08-06T05:22:06Z,Desktop,CLEARANCE40,2025-07-28T05:22:06Z,Standard,2.253.97.214,Social Media,Apple Pay,6,0.0
7996,5458,Processing,2540.18,221.78,20.98,89.18,2782.94,USD,2021-07-17T22:26:27Z,,,Desktop,WELCOME15,2021-07-17T22:26:27Z,2-Day,139.43.15.57,Organic Search,Credit Card,13,0.0
