payment_ref,order_ref,payment_type,gateway_provider,payment_status,gateway_transaction_id,transaction_fee,refund_total,transaction_date,refund_processed_date,payment_amount,currency_code,record_created,customer_ip,billing_country,card_last_four,card_brand,authorization_code,risk_score,retry_attempt
6852,6852,PayPal,Braintree,Completed,bt_14774879311,121.2,0.0,2021-03-25T10:00:18Z,,6130.52,USD,2021-03-25T10:00:45Z,21.18.99.22,US,,,,2,0
6853,6853,Credit Card,Stripe,Completed,pi_96964941852247,236.0,0.0,2025-04-18T12:06:25Z,,6865.51,USD,2025-04-18T12:06:45Z,200.253.38.120,CA,6976,Visa,AUTH-344129,12,0
6854,6854,Credit Card,Stripe,Completed,pi_38293695595540,36.69,0.0,2016-12-07T00:51:04Z,,2087.81,USD,2016-12-07T00:51:24Z,79.15.84.16,US,2806,American Express,AUTH-849978,2,0
6855,6855,PayPal,Braintree,Completed,bt_98302035071,191.72,0.0,2025-05-09T06:44:57Z,,8003.82,USD,2025-05-09T06:45:20Z,15.182.31.103,US,,,,39,0
6856,6856,Credit Card,Braintree,Pending,,0.0,0.0,2024-07-07T11:46:07Z,,2625.53,USD,2024-07-07T11:46:11Z,177.45.243.132,US,9683,Discover,,29,0
6857,6857,Credit Card,Stripe,Completed,pi_34979530815327,182.26,0.0,2025-11-20T19:23:42Z,,10258.98,USD,2025-11-20T19:24:03Z,69.16.39.221,US,8957,Visa,AUTH-709881,17,0
6858,6858,Credit Card,Square,Completed,sq_41389519100533,29.12,0.0,2025-11-20T21:30:53Z,,1276.56,USD,2025-11-20T21:31:07Z,21.36.170.132,US,3201,American Express,AUTH-392976,10,1
6859,6859,Credit Card,Stripe,Completed,pi_66194678281459,47.95,0.0,2025-06-03T10:12:48Z,,2314.41,USD,2025-06-03T10:13:20Z,64.10.42.115,US,5274,American Express,AUTH-576112,63,0
6860,6860,Cash on Delivery,COD,Completed,COD006860,0.0,0.0,2021-10-20T03:27:22Z,,1786.95,USD,2021-10-20T03:28:09Z,20.241.49.181,US,,,,19,0
6861,6861,Credit Card,Authorize.net,Completed,AUTH952606648,117.11,0.0,2021-10-20T04:07:21Z,,3974.49,USD,2021-10-20T04:07:45Z,107.117.138.61,US,4869,Visa,AUTH-371482,64,0
6862,6862,Credit Card,Stripe,Pending,,0.0,0.0,2021-12-22T23:25:33Z,,1714.77,USD,2021-12-22T23:25:46Z,87.60.118.205,US,7351,Visa,,15,0
6863,6863,PayPal,Braintree,Completed,bt_83284790782,4.75,0.0,2021-10-20T04:12:03Z,,165.27,USD,2021-10-20T04:12:32Z,159.102.74.100,US,,,,76,0
6864,6864,Credit Card,Square,Completed,sq_80143653399529,50.24,0.0,2024-07-27T18:03:09Z,,1830.04,USD,2024-07-27T18:03:21Z,76.187.75.143,US,1862,Discover,AUTH-231513,20,1
6865,6865,Credit Card,Square,Partially Refunded,sq_77497488148867,162.5,7264.24,2024-10-25T13:50:37Z,2024-10-26T13:50:37Z,8050.27,USD,2024-10-25T13:50:58Z,54.171.226.124,US,8107,JCB,,27,0
6866,6866,PayPal,Braintree,Completed,bt_27648512602,121.95,0.0,2021-09-14T02:38:28Z,,3869.68,USD,2021-09-14T02:38:34Z,85.155.167.50,US,,,,23,0
6867,6867,Credit Card,Square,Completed,sq_66327043558118,14.47,0.0,2015-08-17T09:05:23Z,,890.89,USD,2015-08-17T09:05:30Z,105.81.206.194,US,5334,MasterCard,AUTH-611628,6,1
6868,6868,Credit Card,Braintree,Pending,,0.0,0.0,2024-08-11T23:42:09Z,,5239.26,USD,2024-08-11T23:42:36Z,144.47.113.185,US,8764,Discover,,52,0
6869,6869,Credit Card,Adyen,Pending,,0.0,0.0,2022-09-10T05:28:10Z,,6360.52,USD,2022-09-10T05:28:46Z,158.16.152.163,US,8903,Visa,,54,0
6870,6870,PayPal,Braintree,Refunded,bt_99090936646,26.62,1364.84,2021-05-30T06:36:36Z,2021-06-04T06:36:36Z,1364.84,USD,2021-05-30T06:36:51Z,177.164.167.197,US,,,,21,0
6871,6871,Credit Card,Stripe,Completed,pi_87380409927384,223.31,0.0,2023-10-04T01:01:52Z,,7582.14,USD,2023-10-04T01:02:15Z,5.225.113.203,US,4239,Visa,AUTH-265658,37,0
6872,6872,PayPal,Braintree,Refunded,bt_87964057539,90.2,2825.15,2017-04-17T14:33:07Z,2017-04-23T14:33:07Z,2825.15,USD,2017-04-17T14:34:01Z,175.165.166.90,CA,,,,16,0
6873,6873,Cash on Delivery,COD,Completed,COD006873,0.0,0.0,2021-10-05T19:55:11Z,,325.75,USD,2021-10-05T19:55:16Z,79.54.198.5,US,,,,10,0
6874,6874,Credit Card,Square,Completed,sq_77443102625692,174.11,0.0,2025-10-01T02:07:53Z,,7840.14,USD,2025-10-01T02:07:56Z,100.140.177.90,US,2200,MasterCard,AUTH-489959,38,0
6875,6875,Gift Card,Square,Completed,sq_69407963984200,0.0,0.0,2022-07-12T03:22:07Z,,20299.87,USD,2022-07-12T03:22:55Z,172.104.86.96,CA,,,,23,1
6876,6876,Credit Card,Authorize.net,Completed,AUTH584866029,142.75,0.0,2022-07-12T01:25:11Z,,5621.14,USD,2022-07-12T01:25:20Z,22.245.236.11,CA,7183,Discover,AUTH-908108,53,0
6877,6877,Credit Card,Stripe,Pending,,0.0,0.0,2022-05-21T10:54:34Z,,8025.28,USD,2022-05-21T10:54:47Z,177.3.173.210,US,4764,Visa,,7,0
6878,6878,Credit Card,Adyen,Completed,ADY1430565354879,63.25,0.0,2025-08-18T13:58:12Z,,2595.42,USD,2025-08-18T13:58:59Z,134.154.119.130,CA,9543,Visa,AUTH-580034,8,0
6879,6879,PayPal,PayPal,Completed,PAY-82504426751,260.78,0.0,2016-05-08T21:10:46Z,,7601.66,USD,2016-05-08T21:11:23Z,184.69.68.159,US,,,,26,0
6880,6880,Credit Card,Stripe,Completed,pi_33503041145821,87.62,0.0,2020-11-12T04:05:03Z,,4098.44,USD,2020-11-12T04:05:09Z,25.102.112.245,US,3239,MasterCard,AUTH-977565,5,0
6881,6881,Gift Card,Square,Completed,sq_90154852304665,0.0,0.0,2022-08-09T07:49:48Z,,4411.24,USD,2022-08-09T07:50:37Z,172.127.184.17,US,,,,55,0
6882,6882,Credit Card,Stripe,Completed,pi_16166526923232,280.29,0.0,2019-03-15T08:50:15Z,,8082.56,USD,2019-03-15T08:50:49Z,165.22.135.136,US,6597,Visa,AUTH-390256,33,0
6883,6883,Credit Card,Stripe,Completed,pi_28071293482286,69.1,0.0,2025-08-21T09:59:55Z,,4285.84,USD,2025-08-21T10:00:02Z,69.144.31.197,US,9378,MasterCard,AUTH-154982,31,0
6884,6884,Apple Pay,Square,Completed,sq_63550712108616,29.59,0.0,2025-08-24T10:45:52Z,,1198.9,USD,2025-08-24T10:46:08Z,80.161.138.85,US,,,,37,0
6885,6885,Credit Card,Square,Completed,sq_12515783824494,124.9,0.0,2025-08-21T08:18:16Z,,3926.35,USD,2025-08-21T08:18:31Z,163.48.252.109,US,8315,MasterCard,AUTH-958197,57,0
6886,6886,PayPal,Braintree,Pending,,0.0,0.0,2024-09-07T20:01:53Z,,703.57,USD,2024-09-07T20:02:09Z,4.44.104.199,US,,,,3,0
6887,6887,PayPal,PayPal,Completed,PAY-94046749455,124.51,0.0,2025-11-23T21:42:10Z,,4120.5,USD,2025-11-23T21:42:37Z,153.64.137.25,US,,,,37,0
6888,6888,Credit Card,Authorize.net,Completed,AUTH420945535,140.98,0.0,2021-09-12T13:15:59Z,,5291.64,USD,2021-09-12T13:16:39Z,31.50.32.134,US,1931,Visa,AUTH-370267,19,0
6889,6889,Apple Pay,Braintree,Completed,bt_85830094361,200.19,0.0,2021-09-12T14:15:53Z,,6427.3,USD,2021-09-12T14:16:26Z,52.102.200.31,US,,,,7,0
6890,6890,Credit Card,Stripe,Completed,pi_44406093063306,13.63,0.0,2021-09-12T10:25:08Z,,612.63,USD,2021-09-12T10:25:36Z,125.53.63.120,US,8108,Visa,AUTH-731965,38,0
6891,6891,Apple Pay,Adyen,Pending,,0.0,0.0,2025-09-15T21:16:35Z,,8162.4,USD,2025-09-15T21:17:13Z,188.106.210.210,US,,,,18,0
6892,6892,PayPal,Braintree,Refunded,bt_38461335696,64.19,2141.14,2025-03-16T15:15:19Z,2025-03-28T15:15:19Z,2141.14,USD,2025-03-16T15:15:29Z,211.177.63.175,US,,,,56,0
6893,6893,PayPal,Braintree,Pending,,0.0,0.0,2022-11-11T19:03:13Z,,3419.24,USD,2022-11-11T19:04:00Z,128.241.102.95,US,,,,17,0
6894,6894,Gift Card,Square,Completed,sq_38106877116548,0.0,0.0,2024-01-22T14:38:43Z,,2819.23,USD,2024-01-22T14:39:02Z,43.3.27.164,US,,,,19,2
6895,6895,Credit Card,Braintree,Refunded,bt_10954986695,86.09,2629.0,2025-07-21T23:57:49Z,2025-07-22T23:57:49Z,2629.0,USD,2025-07-21T23:58:02Z,9.87.250.43,US,1391,JCB,,0,0
6896,6896,Credit Card,Adyen,Partially Refunded,ADY9533027702296,51.1,2058.96,2023-02-28T08:00:20Z,2023-03-11T08:00:20Z,2210.51,USD,2023-02-28T08:01:03Z,175.53.220.251,US,3662,MasterCard,,39,0
6897,6897,Credit Card,Braintree,Completed,bt_87324928987,16.72,0.0,2023-07-06T07:11:46Z,,909.45,USD,2023-07-06T07:12:41Z,150.63.10.167,US,3397,Visa,AUTH-708644,20,2
6898,6898,Apple Pay,Stripe,Completed,pi_39929642752097,20.59,0.0,2025-07-13T06:18:01Z,,1151.68,USD,2025-07-13T06:18:28Z,48.20.114.252,US,,,,19,0
6899,6899,Credit Card,Square,Completed,sq_26306911995702,278.17,0.0,2024-05-05T00:46:06Z,,11576.94,USD,2024-05-05T00:46:55Z,146.210.80.246,US,2856,American Express,AUTH-367843,26,0
6900,6900,Gift Card,Square,Pending,,0.0,0.0,2024-05-04T22:23:33Z,,12681.79,USD,2024-05-04T22:23:45Z,5.160.169.35,US,,,,13,0
6901,6901,Credit Card,Stripe,Completed,pi_56010548426081,101.72,0.0,2025-05-16T10:45:53Z,,5916.85,USD,2025-05-16T10:45:54Z,125.58.240.136,US,1218,Visa,AUTH-488900,39,0
6902,6902,Gift Card,Square,Refunded,sq_50308102730550,0.0,5048.68,2024-11-26T02:41:34Z,2024-12-04T02:41:34Z,5048.68,USD,2024-11-26T02:41:47Z,203.93.196.253,US,,,,34,0
6903,6903,PayPal,Braintree,Completed,bt_87630274996,57.17,0.0,2024-06-12T05:40:17Z,,2355.03,USD,2024-06-12T05:40:41Z,27.113.124.120,US,,,,13,0
6904,6904,Apple Pay,Braintree,Completed,bt_77899404727,27.68,0.0,2024-11-26T05:35:00Z,,855.44,USD,2024-11-26T05:35:09Z,98.240.162.204,US,,,,2,0
6905,6905,Credit Card,Stripe,Completed,pi_88845930008905,24.86,0.0,2024-01-13T11:56:57Z,,1212.91,USD,2024-01-13T11:57:33Z,133.70.99.246,CA,1282,American Express,AUTH-637746,17,0
6906,6906,Credit Card,Braintree,Completed,bt_75683659884,88.98,0.0,2020-01-07T23:37:47Z,,3805.3,USD,2020-01-07T23:37:55Z,199.138.81.139,CA,4286,Discover,AUTH-501225,47,0
6907,6907,PayPal,PayPal,Completed,PAY-16838384338,182.3,0.0,2025-08-04T20:11:08Z,,6846.0,USD,2025-08-04T20:12:03Z,174.36.237.10,US,,,,29,0
6908,6908,Credit Card,Adyen,Completed,ADY4275280955969,23.19,0.0,2025-07-19T21:49:47Z,,1263.9,USD,2025-07-19T21:50:33Z,154.205.41.7,US,8922,Visa,AUTH-859440,34,0
6909,6909,Credit Card,Stripe,Completed,pi_32162115272338,79.97,0.0,2025-07-19T20:03:25Z,,2439.42,USD,2025-07-19T20:04:09Z,46.72.40.153,US,6287,Visa,AUTH-852101,58,0
6910,6910,PayPal,Braintree,Completed,bt_75261120088,43.77,0.0,2025-07-19T19:03:45Z,,1536.43,USD,2025-07-19T19:04:43Z,37.102.219.140,US,,,,13,0
6911,6911,Credit Card,Square,Completed,sq_16240039402219,198.7,0.0,2025-08-02T22:28:47Z,,6789.35,USD,2025-08-02T22:29:18Z,32.247.0.28,US,1014,American Express,AUTH-712460,6,0
6912,6912,Credit Card,Authorize.net,Completed,AUTH563074479,134.77,0.0,2024-12-24T18:14:55Z,,8851.44,USD,2024-12-24T18:15:14Z,3.133.149.190,US,3190,MasterCard,AUTH-334700,7,0
6913,6913,Cash on Delivery,COD,Partially Refunded,COD006913,0.0,8999.78,2025-04-14T02:25:20Z,2025-04-18T02:25:20Z,10493.92,USD,2025-04-14T02:26:16Z,111.131.114.56,US,,,,11,0
6914,6914,PayPal,Braintree,Completed,bt_94419579669,84.64,0.0,2024-01-13T21:54:59Z,,2647.78,USD,2024-01-13T21:55:42Z,117.67.143.39,US,,,,32,0
6915,6915,PayPal,Braintree,Completed,bt_15014546363,189.78,0.0,2021-05-31T18:54:22Z,,8633.08,USD,2021-05-31T18:54:23Z,167.218.89.96,US,,,,12,0
6916,6916,Credit Card,Stripe,Completed,pi_78492818903478,49.73,0.0,2024-01-13T19:55:22Z,,2772.06,USD,2024-01-13T19:55:53Z,41.203.203.113,US,8268,Visa,AUTH-152176,2,0
6917,6917,PayPal,Braintree,Completed,bt_51445941992,230.55,0.0,2023-02-04T20:50:44Z,,9613.83,USD,2023-02-04T20:50:54Z,106.250.78.180,US,,,,8,0
6918,6918,Credit Card,Braintree,Completed,bt_99817523199,93.36,0.0,2025-08-18T11:43:11Z,,2759.99,USD,2025-08-18T11:44:08Z,179.88.136.87,US,8439,JCB,AUTH-143979,58,0
6919,6919,Apple Pay,Braintree,Completed,bt_18470191043,88.75,0.0,2024-12-31T20:52:40Z,,2691.69,USD,2024-12-31T20:53:22Z,54.144.93.84,US,,,,17,2
6920,6920,PayPal,PayPal,Completed,PAY-11672509143,118.69,0.0,2025-11-03T04:52:43Z,,5712.4,USD,2025-11-03T04:53:24Z,129.62.199.85,US,,,,34,0
6921,6921,Credit Card,Square,Refunded,sq_45739376306445,117.81,6961.99,2020-12-26T21:40:22Z,2020-12-27T21:40:22Z,6961.99,USD,2020-12-26T21:40:54Z,129.100.36.123,US,7226,Visa,,6,0
6922,6922,Credit Card,Square,Refunded,sq_39955672139511,25.49,1018.08,2023-07-06T09:52:56Z,2023-07-12T09:52:56Z,1018.08,USD,2023-07-06T09:53:45Z,34.56.44.38,US,6115,Visa,,25,0
6923,6923,Credit Card,Square,Completed,sq_67718229824928,25.97,0.0,2023-06-03T05:11:40Z,,770.87,USD,2023-06-03T05:12:32Z,90.135.205.96,US,1132,MasterCard,AUTH-931512,5,0
6924,6924,Apple Pay,Adyen,Completed,ADY3152954448256,108.36,0.0,2021-10-19T09:27:13Z,,5267.77,USD,2021-10-19T09:28:04Z,162.48.179.10,US,,,,25,0
6925,6925,Apple Pay,Stripe,Completed,pi_53392717389797,77.96,0.0,2022-03-31T12:08:52Z,,2635.93,USD,2022-03-31T12:09:22Z,72.138.72.168,US,,,,4,0
6926,6926,Credit Card,Stripe,Completed,pi_19096707736577,71.28,0.0,2024-06-12T13:25:15Z,,3644.45,USD,2024-06-12T13:26:12Z,122.5.200.167,US,2246,Visa,AUTH-325385,17,0
6927,6927,Gift Card,Stripe,Completed,pi_68986470276733,0.0,0.0,2025-01-13T20:37:04Z,,4170.59,USD,2025-01-13T20:37:55Z,104.113.61.106,US,,,,25,0
6928,6928,Apple Pay,Stripe,Completed,pi_27321211986721,7.31,0.0,2022-12-01T17:19:26Z,,254.26,USD,2022-12-01T17:19:38Z,197.84.199.34,US,,,,63,0
6929,6929,Credit Card,Authorize.net,Completed,AUTH207296342,60.25,0.0,2022-10-17T11:00:23Z,,2177.26,USD,2022-10-17T11:01:07Z,62.160.15.5,US,3054,MasterCard,AUTH-986908,22,0
6930,6930,Apple Pay,Adyen,Completed,ADY4816252125535,46.85,0.0,2020-11-21T18:13:55Z,,1692.81,USD,2020-11-21T18:14:22Z,158.200.198.3,US,,,,55,0
6931,6931,Apple Pay,Stripe,Completed,pi_23367444999928,156.4,0.0,2025-11-24T20:44:33Z,,9488.09,USD,2025-11-24T20:45:30Z,32.18.182.168,US,,,,32,0
6932,6932,Credit Card,Adyen,Refunded,ADY7289008953917,71.21,3015.82,2023-11-07T06:14:22Z,2023-11-21T06:14:22Z,3015.82,USD,2023-11-07T06:14:44Z,202.15.38.215,US,3642,Visa,,37,0
6933,6933,PayPal,PayPal,Completed,PAY-57272735032,53.85,0.0,2024-09-01T18:58:04Z,,1724.35,USD,2024-09-01T18:58:23Z,223.224.89.203,US,,,,37,0
6934,6934,PayPal,Braintree,Completed,bt_17582790355,29.49,0.0,2025-12-05T09:03:05Z,,1544.92,USD,2025-12-05T09:03:20Z,156.241.253.154,US,,,,5,0
6935,6935,Credit Card,Square,Completed,sq_58953808506198,24.3,0.0,2023-10-13T19:12:05Z,,1504.75,USD,2023-10-13T19:12:48Z,97.37.163.238,US,2681,Visa,AUTH-704223,70,0
6936,6936,Credit Card,Adyen,Completed,ADY5547794334791,40.03,0.0,2024-11-22T12:45:57Z,,1835.22,USD,2024-11-22T12:45:58Z,134.41.43.184,US,5172,American Express,AUTH-585267,0,0
6937,6937,PayPal,PayPal,Completed,PAY-80492621772,28.53,0.0,2025-12-11T09:58:45Z,,1103.66,USD,2025-12-11T09:58:51Z,69.86.17.221,US,,,,35,0
6938,6938,Credit Card,Authorize.net,Completed,AUTH555011597,14.68,0.0,2024-11-10T22:37:24Z,,484.3,USD,2024-11-10T22:38:16Z,167.109.215.165,US,9038,MasterCard,AUTH-968366,1,0
6939,6939,Credit Card,Adyen,Completed,ADY1699223817650,81.94,0.0,2018-06-04T19:33:47Z,,3060.13,USD,2018-06-04T19:34:11Z,9.77.158.191,US,4121,Discover,AUTH-842954,8,0
6940,6940,Credit Card,Authorize.net,Completed,AUTH456302727,2.16,0.0,2023-09-18T02:02:24Z,,111.82,USD,2023-09-18T02:02:55Z,123.234.78.125,US,5581,MasterCard,AUTH-271905,49,0
6941,6941,Gift Card,Stripe,Completed,pi_36684786404210,0.0,0.0,2023-09-18T01:34:55Z,,3874.34,USD,2023-09-18T01:35:47Z,41.191.253.37,US,,,,18,0
6942,6942,Apple Pay,Square,Completed,sq_86816717569614,128.77,0.0,2023-09-18T01:58:12Z,,4397.3,USD,2023-09-18T01:58:48Z,135.75.32.180,US,,,,4,0
6943,6943,Credit Card,Braintree,Completed,bt_81647289711,42.06,0.0,2023-10-23T01:08:22Z,,2021.47,USD,2023-10-23T01:08:40Z,68.255.97.220,US,9867,American Express,AUTH-473378,11,0
6944,6944,PayPal,Braintree,Refunded,bt_70662941654,18.54,624.54,2025-01-23T11:50:14Z,2025-01-24T11:50:14Z,624.54,USD,2025-01-23T11:50:25Z,178.103.162.11,US,,,,22,0
6945,6945,Credit Card,Braintree,Completed,bt_25140544182,5.84,0.0,2025-02-08T00:16:38Z,,259.62,USD,2025-02-08T00:17:35Z,35.195.103.180,CA,2238,Visa,AUTH-612355,58,0
6946,6946,Credit Card,Braintree,Completed,bt_25090702750,46.23,0.0,2025-02-07T22:31:23Z,,2898.07,USD,2025-02-07T22:32:20Z,214.220.149.107,CA,2412,MasterCard,AUTH-899992,40,0
6947,6947,Credit Card,Authorize.net,Refunded,AUTH226504761,188.97,6083.68,2025-05-20T01:55:58Z,2025-05-22T01:55:58Z,6083.68,USD,2025-05-20T01:56:44Z,85.176.152.36,US,5981,MasterCard,,17,0
6948,6948,Credit Card,Adyen,Completed,ADY6985550163355,73.4,0.0,2023-09-26T04:56:17Z,,3578.58,USD,2023-09-26T04:56:21Z,149.109.17.41,US,4689,Visa,AUTH-181160,22,0
6949,6949,Credit Card,Authorize.net,Completed,AUTH720045715,86.01,0.0,2024-07-19T00:24:49Z,,4433.26,USD,2024-07-19T00:25:38Z,39.150.88.177,US,6177,MasterCard,AUTH-451280,27,0
6950,6950,Apple Pay,Braintree,Completed,bt_31088673112,140.75,0.0,2024-07-18T23:42:43Z,,5142.98,USD,2024-07-18T23:42:58Z,41.71.174.66,US,,,,53,0
6951,6951,Credit Card,Adyen,Pending,,0.0,0.0,2025-09-10T11:44:25Z,,4059.98,USD,2025-09-10T11:45:09Z,189.183.207.170,US,9869,American Express,,43,0
6952,6952,PayPal,Braintree,Completed,bt_43986095473,29.61,0.0,2017-11-03T02:48:53Z,,1205.6,USD,2017-11-03T02:48:58Z,62.225.143.175,US,,,,56,1
6953,6953,Apple Pay,Stripe,Completed,pi_54248754896281,83.01,0.0,2018-02-18T22:32:39Z,,3419.09,USD,2018-02-18T22:33:27Z,101.226.234.142,US,,,,35,0
6954,6954,Credit Card,Square,Completed,sq_40625130500899,188.31,0.0,2023-01-19T19:17:01Z,,7608.07,USD,2023-01-19T19:17:11Z,132.146.11.235,US,1771,MasterCard,AUTH-242275,12,0
6955,6955,Credit Card,Adyen,Completed,ADY1269807284617,91.81,0.0,2023-01-19T19:19:34Z,,3001.55,USD,2023-01-19T19:20:05Z,138.46.229.122,US,3409,Visa,AUTH-222263,26,0
6956,6956,PayPal,PayPal,Completed,PAY-43712546801,62.67,0.0,2020-08-05T11:45:46Z,,3846.11,USD,2020-08-05T11:46:42Z,176.210.172.100,US,,,,37,0
6957,6957,Credit Card,Authorize.net,Pending,,0.0,0.0,2024-06-15T01:36:14Z,,7053.03,USD,2024-06-15T01:36:26Z,98.74.124.187,US,5067,MasterCard,,0,0
6958,6958,Credit Card,Stripe,Completed,pi_75443035402818,33.26,0.0,2022-05-25T22:12:34Z,,1950.82,USD,2022-05-25T22:13:11Z,93.200.151.235,US,9164,Visa,AUTH-424915,0,0
6959,6959,Credit Card,Square,Completed,sq_44223388541127,148.01,0.0,2025-09-18T12:09:43Z,,4828.91,USD,2025-09-18T12:09:44Z,167.153.239.168,US,9143,JCB,AUTH-903142,20,0
6960,6960,Credit Card,Braintree,Completed,bt_67465571967,225.92,0.0,2024-12-18T12:09:28Z,,6561.63,USD,2024-12-18T12:10:12Z,114.247.244.29,US,9203,Discover,AUTH-729564,44,0
6961,6961,Credit Card,Authorize.net,Completed,AUTH360618007,135.59,0.0,2021-11-14T15:30:52Z,,6648.99,USD,2021-11-14T15:31:05Z,35.218.57.104,US,8302,Discover,AUTH-769417,52,0
6962,6962,PayPal,PayPal,Pending,,0.0,0.0,2024-07-30T09:00:03Z,,5613.37,USD,2024-07-30T09:00:58Z,132.29.168.176,US,,,,4,0
6963,6963,Credit Card,Authorize.net,Refunded,AUTH858153448,76.77,2912.57,2024-10-18T12:46:34Z,2024-10-21T12:46:34Z,2912.57,USD,2024-10-18T12:46:49Z,97.216.101.103,US,7997,American Express,,21,0
6964,6964,Apple Pay,Adyen,Completed,ADY1483122473544,135.46,0.0,2019-07-24T16:35:08Z,,7047.88,USD,2019-07-24T16:35:27Z,162.49.88.54,US,,,,18,0
6965,6965,Credit Card,Adyen,Completed,ADY2396107875722,293.35,0.0,2024-09-04T08:57:49Z,,8807.39,USD,2024-09-04T08:58:36Z,14.241.235.135,US,2324,MasterCard,AUTH-125537,19,0
6966,6966,PayPal,Braintree,Completed,bt_94057474979,124.71,0.0,2024-09-04T10:02:07Z,,3866.4,USD,2024-09-04T10:02:16Z,214.41.16.109,US,,,,37,1
6967,6967,Credit Card,Square,Completed,sq_19704009278860,175.79,0.0,2021-06-02T18:04:30Z,,5659.1,USD,2021-06-02T18:04:45Z,184.69.170.111,US,6266,Visa,AUTH-121604,24,0
6968,6968,Credit Card,Adyen,Completed,ADY1313298809464,185.04,0.0,2023-09-07T17:54:58Z,,7627.9,USD,2023-09-07T17:55:09Z,167.70.126.247,US,4735,American Express,AUTH-322515,18,0
6969,6969,PayPal,PayPal,Partially Refunded,PAY-91549096936,174.44,5233.18,2021-12-06T07:07:16Z,2021-12-11T07:07:16Z,5705.64,USD,2021-12-06T07:07:28Z,134.102.247.171,US,,,,20,0
6970,6970,Credit Card,Adyen,Pending,,0.0,0.0,2025-11-09T23:56:07Z,,1445.27,USD,2025-11-09T23:56:58Z,89.161.61.99,US,5987,MasterCard,,11,0
6971,6971,Credit Card,Stripe,Completed,pi_23474195370379,68.84,0.0,2025-07-29T20:07:44Z,,2771.24,USD,2025-07-29T20:08:11Z,152.68.58.90,US,3439,Visa,AUTH-154926,14,0
6972,6972,Credit Card,Adyen,Completed,ADY7507122595528,32.34,0.0,2024-08-19T07:21:08Z,,1129.5,USD,2024-08-19T07:22:01Z,51.64.174.175,US,9738,Visa,AUTH-316872,26,0
6973,6973,PayPal,Braintree,Completed,bt_24391582262,81.97,0.0,2024-12-03T06:23:07Z,,2780.26,USD,2024-12-03T06:23:22Z,112.67.219.12,US,,,,37,0
6974,6974,PayPal,PayPal,Completed,PAY-62727670502,169.57,0.0,2023-04-07T14:44:42Z,,6175.03,USD,2023-04-07T14:44:57Z,56.1.201.7,US,,,,9,2
6975,6975,Credit Card,Square,Completed,sq_80084739166664,21.85,0.0,2020-02-17T06:44:41Z,,1390.52,USD,2020-02-17T06:45:00Z,32.179.125.179,US,5721,American Express,AUTH-476652,43,0
6976,6976,Credit Card,Adyen,Partially Refunded,ADY4715483557406,98.47,5292.79,2024-01-29T11:10:01Z,2024-02-10T11:10:01Z,6008.89,USD,2024-01-29T11:10:41Z,75.99.154.23,US,4084,American Express,,11,0
6977,6977,Credit Card,Braintree,Completed,bt_88240121990,78.69,0.0,2025-06-20T05:39:22Z,,4160.83,USD,2025-06-20T05:39:26Z,136.129.206.198,US,8982,Visa,AUTH-459376,55,0
6978,6978,Apple Pay,Stripe,Partially Refunded,pi_13353383280141,171.37,4567.21,2020-08-14T10:26:23Z,2020-08-27T10:26:23Z,5121.54,USD,2020-08-14T10:26:34Z,131.219.96.192,US,,,,15,0
6979,6979,PayPal,Braintree,Completed,bt_96261893726,266.76,0.0,2017-07-07T03:35:29Z,,7764.9,USD,2017-07-07T03:35:35Z,146.158.194.157,US,,,,13,0
6980,6980,Cash on Delivery,COD,Completed,COD006980,0.0,0.0,2016-11-01T18:04:39Z,,2268.71,USD,2016-11-01T18:05:31Z,78.249.161.13,US,,,,8,0
6981,6981,PayPal,Braintree,Completed,bt_17583771090,75.55,0.0,2025-05-13T19:11:22Z,,4541.92,USD,2025-05-13T19:11:50Z,87.61.235.202,CA,,,,19,0
6982,6982,Credit Card,Braintree,Partially Refunded,bt_36769837155,137.22,4288.73,2025-05-13T22:02:51Z,2025-05-20T22:02:51Z,4476.42,USD,2025-05-13T22:02:54Z,155.23.77.183,CA,7745,Visa,,39,0
6983,6983,PayPal,PayPal,Completed,PAY-11419617955,382.26,0.0,2025-05-13T19:23:43Z,,12567.0,USD,2025-05-13T19:24:00Z,192.218.32.129,CA,,,,20,0
6984,6984,Credit Card,Square,Completed,sq_29983055643106,107.3,0.0,2025-05-13T22:11:40Z,,3199.54,USD,2025-05-13T22:12:17Z,50.21.48.182,CA,9080,American Express,AUTH-548943,15,0
6985,6985,Credit Card,Square,Completed,sq_35452419303236,115.34,0.0,2025-09-18T04:53:18Z,,3444.44,USD,2025-09-18T04:54:18Z,199.52.20.123,US,5554,Visa,AUTH-684385,6,0
6986,6986,Gift Card,Stripe,Completed,pi_68037248740696,0.0,0.0,2019-12-18T03:50:48Z,,5960.28,USD,2019-12-18T03:50:55Z,104.132.239.204,US,,,,55,1
6987,6987,Apple Pay,Stripe,Completed,pi_73626457068161,98.46,0.0,2024-05-30T20:18:35Z,,4281.46,USD,2024-05-30T20:19:16Z,144.101.64.41,US,,,,27,1
6988,6988,Credit Card,Stripe,Completed,pi_26244797550631,83.64,0.0,2024-05-30T16:23:42Z,,3055.68,USD,2024-05-30T16:24:40Z,196.165.237.28,US,7004,MasterCard,AUTH-445523,19,0
