prod_id,product_name,stock_code,category_ref,cat_name,sub_cat,brand,unit_cost,retail_price,release_date,weight,dimensions,color,size,material,availability_status,inventory_qty,digital_product,avg_customer_rating,review_count,discount_pct
2003,Tommy Hilfiger Summer Dress Pink,TOM-DRES-02003,67,Dresses,Bestseller,Tommy Hilfiger,34.8,50.87,2023-05-26,0.6,5.8x48.7x54.3,Purple,XL,Linen,Discontinued,3,False,4.2,1583,20
2004,Mystery of Time Hardcover Edition V2,UNI-FICT-02004,36,Fiction,Featured,Universal,26.73,44.53,2016-07-26,0.0,,,,,Active,465,True,4.2,439,0
2005,Logitech Wireless Audio System 80,LOG-AUDI-02005,13,Audio Equipment,,Logitech,218.19,419.25,2017-04-17,3.04,23.5x70.1x17.6,Space Gray,,Stainless Steel,Out of Stock,0,False,3.0,1901,0
2006,Solo Artist Album Vinyl Record Plus,HAR-MUSI-02006,38,Music,Featured,HarperCollins,35.37,46.33,2020-03-02,0.0,,,,,Active,383,True,4.1,1593,30
2007,NYX Hair Dryer,NYX-HAIR-02007,34,Hair Care,Bestseller,NYX,104.42,282.35,2020-10-01,2.56,81.4x13.8x57.5,,,,Discontinued,18,False,3.4,1589,54
2008,Thule Floor Mats Plus,THU-CARA-02008,50,Car Accessories,New Arrivals,Thule,18.74,49.96,2020-12-11,1.31,22.1x37.5x51.4,Purple,,,Active,68,False,4.2,1744,30
2009,Hot Wheels Warrior Action Figure,HOT-ACTI-02009,40,Action Figures,New Arrivals,Hot Wheels,51.6,107.04,2016-11-04,5.85,61.7x23.8x57.0,Green,,,Active,143,False,4.1,971,25
2010,"Garmin ThinkPad T480 27""",GAR-BUSI-02010,60,Business Laptops,,Garmin,523.05,1102.1,2025-01-07,1.7,88.6x37.5x55.1,Blue,,Carbon Fiber,Active,442,False,3.6,3,0
2011,Adidas Fitness Chair,ADI-EXER-02011,27,Exercise Equipment,Featured,Adidas,146.17,213.76,2018-01-06,3.94,72.6x58.1x17.5,Rose Gold,,,Active,185,False,3.7,1518,0
2012,Gap Classic Pants Black,GAP-MENS-02012,17,Mens Clothing,New Arrivals,Gap,63.99,170.33,2023-02-15,0.45,50.5x36.7x45.0,Space Gray,S,Wool,Out of Stock,0,False,4.1,1820,0
2013,Silent Waters by John Smith,HAR-NONF-02013,37,Non-Fiction,Featured,HarperCollins,11.43,27.3,2023-02-16,0.0,,,,,Active,351,True,4.8,836,0
2014,"Apple Predator Gaming 17""",APP-GAMI-02014,59,Gaming Laptops,,Apple,621.63,1297.24,2016-01-16,3.86,78.3x26.0x56.7,Space Gray,1TB,Aluminum,Active,378,False,4.2,1231,0
2015,Goodyear Socket Set,GOO-TOOL-02015,51,Tools,,Goodyear,261.0,673.41,2020-11-07,9.19,38.7x47.1x6.2,Black,,,Active,13,False,3.4,223,0
2016,Optimum Nutrition Pre-Workout 57,OPT-FITN-02016,54,Fitness Supplements,Bestseller,Optimum Nutrition,47.21,134.76,2024-12-17,5.04,74.1x23.8x23.1,Green,,,Archive,18,False,4.4,2,50
2017,Williams-Sonoma Comforter Set Green V2,WIL-BEDD-02017,24,Bedding,Clearance,Williams-Sonoma,345.34,783.31,2017-03-01,47.3,68.9x69.1x44.0,White,,Wood,Active,377,False,4.0,198,0
2018,Schwinn Yoga Block Set Edition,SCH-YOGA-02018,75,Yoga & Pilates,Bestseller,Schwinn,151.69,241.22,2018-07-12,2.69,93.7x74.9x13.6,,,,Active,476,False,4.3,1276,0
2019,Trek Swim Goggles Plus,TRE-WATE-02019,30,Water Sports,,Trek,199.92,405.13,2019-01-30,6.48,75.5x79.4x21.2,Brown,,,Active,141,False,3.2,50,0
2020,Dyson Outdoor Planter Beige,DYS-GARD-02020,25,Garden Supplies,,Dyson,254.93,693.37,2022-03-04,36.07,17.9x43.4x13.5,,,Plastic,Discontinued,4,False,4.1,1257,67
2021,Mystery of Time Blu-ray Edition,HAC-MOVI-02021,39,Movies,,Hachette,5.9,10.52,2018-05-30,0.0,,,,,Active,420,True,4.3,1932,0
2022,"Canon ROG Gaming Laptop 13"" 512GB",CAN-GAMI-02022,59,Gaming Laptops,,Canon,105.14,141.87,2026-02-12,4.16,98.7x48.1x31.8,Blue,64GB,Plastic,Pre-order,0,False,0.0,0,0
2023,"JBL ThinkPad T480 15.6""",JBL-BUSI-02023,60,Business Laptops,,JBL,608.67,1000.05,2021-01-30,0.45,58.6x47.2x33.7,Blue,,Glass,Active,137,False,3.9,787,5
2024,Columbia Pool Float,COL-WATE-02024,30,Water Sports,,Columbia,37.16,63.08,2025-09-29,0.91,77.7x26.8x14.8,White,,,Active,11,False,4.3,1363,0
2025,Optimum Nutrition Vitamin C 15,OPT-VITA-02025,53,Vitamins,Bestseller,Optimum Nutrition,180.49,363.1,2018-04-25,2.43,42.8x55.2x54.6,Yellow,,,Active,160,False,2.9,1102,0
2026,Optimum Nutrition Vitamin D3 Gen2,OPT-VITA-02026,53,Vitamins,Bestseller,Optimum Nutrition,132.13,235.87,2023-11-11,6.62,68.6x79.6x43.8,Orange,,,Active,258,False,3.3,323,25
2027,"Nikon X1 Notebook 13""",NIK-LAPT-02027,12,Laptops,Bestseller,Nikon,767.69,1284.63,2026-01-31,4.16,37.2x30.8x32.6,White,,Plastic,Pre-order,0,False,0.0,0,0
2028,Pottery Barn Toaster Green,POT-KITC-02028,23,Kitchen,Bestseller,Pottery Barn,384.94,529.41,2023-11-14,34.88,19.3x68.2x33.5,Silver,,Wood,Active,16,False,3.9,1311,50
2029,Nike Summer Dress Black,NIK-DRES-02029,67,Dresses,Bestseller,Nike,76.1,195.19,2019-08-03,1.04,51.2x36.1x52.9,Red,XXL,Denim,Archive,19,False,4.9,2,0
2030,Omron Vitamin C Edition,OMR-VITA-02030,53,Vitamins,Bestseller,Omron,65.3,109.95,2017-08-13,0.95,43.0x22.8x50.0,Silver,,,Out of Stock,0,False,3.5,102,0
2031,Adidas Mens Jacket Gray L,ADI-MENS-02031,66,Mens Outerwear,Seasonal,Adidas,34.41,53.43,2026-01-23,1.01,78.8x57.9x50.1,Green,S,Linen,Pre-order,0,False,0.0,0,0
2032,New Balance Womens Trousers Silver,NEW-WOME-02032,69,Womens Pants,Featured,New Balance,36.73,109.84,2018-12-26,0.46,17.6x70.3x33.7,Space Gray,S,Polyester,Out of Stock,0,False,4.2,1104,0
2033,Gap Womens T-Shirt Green,GAP-TOPS-02033,68,Tops,,Gap,53.06,71.39,2025-09-10,0.11,51.9x58.4x19.3,Beige,M,Wool,Out of Stock,0,False,3.6,873,0
2034,Braun BCAA,BRA-FITN-02034,54,Fitness Supplements,Bestseller,Braun,196.91,381.73,2026-04-15,4.49,51.6x25.8x56.3,,,,Pre-order,0,False,0.0,0,0
2035,Weber Garden Tool Set Edition,WEB-GARD-02035,25,Garden Supplies,,Weber,432.43,1261.87,2025-08-11,39.23,46.4x23.4x5.4,White,,Glass,Active,253,False,3.9,37,20
2036,Levis Casual Sneakers Purple,LEV-FOOT-02036,20,Footwear,Seasonal,Levis,41.03,68.3,2021-01-26,0.41,98.4x26.1x50.1,Purple,M,Linen,Active,212,False,4.3,1702,0
2037,Puma Womens Maxi Dress Red,PUM-DRES-02037,67,Dresses,Bestseller,Puma,107.84,234.8,2016-09-19,1.77,57.3x40.5x33.8,Navy,S,Silk,Active,466,False,4.6,668,0
2038,PepsiCo Granola Bars 20,PEP-SNAC-02038,45,Snacks,,PepsiCo,11.03,32.04,2020-07-31,9.28,74.3x33.9x6.3,,,,Out of Stock,0,False,4.1,1742,0
2039,Pottery Barn Wall Art Print V2,POT-HOME-02039,26,Home Decor,,Pottery Barn,488.44,739.28,2020-04-04,2.18,13.4x56.0x8.4,White,,Glass,Active,454,False,3.7,29,20
2040,Adidas Fitness Cabinet,ADI-EXER-02040,27,Exercise Equipment,Featured,Adidas,83.96,199.32,2025-02-13,5.19,99.5x74.8x5.5,,,,Active,208,False,3.9,479,0
2041,Yeti Weight Bench Edition,YET-STRE-02041,74,Strength Training,Seasonal,Yeti,134.02,324.74,2018-07-20,5.69,88.5x53.2x21.6,Gold,,,Discontinued,9,False,3.8,457,37
2042,Tommy Hilfiger Running Shoes Pink V2,TOM-FOOT-02042,20,Footwear,Seasonal,Tommy Hilfiger,132.86,206.46,2021-05-11,0.15,84.8x51.2x50.0,Blue,S,Nylon,Out of Stock,0,False,3.9,1522,0
2043,Bose Mirrorless Camera Kit,BOS-CAME-02043,14,Cameras,,Bose,518.91,676.27,2018-10-10,3.71,68.2x36.0x25.2,Gold,128GB,Aluminum,Active,464,False,4.5,174,10
2044,Nerf Explorer Action Figure Plus,NER-ACTI-02044,40,Action Figures,New Arrivals,Nerf,13.3,31.8,2021-04-12,3.86,42.4x44.2x34.3,Red,,,Active,58,False,4.5,1724,0
2045,LOreal Styling Gel Edition,LOR-HAIR-02045,34,Hair Care,Bestseller,LOreal,31.55,64.68,2024-12-25,5.19,69.4x29.3x57.3,Yellow,,,Active,457,False,3.7,276,0
2046,REI Swim Goggles Edition,REI-WATE-02046,30,Water Sports,,REI,126.29,209.5,2023-07-21,7.11,32.6x15.5x34.8,,,,Active,21,False,4.3,1962,10
2047,Optimum Nutrition Whey Protein 46,OPT-FITN-02047,54,Fitness Supplements,Bestseller,Optimum Nutrition,57.92,75.83,2019-08-08,6.73,50.0x27.4x10.8,,,,Out of Stock,0,False,4.2,1514,0
2048,Scotts Cotton Sheet Set Silver,SCO-BEDD-02048,24,Bedding,Clearance,Scotts,103.55,297.15,2023-07-28,22.47,35.7x57.1x19.7,Space Gray,,Leather,Archive,10,False,4.9,5,0
2049,LEGO Construction Kit Plus,LEG-BUIL-02049,42,Building Sets,,LEGO,49.0,79.22,2021-04-24,0.99,40.1x68.9x42.5,,,,Active,191,False,4.3,182,0
2050,Adidas Fitness Table,ADI-EXER-02050,27,Exercise Equipment,Featured,Adidas,45.31,69.58,2025-10-06,3.36,14.7x72.6x17.2,,,,Active,423,False,4.3,697,30
2051,LOreal Anti-Aging Serum,LOR-SKIN-02051,32,Skincare,,LOreal,35.18,61.03,2022-04-07,0.28,10.3x78.1x9.1,Gray,,,Active,317,False,4.8,644,50
2052,Nike Mens Chinos Brown,NIK-MENS-02052,65,Mens Pants,,Nike,95.36,134.4,2020-10-10,0.99,49.0x34.5x11.7,Navy,XS,Wool,Active,244,False,4.7,803,0
2053,Solo Artist CD Collection Edition,PEN-MUSI-02053,38,Music,Featured,Penguin,69.19,99.63,2021-03-05,0.0,,Purple,,,Active,454,True,4.6,1599,0
2054,Bosch Socket Set Gen2,BOS-TOOL-02054,51,Tools,,Bosch,62.26,115.17,2026-04-19,9.86,65.0x9.1x38.9,,,,Pre-order,0,False,0.0,0,0
2055,Dyson Modern Chair Gen2,DYS-FURN-02055,22,Furniture,,Dyson,403.64,1201.64,2023-03-15,38.8,24.5x43.7x23.7,Yellow,,,Active,42,False,3.3,1253,0
2056,Logitech Smart Band,LOG-WEAR-02056,15,Wearable Technology,,Logitech,113.0,277.81,2024-07-15,1.81,94.1x20.1x10.9,Blue,1TB,Aluminum,Active,471,False,4.4,1,0
2057,Microsoft Wireless Headphones Space Gray,MIC-HEAD-02057,62,Headphones,Seasonal,Microsoft,659.79,1032.63,2017-04-05,2.48,93.8x6.3x36.3,Silver,,Aluminum,Discontinued,0,False,0.0,0,58
2058,"Fitbit E14 Laptop 15.6"" 512GB",FIT-LAPT-02058,12,Laptops,Bestseller,Fitbit,90.15,131.05,2022-04-11,4.68,75.8x76.0x46.8,Space Gray,32GB,Aluminum,Discontinued,14,False,3.9,157,56
2059,Barbie Empire Board Game,BAR-BOAR-02059,41,Board Games,Clearance,Barbie,20.09,28.62,2018-08-13,6.34,30.4x36.7x49.0,,,,Active,24,False,4.3,506,50
2060,"Garmin T480 Laptop 13"" 128GB",GAR-LAPT-02060,12,Laptops,Bestseller,Garmin,753.53,2045.82,2017-02-05,2.19,55.9x55.3x31.8,Space Gray,,Stainless Steel,Active,172,False,3.9,797,0
2061,Trek Sleeping Bag Edition,TRE-OUTD-02061,28,Outdoor Recreation,,Trek,196.5,552.88,2016-03-26,6.07,23.5x74.6x45.2,Beige,,,Out of Stock,0,False,3.7,402,0
2062,Nestle Olive Oil,NES-PANT-02062,47,Pantry Staples,Seasonal,Nestle,32.45,72.68,2017-05-26,3.44,35.4x58.0x44.7,Red,,,Active,31,False,4.6,241,25
2063,Scotts Coffee Maker Silver,SCO-KITC-02063,23,Kitchen,Bestseller,Scotts,484.86,1347.33,2020-03-12,15.34,11.6x22.3x25.4,Rose Gold,,Bamboo,Active,493,False,3.8,1835,0
2064,Pantene Body Mist,PAN-FRAG-02064,35,Fragrances,New Arrivals,Pantene,37.06,58.71,2019-06-01,6.42,20.3x64.6x3.4,,,,Out of Stock,0,False,4.5,339,0
2065,KitchenAid Table Lamp Brown,KIT-HOME-02065,26,Home Decor,,KitchenAid,60.46,96.48,2024-03-13,36.7,94.5x35.3x59.8,Orange,,,Active,412,False,3.1,1,0
2066,New Balance Womens Sweater Pink,NEW-TOPS-02066,68,Tops,,New Balance,108.74,148.37,2016-07-01,1.2,47.9x39.8x17.1,Space Gray,L,Cotton,Active,194,False,4.8,1037,10
2067,NYX Eyeshadow Palette,NYX-MAKE-02067,33,Makeup,Featured,NYX,143.66,372.86,2018-10-26,0.7,91.2x66.6x42.1,White,,,Active,145,False,4.9,2,0
2068,Asus Studio Monitor Speakers,ASU-AUDI-02068,13,Audio Equipment,,Asus,646.57,1669.01,2018-07-13,4.98,14.3x41.1x38.1,Black,32GB,Carbon Fiber,Active,253,False,3.4,1962,0
2069,Gap Mens Jacket Orange M,GAP-MENS-02069,66,Mens Outerwear,Seasonal,Gap,30.51,71.53,2019-01-10,1.58,79.3x6.1x34.8,Pink,XXL,Leather,Active,197,False,3.2,1634,0
2070,Gap Designer Table Orange,GAP-WOME-02070,18,Womens Clothing,Clearance,Gap,40.43,96.92,2016-01-11,0.89,64.6x12.3x12.5,Gray,XS,Wool,Active,16,False,3.1,837,10
2071,Michelin Tool Box 11,MIC-TOOL-02071,51,Tools,,Michelin,266.13,745.86,2016-10-17,7.85,23.0x39.3x33.7,Orange,,,Out of Stock,0,False,3.6,377,0
2072,Organic Valley Organic Pasta 91,ORG-PANT-02072,47,Pantry Staples,Seasonal,Organic Valley,49.09,65.52,2019-02-11,5.03,5.5x57.5x42.7,White,,,Active,196,False,3.8,1923,0
2073,Meguiars Seat Covers Pink,MEG-CARA-02073,50,Car Accessories,New Arrivals,Meguiars,296.32,790.78,2018-03-29,6.88,61.2x67.2x33.5,Black,,,Out of Stock,0,False,5.0,725,0
2074,Neutrogena Styling Gel Edition,NEU-HAIR-02074,34,Hair Care,Bestseller,Neutrogena,97.94,251.0,2020-07-30,2.34,39.2x23.3x42.1,,,,Active,468,False,4.0,1644,15
2075,Samsung OnePlus 15 64GB,SAM-ANDR-02075,58,Android Phones,,Samsung,717.24,956.39,2020-11-07,4.03,41.1x76.0x6.9,Space Gray,1TB,Aluminum,Active,312,False,4.1,285,0
2076,Williams-Sonoma Table Lamp Blue,WIL-HOME-02076,26,Home Decor,,Williams-Sonoma,164.73,437.25,2017-01-27,34.49,26.6x48.9x47.1,Gold,,,Active,373,False,4.2,165,10
2077,Mattel Building Block Set 18,MAT-BUIL-02077,42,Building Sets,,Mattel,51.63,108.03,2016-08-11,9.81,75.8x77.4x39.4,,,,Active,291,False,4.7,107,20
2078,Craftsman Wrench Set V2,CRA-TOOL-02078,51,Tools,,Craftsman,69.91,133.24,2022-03-04,8.3,7.9x66.1x28.6,,,,Discontinued,8,False,4.3,1249,41
2079,Nike Classic Shelf Red,NIK-MENS-02079,17,Mens Clothing,New Arrivals,Nike,115.26,263.32,2019-10-08,0.63,43.4x63.9x19.6,Red,XL,Denim,Active,383,False,4.5,5,0
2080,Schwinn Cycling Jersey Brown,SCH-CYCL-02080,31,Cycling,,Schwinn,59.25,79.34,2018-08-25,3.66,60.1x58.4x49.4,Orange,,,Active,144,False,5.0,1518,0
2081,New Balance Mens Polo Shirt Black,NEW-MENS-02081,64,Mens Shirts,Seasonal,New Balance,38.23,105.3,2020-04-07,0.68,29.0x33.3x55.7,Purple,S,Cotton,Active,86,False,4.0,482,0
2082,Bosch Tire Shine,BOS-CARC-02082,52,Car Care,Featured,Bosch,93.43,114.46,2020-11-24,5.36,32.9x10.0x42.0,,,,Active,199,False,4.4,1325,0
2083,Lenovo Smart Watch Gold Plus,LEN-WEAR-02083,15,Wearable Technology,,Lenovo,180.66,478.43,2022-01-04,0.17,18.4x64.4x29.7,Black,,Carbon Fiber,Archive,9,False,4.3,3,50
2084,Fitbit Vitamin C 81,FIT-VITA-02084,53,Vitamins,Bestseller,Fitbit,30.26,70.81,2021-03-15,5.41,91.6x53.2x47.1,Silver,,,Active,146,False,4.5,1893,0
2085,The Great Adventure DVD Collection 52,HAC-MOVI-02085,39,Movies,,Hachette,38.94,111.66,2019-03-28,0.0,,,,,Active,271,True,4.0,533,0
2086,Hasbro Building Block Set V2,HAS-BUIL-02086,42,Building Sets,,Hasbro,20.59,31.11,2019-05-28,3.27,42.9x61.8x33.0,,,,Archive,4,False,3.0,5,0
2087,Logitech Soundbar System 21,LOG-SPEA-02087,63,Speakers,,Logitech,425.19,707.31,2024-10-29,1.12,36.6x40.5x40.3,Black,,Plastic,Active,411,False,4.3,1614,25
2088,Optimum Nutrition First Aid Kit Gen2,OPT-MEDI-02088,55,Medical Supplies,Seasonal,Optimum Nutrition,70.15,160.08,2025-11-10,5.16,55.8x47.9x26.7,Gold,,,Archive,17,False,3.5,5,0
2089,Puma Mens Shirt Navy L,PUM-MENS-02089,17,Mens Clothing,New Arrivals,Puma,123.23,233.96,2019-08-23,0.3,66.8x61.2x58.2,Green,M,Silk,Active,31,False,4.0,1426,0
2090,Nike Womens Trousers Green,NIK-WOME-02090,69,Womens Pants,Featured,Nike,14.02,21.04,2024-08-24,0.44,87.3x9.9x37.4,Yellow,S,Silk,Active,465,False,4.6,4,0
2091,Nature Made Vitamin D3,NAT-VITA-02091,53,Vitamins,Bestseller,Nature Made,173.02,233.34,2026-06-08,4.31,31.7x62.5x37.8,,,,Pre-order,0,False,0.0,0,0
2092,Dove Face Moisturizer 20,DOV-SKIN-02092,32,Skincare,,Dove,54.77,104.81,2022-09-10,7.02,6.0x77.0x12.6,Rose Gold,,,Active,387,False,3.9,35,0
2093,Under Armour Treadmill Pro 66,UND-CARD-02093,73,Cardio Machines,,Under Armour,39.37,97.52,2016-12-10,7.96,45.4x10.3x31.9,Beige,,,Out of Stock,0,False,3.9,1406,0
2094,Lenovo Home Theater System,LEN-AUDI-02094,13,Audio Equipment,,Lenovo,293.72,429.8,2023-11-07,1.94,48.5x13.3x16.1,Silver,32GB,Stainless Steel,Archive,18,False,4.2,2,5
2095,The North Face Yoga Mat Beige,THE-YOGA-02095,75,Yoga & Pilates,Bestseller,The North Face,137.95,178.37,2016-12-24,0.24,29.9x72.2x56.1,Brown,,,Active,497,False,4.2,649,0
2096,iRobot Modern Pants,IRO-FURN-02096,22,Furniture,,iRobot,195.82,420.06,2025-05-08,24.54,43.5x11.2x21.4,Space Gray,,,Active,375,False,4.1,258,0
2097,Zara Womens Maxi Dress White,ZAR-DRES-02097,67,Dresses,Bestseller,Zara,60.68,156.73,2022-08-06,1.93,42.9x73.1x56.9,Pink,L,Leather,Active,25,False,3.9,659,0
2098,HP Smart Watch Brown,HP-WEAR-02098,15,Wearable Technology,,HP,738.67,1444.27,2026-01-27,1.15,5.6x28.1x17.9,Blue,32GB,Aluminum,Pre-order,0,False,0.0,0,0
2099,PepsiCo Organic Pasta 11,PEP-PANT-02099,47,Pantry Staples,Seasonal,PepsiCo,49.44,108.35,2023-12-24,9.53,59.3x41.2x3.5,Gold,,,Active,231,False,4.4,1359,0
2100,Neutrogena Eau de Parfum,NEU-FRAG-02100,35,Fragrances,New Arrivals,Neutrogena,31.83,80.07,2018-11-23,3.37,82.9x11.4x45.4,Space Gray,,,Active,468,False,5.0,672,5
2101,Organic Valley BBQ Chips Gen2,ORG-SNAC-02101,45,Snacks,,Organic Valley,45.38,70.68,2019-06-03,0.23,47.9x63.0x56.2,Navy,,,Active,373,False,4.4,726,0
2102,Coca-Cola Coffee Beans,COC-BEVE-02102,46,Beverages,Bestseller,Coca-Cola,27.64,34.72,2020-06-15,9.77,34.6x49.3x45.3,White,,,Out of Stock,0,False,4.0,1497,0
2103,Puma Athletic Shoes Gray,PUM-FOOT-02103,20,Footwear,Seasonal,Puma,129.83,203.36,2017-04-02,1.84,41.2x49.8x20.8,Navy,XXL,Cotton,Active,222,False,3.7,918,0
2104,KitchenAid Sectional Sofa Rose Gold,KIT-LIVI-02104,70,Living Room Furniture,Bestseller,KitchenAid,126.59,190.64,2022-08-11,25.24,15.7x16.0x21.2,Gold,,,Active,309,False,4.1,3,0
2105,Microsoft Noise Cancelling Headphones 94,MIC-HEAD-02105,62,Headphones,Seasonal,Microsoft,251.8,338.93,2020-10-05,0.32,73.3x45.2x39.9,Space Gray,,Plastic,Active,187,False,4.6,715,0
2106,Kelloggs Spicy Chips,KEL-SNAC-02106,45,Snacks,,Kelloggs,39.12,49.13,2026-01-13,6.61,99.1x16.6x17.2,Red,,,Pre-order,0,False,0.0,0,0
2107,Solo Artist CD Collection 76,UNI-MUSI-02107,38,Music,Featured,Universal,23.72,29.21,2022-06-26,0.0,,Green,,,Active,384,True,4.3,964,30
2108,LG Smart Band,LG-WEAR-02108,15,Wearable Technology,,LG,111.77,257.4,2017-11-25,0.17,75.5x25.5x56.8,Blue,,Glass,Active,475,False,3.7,527,0
2109,Organic Valley Olive Oil Edition,ORG-PANT-02109,47,Pantry Staples,Seasonal,Organic Valley,13.32,32.99,2023-08-02,3.93,25.5x34.4x29.0,White,,,Out of Stock,0,False,4.0,1311,0
2110,Crate & Barrel TV Stand Leather,CRA-LIVI-02110,70,Living Room Furniture,Bestseller,Crate & Barrel,344.49,825.41,2024-06-11,25.23,84.8x38.2x55.1,Navy,,Plastic,Active,49,False,4.3,671,50
2111,Tommy Hilfiger Mens Polo Shirt Silver,TOM-MENS-02111,64,Mens Shirts,Seasonal,Tommy Hilfiger,80.07,218.24,2020-10-22,0.69,97.2x11.3x25.7,Pink,XS,Linen,Out of Stock,0,False,4.1,1624,0
2112,Williams-Sonoma Ergonomic Office Chair,WIL-OFFI-02112,72,Office Furniture,,Williams-Sonoma,362.52,740.34,2022-02-12,38.8,35.5x59.7x30.8,Rose Gold,,Bamboo,Active,40,False,4.0,1275,0
2113,HP Galaxy S11 256GB Yellow,HP-ANDR-02113,58,Android Phones,,HP,698.73,1313.66,2026-05-10,0.54,30.4x40.8x14.8,Blue,,Stainless Steel,Pre-order,0,False,0.0,0,0
2114,Crate & Barrel Outdoor Planter Rose Gold Edition,CRA-GARD-02114,25,Garden Supplies,,Crate & Barrel,439.52,603.77,2019-11-30,27.08,95.9x61.7x22.0,,,Leather,Out of Stock,0,False,4.3,1749,0
2115,Bose Max Pro 256GB,BOS-SMAR-02115,11,Smartphones,,Bose,725.79,1394.02,2018-06-04,2.05,18.8x31.7x28.6,Silver,,Stainless Steel,Active,456,False,4.1,1906,5
2116,Fitbit Noise Cancelling Headphones V2,FIT-HEAD-02116,62,Headphones,Seasonal,Fitbit,182.58,378.16,2022-03-12,4.06,71.9x72.2x28.9,Black,128GB,Plastic,Active,464,False,3.6,1634,0
2117,HP Bluetooth Speaker Purple,HP-SPEA-02117,63,Speakers,,HP,375.85,928.72,2019-04-02,1.4,24.1x41.9x56.4,Space Gray,1TB,Stainless Steel,Active,167,False,4.5,3,0
2118,Centrum Blood Pressure Monitor V2,CEN-MEDI-02118,55,Medical Supplies,Seasonal,Centrum,145.2,365.75,2024-05-16,5.55,80.4x73.8x20.9,Blue,,,Active,446,False,4.2,1041,15
2119,Craftsman Interior Cleaner Plus,CRA-CARC-02119,52,Car Care,Featured,Craftsman,238.39,523.89,2022-03-03,2.66,46.1x31.6x41.1,,,,Active,462,False,3.5,1085,5
2120,New Balance Womens Cabinet Yellow XL,NEW-WOME-02120,18,Womens Clothing,Clearance,New Balance,30.68,60.37,2021-09-29,0.37,81.8x32.4x9.9,Orange,XS,Polyester,Out of Stock,0,False,4.1,257,0
2121,Mystery of Time Blu-ray Plus,RAN-MOVI-02121,39,Movies,,Random House,75.61,214.41,2018-02-07,0.0,,Gold,,,Active,222,True,4.7,1267,0
2122,Dyson Dresser Metal,DYS-BEDR-02122,71,Bedroom Furniture,New Arrivals,Dyson,37.3,69.92,2023-07-22,14.53,57.5x9.2x41.6,Brown,,,Active,245,False,4.1,1655,0
2123,Pottery Barn Living Room Table Wood,POT-FURN-02123,22,Furniture,,Pottery Barn,49.19,136.9,2023-11-09,15.91,23.4x53.6x18.7,,,Metal,Active,16,False,4.8,4,15
2124,PepsiCo Olive Oil 49,PEP-PANT-02124,47,Pantry Staples,Seasonal,PepsiCo,39.33,106.79,2018-01-11,7.15,98.2x9.4x23.1,,,,Active,385,False,3.7,77,0
2125,Fisher-Price STEM Learning Kit V2,FIS-EDUC-02125,44,Educational Toys,Seasonal,Fisher-Price,62.31,150.66,2023-04-13,4.13,10.3x27.4x56.5,,,,Active,109,False,3.2,920,25
2126,Bose iPhone 9 512GB Black,BOS-IPHO-02126,57,iPhone,,Bose,528.25,1181.21,2021-09-27,1.49,22.5x62.8x37.5,Blue,,Glass,Active,140,False,4.3,1783,50
2127,LG iPhone 2 Pro Max 256GB,LG-IPHO-02127,57,iPhone,,LG,784.7,1645.38,2023-08-09,2.18,89.7x47.8x50.5,Blue,,Carbon Fiber,Active,494,False,4.4,1691,0
2128,Hot Wheels STEM Learning Kit,HOT-EDUC-02128,44,Educational Toys,Seasonal,Hot Wheels,20.85,43.4,2018-12-03,5.44,16.9x68.1x4.3,,,,Active,243,False,3.7,963,0
2129,Maybelline Face Moisturizer Plus,MAY-SKIN-02129,32,Skincare,,Maybelline,15.19,20.75,2019-10-14,8.48,68.3x36.6x30.6,Purple,,,Active,288,False,4.4,874,0
2130,The North Face Barbell Set Gen2,THE-STRE-02130,74,Strength Training,Seasonal,The North Face,70.76,196.12,2016-11-18,7.25,24.9x10.2x55.6,,,,Active,142,False,4.4,1028,0
2131,Fitbit Wireless Audio System,FIT-AUDI-02131,13,Audio Equipment,,Fitbit,167.87,452.62,2020-02-10,0.29,53.1x46.2x33.5,Black,32GB,Carbon Fiber,Out of Stock,0,False,4.0,587,0
2132,The North Face Rower Home Gym,THE-EXER-02132,27,Exercise Equipment,Featured,The North Face,64.69,150.11,2024-04-19,7.59,78.9x54.8x22.1,Orange,,,Active,63,False,3.8,157,0
2133,Nikon Elite Pro 512GB,NIK-SMAR-02133,11,Smartphones,,Nikon,655.3,1372.25,2023-02-12,1.56,41.5x78.2x31.5,Black,1TB,Carbon Fiber,Discontinued,18,False,4.6,4,53
2134,IKEA Nightstand Fabric,IKE-BEDR-02134,71,Bedroom Furniture,New Arrivals,IKEA,127.84,174.73,2023-04-07,6.65,28.9x19.7x53.4,Beige,,Glass,Active,469,False,4.2,741,0
2135,Optimum Nutrition First Aid Kit V2,OPT-MEDI-02135,55,Medical Supplies,Seasonal,Optimum Nutrition,61.54,96.87,2024-10-14,0.74,30.8x29.8x40.6,,,,Active,263,False,4.1,902,0
2136,Fitbit Bluetooth Speaker Brown,FIT-SPEA-02136,63,Speakers,,Fitbit,313.67,440.41,2017-05-17,0.9,84.5x67.9x22.9,Gold,1TB,Aluminum,Active,207,False,4.4,544,0
2137,Dyson TV Stand Leather,DYS-LIVI-02137,70,Living Room Furniture,Bestseller,Dyson,194.23,258.5,2019-03-31,19.6,26.1x62.5x9.4,Orange,,,Active,375,False,3.4,322,10
