order_id,customer_id,order_status,subtotal,tax_amount,shipping_cost,total_discount,total_amount,currency,order_placed_at,order_shipped_at,order_delivered_at,total_product_price,total_quantity,avg_product_price,max_item_discount,unique_products_ordered,total_discount_from_items,order_placed_year,order_placed_month,order_placed_quarter,order_placed_day_of_week,order_placed_week_of_year,order_placed_day_of_month,order_shipped_year,order_shipped_month,order_shipped_quarter,order_shipped_day_of_week,order_shipped_week_of_year,order_shipped_day_of_month,order_delivered_year,order_delivered_month,order_delivered_quarter,order_delivered_day_of_week,order_delivered_week_of_year,order_delivered_day_of_month,order_processing_seconds_diff,order_processing_minutes_diff,order_processing_hours_diff,order_processing_days_diff,order_processing_weeks_diff,order_processing_months_diff,order_processing_years_diff,delivery_seconds_diff,delivery_minutes_diff,delivery_hours_diff,delivery_days_diff,delivery_weeks_diff,delivery_months_diff,delivery_years_diff,total_order_fulfillment_time_seconds,total_order_fulfillment_time_minutes,total_order_fulfillment_time_hours,total_order_fulfillment_time_days,total_order_fulfillment_time_weeks,total_order_fulfillment_time_months,total_order_fulfillment_time_years,order_profit,net_revenue,net_profit,discount_percentage,average_item_value,cost_per_item,order_size_category,season
75,405,Shipped,2866.84,192.86,18.3,0.0,3078.0,USD,2021-01-26 02:14:02,2021-01-28,,230.68,4,57.67,0.0,1,0.0,2021,1,1,3,4,26,2021.0,1.0,1.0,5.0,4.0,28.0,,,,,,,164758,2745,45,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,0,0,0,0,0.0,0.0,0.0,164758,2745,45,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,230.68,212.38,212.38,0.0,57.67,0.0,Medium,Winter
30,408,Returned,3676.07,315.39,7.59,9.81,3999.05,USD,2025-12-05 06:28:11,2025-12-07,2025-12-10,3676.07,12,284.994,9.81,5,9.81,2025,12,4,6,49,5,2025.0,12.0,4.0,1.0,49.0,7.0,2025.0,12.0,4.0,4.0,50.0,10.0,149509,2491,41,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,259200,4320,72,3,0.42857142857142855,0.1,0.00821917808219178,408709,6811,113,5,0.7142857142857142,0.16666666666666669,0.0136986301369863,3676.07,3668.48,3668.48,0.26615082422650765,306.3391666666667,0.0,Large,Winter
85,409,Delivered,2736.48,317.21,23.76,9.68,3077.45,USD,2025-10-30 11:51:32,2025-11-01,2025-11-03,2736.48,4,479.21,9.68,2,9.68,2025,10,4,5,44,30,2025.0,11.0,4.0,7.0,44.0,1.0,2025.0,11.0,4.0,2.0,45.0,3.0,130108,2168,36,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,172800,2880,48,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,302908,5048,84,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,2736.48,2712.72,2712.72,0.3524922073003757,684.12,0.0,Medium,Fall
117,424,Shipped,397.4,33.59,0.0,38.75,430.99,USD,2025-07-20 16:04:13,2025-07-22,,335.76,3,121.205,23.34,2,23.34,2025,7,3,1,29,20,2025.0,7.0,3.0,3.0,30.0,22.0,,,,,,,114947,1915,31,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,0,0,0,0,0.0,0.0,0.0,114947,1915,31,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,335.76,335.76,335.76,6.499582289055973,111.92,0.0,Medium,Summer
94,428,Delivered,730.72,68.14,24.21,403.91,823.07,USD,2022-12-30 17:25:23,2023-01-02,2023-01-08,169.79999999999998,1,199.76,29.96,1,29.96,2022,12,4,6,52,30,2023.0,1.0,1.0,2.0,1.0,2.0,2023.0,1.0,1.0,1.0,1.0,8.0,196477,3274,54,3,0.42857142857142855,0.1,0.00821917808219178,518400,8640,144,6,0.8571428571428571,0.2,0.01643835616438356,714877,11914,198,9,1.2857142857142856,0.30000000000000004,0.02465753424657534,169.79999999999998,145.58999999999997,145.58999999999997,14.997997597116541,169.79999999999998,0.0,Small,Winter
34,443,Cancelled,210.24,13.11,6.47,0.0,229.82,USD,2024-08-21 09:22:26,,,210.24,2,105.12,0.0,1,0.0,2024,8,3,4,34,21,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,210.24,203.77,203.77,0.0,105.12,0.0,Small,Summer
83,447,Pending,4105.59,420.92,14.7,15.09,4541.21,USD,2024-09-27 22:15:45,,,1241.43,3,418.84,15.09,3,15.09,2024,9,3,6,39,27,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1241.43,1226.73,1226.73,1.200935918250406,413.81,0.0,Medium,Fall
73,448,Pending,784.8,61.08,21.6,0.0,867.48,USD,2020-10-15 00:16:44,,,697.64,2,348.82,0.0,1,0.0,2020,10,4,5,42,15,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,697.64,676.04,676.04,0.0,348.82,0.0,Small,Fall
120,452,Delivered,630.51,66.79,6.55,67.14,703.85,USD,2024-10-03 17:44:16,2024-10-06,2024-10-09,630.51,4,168.36333333333334,67.14,3,67.14,2024,10,4,5,40,3,2024.0,10.0,4.0,1.0,40.0,6.0,2024.0,10.0,4.0,4.0,41.0,9.0,195344,3255,54,3,0.42857142857142855,0.1,0.00821917808219178,259200,4320,72,3,0.42857142857142855,0.1,0.00821917808219178,454544,7575,126,6,0.8571428571428571,0.2,0.01643835616438356,630.51,623.96,623.96,9.623736830789076,157.6275,0.0,Medium,Fall
130,454,Shipped,1247.43,79.61,0.0,0.0,1327.04,USD,2020-09-19 16:46:47,2020-09-19,,1247.43,3,415.81,0.0,1,0.0,2020,9,3,7,38,19,2020.0,9.0,3.0,7.0,38.0,19.0,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1247.43,1247.43,1247.43,0.0,415.81,0.0,Medium,Fall
104,457,Delivered,1824.97,164.12,0.0,344.31,1989.09,USD,2024-05-02 20:41:30,2024-05-03,2024-05-08,1377.69,14,133.7775,46.12,4,46.12,2024,5,2,5,18,2,2024.0,5.0,2.0,6.0,18.0,3.0,2024.0,5.0,2.0,4.0,19.0,8.0,11910,198,3,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,443910,7398,123,6,0.8571428571428572,0.19999999999999998,0.01643835616438356,1377.69,1377.69,1377.69,3.239196241071491,98.40642857142858,0.0,Large,Spring
119,457,Shipped,529.51,46.9,9.07,81.15,585.48,USD,2024-05-03 09:42:57,2024-05-05,,529.51,4,169.67000000000002,50.11,3,81.15,2024,5,2,6,18,3,2024.0,5.0,2.0,1.0,18.0,5.0,,,,,,,137823,2297,38,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,0,0,0,0,0.0,0.0,0.0,137823,2297,38,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,529.51,520.4399999999999,520.4399999999999,13.288900533848622,132.3775,0.0,Medium,Spring
38,472,Processing,148.1,16.95,0.0,0.0,165.05,USD,2024-12-28 08:21:45,,,148.1,2,74.05,0.0,1,0.0,2024,12,4,7,52,28,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,148.1,148.1,148.1,0.0,74.05,0.0,Small,Winter
1,476,Delivered,3549.7,418.89,17.59,0.0,3986.18,USD,2024-12-15 15:11:51,2024-12-16,2024-12-22,3549.7000000000003,5,709.94,0.0,1,0.0,2024,12,4,1,50,15,2024.0,12.0,4.0,2.0,51.0,16.0,2024.0,12.0,4.0,1.0,51.0,22.0,31689,528,8,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,518400,8640,144,6,0.8571428571428571,0.2,0.01643835616438356,550089,9168,152,7,1.0,0.23333333333333334,0.01917808219178082,3549.7000000000003,3532.11,3532.11,0.0,709.94,0.0,Medium,Winter
95,488,Processing,1623.25,140.89,6.84,224.59,1770.98,USD,2021-12-03 21:36:09,,,1623.25,8,205.97600000000003,163.47,5,224.59,2021,12,4,6,48,3,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1623.25,1616.41,1616.41,12.154190839033683,202.90625,0.0,Large,Winter
18,491,Processing,1967.6,189.74,9.37,440.18,2166.71,USD,2021-01-23 12:41:13,,,362.87,4,114.30000000000001,94.33,2,94.33,2021,1,1,7,3,23,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,362.87,353.5,353.5,20.632108486439193,90.7175,0.0,Medium,Winter
17,492,Returned,2640.68,241.62,23.02,113.48,2905.32,USD,2022-04-22 19:40:16,2022-04-23,2022-04-30,643.0799999999999,2,378.28,113.48,1,113.48,2022,4,2,6,16,22,2022.0,4.0,2.0,7.0,16.0,23.0,2022.0,4.0,2.0,7.0,17.0,30.0,15584,259,4,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,604800,10080,168,7,1.0,0.23333333333333334,0.019178082191780823,620384,10339,172,8,1.1428571428571428,0.26666666666666666,0.021917808219178082,643.0799999999999,620.06,620.06,14.999471291107119,321.53999999999996,0.0,Small,Spring
