cart_id,cart_status,cart_added_date,cart_total_value,cart_items_count,cart_avg_item_price,device_used,abandoned_cart_category,session_converted,first_added_date,last_added_date,customer_id,session_id,time_in_cart_days,time_in_cart_hours,cart_status_derived,cart_abandonment_reason,cart_value_tier,cart_size_category,abandonment_risk_score,recovery_potential_score
202,Active,2023-12-16 03:47:42,307.62,1,153.81,Tablet,,0.0,2023-12-16 20:16:20,2023-12-16 20:16:20,388,7a73a606-17f7-43b8-8ac8-2919c3632b41,767.0,18408.0,Active,N/A - Active,Low Value,Single Item,1034.8952666666667,0
203,Active,2021-08-29 22:09:52,662.74,3,148.30666666666667,Smart TV,,0.0,2021-08-30 05:43:05,2021-09-01 00:41:20,63,bd260936-f37c-4999-886b-62ebc3505cbd,1605.0,38520.0,Active,N/A - Active,Medium Value,Small,2168.8822,0
204,Active,2018-03-04 21:09:53,1031.25,3,169.53,Desktop,,0.0,2018-03-05 06:30:18,2018-03-07 07:41:39,64,53690983-c824-42b4-8ab6-a1c4b86f44c5,2879.0,69096.0,Active,N/A - Active,High Value,Small,3878.604166666668,0
205,Converted,2022-12-03 18:04:49,1453.98,4,176.0675,Desktop,,0.0,2022-12-03 18:25:13,2022-12-03 23:58:14,240,0a0c1d81-a68d-4f40-bbce-d89cda4f03a0,1145.0,27480.0,Abandoned,High Value - Price Concern,High Value,Small,1582.2860666666666,25
206,Abandoned,2025-04-08 05:40:29,318.15,1,318.15,Mobile,,0.0,2025-04-08 06:23:12,2025-04-08 06:23:12,432,a1b94fb0-1278-491b-96cf-97c75298678f,288.0,6912.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,396.54449999999997,25
207,Active,2023-12-17 13:43:32,2529.56,2,323.38,Tablet,,0.0,2023-12-19 09:02:45,2023-12-20 10:41:56,23,37d9c041-43c4-4a90-b466-e690b1bb6ccf,764.0,18336.0,Active,N/A - Active,High Value,Small,1100.5534666666667,0
208,Abandoned,2025-03-05 19:59:15,1136.74,1,568.37,Tablet,,0.0,2025-03-05 20:48:14,2025-03-05 20:48:14,426,081d5f33-268b-494f-a27c-fa6e8b98f1b9,322.0,7728.0,Abandoned,High Value - Price Concern,High Value,Single Item,466.4355333333333,25
209,Active,2022-05-06 22:47:19,3031.8799999999997,4,366.8125,Mobile,,0.0,2022-05-07 02:09:28,2022-05-11 19:35:41,338,1b63fc6b-3393-4bdb-97a5-5d096bafc309,1355.0,32520.0,Active,N/A - Active,High Value,Small,1909.6230666666668,0
210,Converted,2020-09-22 14:41:13,147.53,1,147.53,Mobile,,0.0,2020-09-23 05:55:59,2020-09-23 05:55:59,181,51b48188-7f1b-40c7-9ad0-9518518fafa7,1946.0,46704.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,2602.0925666666667,25
211,Abandoned,2019-04-08 18:30:03,1322.5,5,152.546,Mobile,,0.0,2019-04-08 20:32:45,2019-04-08 23:10:06,54,b7b80a67-3b44-4e63-912e-b14443005d73,2480.0,59520.0,Abandoned,High Value - Price Concern,High Value,Medium,3361.3416666666667,25
212,Deleted,2022-10-28 10:29:59,696.11,3,190.09,Mobile,,1.0,2022-11-03 19:20:32,2022-11-12 03:39:56,219,f7a9e698-ae73-4799-bb69-70a804c6d10d,1175.0,28200.0,Abandoned,High Value - Price Concern,Medium Value,Small,1596.5499666666667,25
213,Converted,2022-07-04 00:10:46,1258.34,1,1258.34,Tablet,,0.0,2022-07-05 14:45:41,2022-07-05 14:45:41,206,0c18178e-b70c-4d84-9b87-a0d9bf81b5b3,1296.0,31104.0,Abandoned,High Value - Price Concern,High Value,Single Item,1768.7502000000002,25
214,Active,2015-05-21 02:03:17,2280.7200000000003,3,271.29,Mobile,,1.0,2015-05-22 05:06:08,2015-05-22 20:39:42,371,50790894-3cb2-4142-bdb0-10dde85f101e,3897.0,93528.0,Active,N/A - Active,High Value,Small,5273.4216000000015,0
215,Abandoned,2025-02-28 19:36:42,136.68,1,45.56,Mobile,,0.0,2025-02-28 23:11:39,2025-02-28 23:11:39,319,e44c7b49-48e7-4bef-ab4e-42009ee731c6,327.0,7848.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,443.10040000000004,25
216,Abandoned,2023-10-24 12:19:11,83.08,1,41.54,Smart TV,,0.0,2023-10-24 12:37:57,2023-10-24 12:37:57,353,7d28cd71-2ec4-4bd5-8140-2a5c511c7122,820.0,19680.0,Abandoned,Long Time - Lost Interest,Very Low Value,Single Item,1098.8257333333333,25
217,Abandoned,2024-12-22 02:31:46,0.0,0,0.0,Mobile,,0.0,,,334,f74d749a-0ad2-4d32-bc44-65a8ec65109c,,,Abandoned,Mobile - Checkout Friction,Very Low Value,Single Item,,25
218,Abandoned,2025-01-11 02:48:39,342.29,1,342.29,Desktop,,0.0,2025-01-11 08:20:08,2025-01-11 08:20:08,410,89f83eb0-3d88-40be-9102-bc2076b94592,375.0,9000.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,513.2687000000001,25
219,Deleted,2019-10-01 12:49:07,3096.76,3,338.6133333333333,Tablet,,0.0,2019-10-01 19:36:58,2019-10-02 11:23:19,185,01393d40-1e9e-4918-afd4-770a00464800,2304.0,55296.0,Abandoned,High Value - Price Concern,High Value,Small,3173.9028,25
220,Active,2025-06-14 08:37:11,3122.56,3,404.5666666666666,Desktop,,0.0,2025-06-15 02:14:07,2025-06-15 19:31:09,496,0598fda6-07ea-4955-a3db-df6a50195fe4,220.0,5280.0,Active,N/A - Active,High Value,Small,396.01013333333333,0
221,Active,2021-05-13 09:40:36,993.19,3,294.87666666666667,Wearable,,0.0,2021-05-14 18:20:33,2021-05-15 22:09:30,405,eca9cc9d-a903-40b7-b5ba-210b2c4b7f14,1713.0,41112.0,Active,N/A - Active,Medium Value,Small,2322.7957000000006,0
222,Abandoned,2024-07-04 06:51:45,1258.34,1,1258.34,,,,2024-07-04 13:36:26,2024-07-04 13:36:26,304,399001aa-54e2-4204-8025-662b89dcb14c,566.0,13584.0,Abandoned,High Value - Price Concern,High Value,Single Item,795.4168666666667,25
223,Active,2021-08-18 13:30:36,393.53,1,393.53,Mobile,,0.0,2021-08-21 05:22:41,2021-08-21 05:22:41,420,d9baab68-610a-4b57-ab83-41243e184942,1614.0,38736.0,Active,N/A - Active,Low Value,Single Item,2166.8059,0
224,Converted,2022-07-12 08:39:04,1965.8400000000001,2,491.46000000000004,,,,2022-07-12 15:49:08,2022-07-13 11:42:25,167,a8825290-73b0-4c78-95c7-989a96e0d85b,1289.0,30936.0,Abandoned,High Value - Price Concern,High Value,Small,1783.6418666666666,25
225,Abandoned,2021-10-28 11:58:46,2789.59,3,321.88,Mobile,,0.0,2021-10-28 13:33:23,2021-10-28 20:51:57,203,7f458f58-8aac-4225-9319-efe9800393f0,1546.0,37104.0,Abandoned,High Value - Price Concern,High Value,Small,2154.0210333333334,25
226,Deleted,2022-08-26 06:32:41,1878.6,2,939.3,Desktop,,0.0,2022-09-03 23:11:34,2022-09-16 06:36:50,148,85a6f756-c099-454c-98e8-70df185c3454,1236.0,29664.0,Abandoned,High Value - Price Concern,High Value,Small,1710.3579999999997,25
227,Converted,2023-04-15 11:00:23,84.88,1,84.88,Mobile,,0.0,2023-04-16 21:28:55,2023-04-16 21:28:55,469,cbe79e44-389e-4857-aff8-0c435da95917,1011.0,24264.0,Abandoned,Long Time - Lost Interest,Very Low Value,Single Item,1353.5464000000002,25
228,Converted,2024-10-03 13:48:26,3071.36,4,383.92,Desktop,,1.0,2024-10-04 13:45:36,2024-10-04 23:18:14,206,26ddec5c-63e5-4188-9784-33aff30b4bae,474.0,11376.0,Abandoned,High Value - Price Concern,High Value,Small,736.1408,25
229,Converted,2025-12-03 14:57:59,2242.0699999999997,3,257.54,Mobile,,0.0,2025-12-03 15:17:51,2025-12-05 13:44:05,74,2b741405-9536-46b9-9c3b-f689c87fc71b,49.0,1176.0,Abandoned,High Value - Price Concern,High Value,Small,141.59543333333332,25
230,Active,2017-04-15 19:21:52,3411.9599999999996,4,318.31999999999994,Desktop,,0.0,2017-04-18 01:53:23,2017-04-19 15:38:40,225,0305f50b-3c25-4a54-953b-bd6c4ea3b72a,3200.0,76800.0,Active,N/A - Active,High Value,Small,4381.025466666667,0
231,Abandoned,2022-03-06 18:33:07,586.94,2,260.02,Tablet,,0.0,2022-03-06 18:49:09,2022-03-06 20:53:31,445,219789d6-b3fe-469a-a6bb-ca11adeb8820,1417.0,34008.0,Abandoned,High Value - Price Concern,Medium Value,Small,1912.9415333333334,25
232,Converted,2019-06-29 16:34:07,1281.48,2,241.22,Mobile,,0.0,2019-06-29 20:53:25,2019-06-30 03:19:48,16,f89a7809-765a-4dc5-8892-3e9f29977fb4,2398.0,57552.0,Abandoned,High Value - Price Concern,High Value,Small,3241.7777333333343,25
233,Abandoned,2025-07-15 13:52:08,2215.41,1,738.47,Desktop,,0.0,2025-07-15 15:35:18,2025-07-15 15:35:18,357,85cc9630-8095-4c76-90c1-aa79cfdae33f,190.0,4560.0,Abandoned,High Value - Price Concern,High Value,Single Item,322.7956333333333,25
234,Abandoned,2021-11-21 21:31:45,1017.69,1,1017.69,Tablet,,0.0,2021-11-22 06:46:28,2021-11-22 06:46:28,199,ff909cf9-4950-4f7a-9c3a-7b075890d9fa,1521.0,36504.0,Abandoned,High Value - Price Concern,High Value,Single Item,2061.5307000000003,25
235,Abandoned,2025-04-20 21:18:45,144.56,1,144.56,Desktop,,0.0,2025-04-20 23:24:29,2025-04-20 23:24:29,443,3a542bc0-e1ee-486f-8088-ef04a2641fdf,276.0,6624.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,375.3368,25
236,Active,2024-11-04 08:07:20,91.12,1,45.56,Mobile,,0.0,2024-11-05 02:13:27,2024-11-05 02:13:27,183,b7e8d053-43e4-40b2-8287-f7e7c9e681e1,442.0,10608.0,Active,N/A - Active,Very Low Value,Single Item,595.0669333333334,0
237,Active,2020-12-02 06:39:07,726.3299999999999,3,130.66,Mobile,,0.0,2020-12-02 16:00:53,2020-12-05 07:58:07,119,9378777d-3ce1-48f0-b601-5a683297d834,1876.0,45024.0,Active,N/A - Active,Medium Value,Small,2532.1232333333332,0
238,Active,2024-05-10 12:06:55,65.89,1,65.89,,,,2024-05-12 12:45:27,2024-05-12 12:45:27,183,550907a7-ed3a-4ba9-a5b3-22f05f958300,619.0,14856.0,Active,N/A - Active,Very Low Value,Single Item,830.3100333333333,0
239,Abandoned,2025-09-25 04:23:04,2787.54,2,889.8199999999999,Mobile,,0.0,2025-09-25 07:18:44,2025-09-25 11:33:15,174,8b345311-e212-4f90-a678-e9914e9be4df,118.0,2832.0,Abandoned,High Value - Price Concern,High Value,Small,246.95953333333333,25
240,Active,2025-11-29 15:14:15,2615.13,2,757.665,Tablet,,0.0,2025-12-01 08:56:19,2025-12-02 03:22:19,44,bc7b2c4e-265b-4eca-9cfd-ff20ef566e38,51.0,1224.0,Active,N/A - Active,High Value,Small,152.4539,0
241,Converted,2024-10-02 07:44:56,861.0899999999999,2,430.54499999999996,Smart TV,,0.0,2024-10-02 14:53:17,2024-10-03 12:08:41,269,5c688129-31f5-406b-b031-0e80139a64f9,476.0,11424.0,Abandoned,High Value - Price Concern,Medium Value,Small,666.4993666666667,25
242,Abandoned,2023-11-06 15:35:32,3351.84,3,453.60999999999996,Desktop,,0.0,2023-11-06 15:48:53,2023-11-06 18:43:54,230,b54e63a2-3295-479c-b8a2-a671d856940a,807.0,19368.0,Abandoned,High Value - Price Concern,High Value,Small,1185.5552,25
243,Converted,2024-08-10 04:08:47,2106.59,3,368.52333333333337,Desktop,,0.0,2024-08-11 15:40:54,2024-08-13 02:12:46,332,b910bae2-f712-4b15-932b-d80189f0dd25,528.0,12672.0,Abandoned,High Value - Price Concern,High Value,Small,776.1977,25
244,Converted,2018-11-21 03:42:43,0.0,0,0.0,Mobile,,0.0,,,295,cd3d3231-f017-4ca2-9a8d-8d1bc81fe2fd,,,Abandoned,Mobile - Checkout Friction,Very Low Value,Single Item,,25
245,Converted,2025-08-06 05:49:29,2446.2,3,187.98666666666668,Mobile,,0.0,2025-08-06 19:56:21,2025-08-06 23:21:20,2,b39912be-6345-45b5-9f28-a44aac7fab17,168.0,4032.0,Abandoned,High Value - Price Concern,High Value,Small,306.38599999999997,25
246,Converted,2025-07-17 17:34:18,3130.56,4,446.4675000000001,Mobile,,0.0,2025-07-17 23:12:24,2025-07-20 06:22:09,135,01fef482-c9a6-4174-b561-9ff193fa8ae8,188.0,4512.0,Abandoned,High Value - Price Concern,High Value,Small,356.5834666666667,25
247,Converted,2024-10-05 05:00:36,261.02,1,261.02,Tablet,,0.0,2024-10-06 10:06:11,2024-10-06 10:06:11,113,cbda8131-12ca-4762-9bbc-96e5bb408257,472.0,11328.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,640.1639333333333,25
248,Abandoned,2025-03-30 23:58:43,1069.14,1,534.57,Mobile,,0.0,2025-03-31 06:00:57,2025-03-31 06:00:57,240,c592cdbf-182f-4adc-beff-e4d7b90278b1,296.0,7104.0,Abandoned,High Value - Price Concern,High Value,Single Item,429.74086666666676,25
249,Abandoned,2025-12-21 23:07:55,1084.3,4,200.35999999999999,Desktop,,0.0,2025-12-22 00:05:28,2025-12-22 09:41:15,18,a5c3e500-ccfd-4086-91d7-470c97f95b77,30.0,720.0,Abandoned,High Value - Price Concern,High Value,Small,84.529,25
250,Abandoned,2023-05-07 03:29:02,443.77000000000004,2,208.29500000000002,Mobile,,0.0,2023-05-07 05:56:09,2023-05-07 06:40:01,38,0598e95e-135c-4c22-85db-34716b64e827,990.0,23760.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1339.3131000000003,25
251,Deleted,2025-08-24 12:20:39,386.41,1,386.41,,,,2025-09-01 21:41:13,2025-09-01 21:41:13,287,85fb8f66-5c99-4aa1-8f74-6f6d93b9263e,142.0,3408.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,203.92563333333334,25
252,Abandoned,2025-01-11 02:48:59,2580.39,2,683.3199999999999,Desktop,,0.0,2025-01-11 05:18:52,2025-01-11 06:34:24,410,89f83eb0-3d88-40be-9102-bc2076b94592,375.0,9000.0,Abandoned,High Value - Price Concern,High Value,Small,583.4117,25
253,Active,2024-05-10 18:08:11,257.4,1,64.35,Tablet,,0.0,2024-05-12 00:51:49,2024-05-12 00:51:49,370,edab8083-8c9a-493f-81d0-a98e4bf1bc06,619.0,14856.0,Active,N/A - Active,Low Value,Single Item,836.0553333333334,0
254,Active,2020-03-17 10:25:12,4194.98,5,503.948,Mobile,,0.0,2020-03-17 19:29:56,2020-03-19 07:16:24,205,f9c52cff-100c-474a-ae4a-eecbe4060fbb,2136.0,51264.0,Active,N/A - Active,High Value,Medium,2988.8494,0
255,Abandoned,2025-10-16 14:35:41,1023.85,3,240.63,Mobile,,0.0,2025-10-16 16:55:33,2025-10-16 18:49:45,401,03f959aa-f209-405f-9fd5-a406ce1965da,97.0,2328.0,Abandoned,High Value - Price Concern,High Value,Small,169.04883333333333,25
256,Abandoned,2022-01-23 20:07:26,2100.78,1,1050.39,Desktop,,0.0,2022-01-23 23:56:22,2022-01-23 23:56:22,3,376a34fb-9761-4c84-a155-84ac935c4887,1459.0,35016.0,Abandoned,High Value - Price Concern,High Value,Single Item,2011.3567333333335,25
257,Abandoned,2025-09-20 02:45:19,0.0,0,0.0,Desktop,,0.0,,,72,6d2d5a1e-e2f9-4573-96c8-117e1f7f923e,,,Abandoned,Unknown,Very Low Value,Single Item,,25
258,Abandoned,2022-09-08 16:47:25,700.6800000000001,2,350.34000000000003,,,,2022-09-08 18:00:12,2022-09-08 20:34:08,256,2093b494-fe4e-4dfb-8f55-639aebbe9ef3,1231.0,29544.0,Abandoned,High Value - Price Concern,Medium Value,Small,1668.3537333333334,25
259,Active,2020-06-18 10:53:55,480.99,1,480.99,Mobile,,1.0,2020-06-19 18:38:43,2020-06-19 18:38:43,308,156b7a0c-09c2-49a5-8f89-fe4c2bbb1f2c,2042.0,49008.0,Active,N/A - Active,Low Value,Single Item,2740.096366666667,0
260,Deleted,2018-09-27 15:28:11,1973.0700000000002,2,453.21500000000003,,,,2018-09-27 21:34:37,2018-09-28 21:38:14,359,d15dd940-ae98-4f8e-ba8b-ab882cfb853c,2673.0,64152.0,Abandoned,High Value - Price Concern,High Value,Small,3629.1921,25
261,Active,2019-06-05 14:58:02,3862.1499999999996,3,339.5433333333333,Tablet,,1.0,2019-06-05 18:18:39,2019-06-06 23:57:21,222,67f9eacd-e85f-4ffc-bc22-600479020ccc,2422.0,58128.0,Active,N/A - Active,High Value,Small,3354.197833333334,0
262,Active,2021-06-06 07:48:46,1030.1599999999999,3,286.2266666666667,,,,2021-06-06 09:20:10,2021-06-06 11:54:20,453,6d5cac4b-c43e-481f-b21e-ca900e28d5f2,1690.0,40560.0,Active,N/A - Active,High Value,Small,2293.2381333333337,0
263,Active,2021-11-22 14:24:37,0.0,0,0.0,Mobile,,0.0,,,60,169b334d-3025-4a09-a66a-f206e63e2c66,,,Active,N/A - Active,Very Low Value,Single Item,,0
264,Converted,2023-01-13 15:55:27,464.06,1,232.03,Mobile,,0.0,2023-01-14 14:21:48,2023-01-14 14:21:48,374,6e43c279-dea7-4fa9-9b9f-d4e10fbb3b6a,1103.0,26472.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1487.5884666666666,25
265,Abandoned,2024-07-04 06:55:05,2899.28,4,205.98,,,,2024-07-04 09:39:53,2024-07-04 14:23:27,304,399001aa-54e2-4204-8025-662b89dcb14c,566.0,13584.0,Abandoned,High Value - Price Concern,High Value,Small,853.6450666666665,25
266,Abandoned,2025-11-04 03:05:43,1431.11,4,255.69750000000002,Desktop,,0.0,2025-11-04 06:32:39,2025-11-04 13:18:07,469,d8272e20-bebd-44b1-b468-4a519b112d5c,78.0,1872.0,Abandoned,High Value - Price Concern,High Value,Small,158.93329999999997,25
267,Abandoned,2025-06-07 13:12:26,1891.56,4,308.23249999999996,Mobile,,0.0,2025-06-07 13:34:50,2025-06-07 14:57:31,376,0bcf92c1-3c1d-49ac-bc3a-15872603d3e3,228.0,5472.0,Abandoned,High Value - Price Concern,High Value,Small,372.7468,25
268,Converted,2023-06-25 12:42:42,1314.73,2,322.125,Tablet,,0.0,2023-06-25 16:29:15,2023-06-26 16:03:49,347,72cb5bee-2fee-4efc-a64f-c962f9b7411d,941.0,22584.0,Abandoned,High Value - Price Concern,High Value,Small,1300.1085666666665,25
269,Active,2022-05-31 13:15:12,1736.37,4,270.9975,Tablet,,0.0,2022-05-31 19:54:05,2022-06-02 06:15:08,325,8120a573-302a-469f-9c60-fab93618a9c9,1331.0,31944.0,Active,N/A - Active,High Value,Small,1838.7577666666668,0
270,Active,2025-12-18 06:07:39,393.60999999999996,2,128.345,Mobile,,0.0,2025-12-18 13:02:13,2025-12-20 02:07:10,84,4b27e262-bfa1-4238-8703-099900e3204d,34.0,816.0,Active,N/A - Active,Low Value,Small,63.14163333333334,0
271,Abandoned,2022-12-12 19:00:48,135.0,1,67.5,Desktop,,0.0,2022-12-12 21:26:37,2022-12-12 21:26:37,461,85ec39e7-d4bb-4055-b6f9-64bcabdaafd5,1136.0,27264.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1521.7166666666667,25
272,Abandoned,2018-11-12 15:48:50,67.05,1,67.05,Desktop,,0.0,2018-11-12 17:20:47,2018-11-12 17:20:47,440,3a52e1de-1f5c-40e8-ada7-3d0d2753f22e,2627.0,63048.0,Abandoned,Long Time - Lost Interest,Very Low Value,Single Item,3507.678166666666,25
273,Active,2023-05-28 15:55:44,294.16999999999996,2,113.215,Tablet,,0.0,2023-05-28 16:44:48,2023-05-28 19:36:54,87,5778300a-a83a-4fe2-b143-caffe70a0caf,969.0,23256.0,Active,N/A - Active,Low Value,Small,1306.8251,0
274,Converted,2025-03-29 23:26:52,253.94,1,126.97,Desktop,,0.0,2025-03-30 00:01:32,2025-03-30 00:01:32,223,4e15c1c6-4e6d-4adc-abec-724f9a7cc81a,297.0,7128.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,406.61820000000006,25
275,Active,2024-12-25 02:56:28,2548.8500000000004,2,732.96,Desktop,,0.0,2024-12-25 15:51:10,2024-12-28 06:46:53,94,e6d89814-ceaf-4e33-8cc9-3e10edbacac7,392.0,9408.0,Active,N/A - Active,High Value,Small,605.1321666666666,0
276,Converted,2025-07-10 00:21:18,2923.1299999999997,4,569.0925,Mobile,,0.0,2025-07-10 02:23:01,2025-07-10 09:59:37,303,ec0ebd5d-abc7-49d8-a5ba-6ac7d4ec8881,195.0,4680.0,Abandoned,High Value - Price Concern,High Value,Small,359.6939,25
277,Abandoned,2023-06-12 08:30:57,473.1,2,236.55,Desktop,,0.0,2023-06-12 13:21:41,2023-06-12 14:53:36,189,b6dd930b-ef4d-4cc4-88f9-b22d7a38d92b,954.0,22896.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1292.1930000000002,25
278,Active,2024-11-28 14:58:07,930.4,2,232.6,Desktop,,0.0,2024-11-29 02:11:29,2024-12-02 05:03:45,196,400cec4f-e100-4a71-8a62-b528a25f57ba,418.0,10032.0,Active,N/A - Active,Medium Value,Small,591.2453333333334,0
279,Abandoned,2025-10-18 02:37:49,1089.93,2,306.88,Mobile,,0.0,2025-10-18 02:37:49,2025-10-18 02:37:49,73,9ad03502-b084-4951-9893-e78909de807e,95.0,2280.0,Abandoned,High Value - Price Concern,High Value,Small,165.3645666666667,25
280,Active,2022-05-21 19:46:09,1541.54,4,238.68,Desktop,,0.0,2022-05-21 19:59:02,2022-05-21 21:10:15,153,ac98f197-5a3f-4f7d-8bd9-928d03899b45,1341.0,32184.0,Active,N/A - Active,High Value,Small,1846.2462000000003,0
281,Converted,2025-08-06 23:09:24,1229.92,2,162.73,Tablet,,0.0,2025-08-07 00:29:02,2025-08-07 01:27:36,32,50929c04-36ee-4962-b504-0b094d11fa0f,167.0,4008.0,Abandoned,High Value - Price Concern,High Value,Small,265.56426666666664,25
282,Converted,2021-06-22 13:54:05,3058.56,3,231.42666666666665,,,,2021-06-23 05:26:12,2021-06-24 02:38:14,5,0e2dbc85-ecaf-4d22-8f0b-c2e136a536a5,1673.0,40152.0,Abandoned,High Value - Price Concern,High Value,Small,2331.4234666666666,25
283,Abandoned,2023-05-27 19:49:50,502.14,1,502.14,Desktop,,0.0,2023-05-27 20:58:53,2023-05-27 20:58:53,230,e20649c2-21b8-402c-be86-be5ef31c8150,970.0,23280.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,1311.3975333333335,25
284,Active,2025-02-05 12:21:24,1212.72,2,552.26,Desktop,,0.0,2025-02-07 13:02:09,2025-02-08 16:45:12,426,f1918be7-929f-46ab-8ab6-1d27927dbf51,348.0,8352.0,Active,N/A - Active,High Value,Small,506.38159999999993,0
285,Converted,2025-04-28 11:43:48,2133.32,3,320.55,Tablet,,0.0,2025-04-28 12:01:58,2025-04-28 22:15:20,229,3a1eff67-ff8a-4302-a956-336cd6c4b557,268.0,6432.0,Abandoned,High Value - Price Concern,High Value,Small,430.3329333333334,25
286,Active,2025-07-09 13:44:44,1559.66,2,298.84000000000003,,,,2025-07-11 03:09:06,2025-07-11 18:10:45,307,1519027e-158d-4094-a0f2-1e2f4868f8a5,194.0,4656.0,Active,N/A - Active,High Value,Small,311.4564666666667,0
287,Abandoned,2021-06-23 06:10:49,616.55,2,175.015,,,,2021-06-23 09:45:37,2021-06-23 11:03:33,222,9dae246b-9142-42b1-b845-3cb05da95f89,1673.0,40152.0,Abandoned,High Value - Price Concern,Medium Value,Small,2255.1631666666667,25
288,Abandoned,2023-04-29 20:16:34,342.29,1,342.29,Tablet,,0.0,2023-04-29 22:41:24,2023-04-29 22:41:24,137,a4283b08-ffae-4d6f-b2ec-d621aceb0b00,998.0,23952.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1343.9353666666666,25
289,Deleted,2025-11-06 12:35:08,136.92,1,136.92,Desktop,,0.0,2025-11-11 13:40:12,2025-11-11 13:40:12,19,904f3d8b-6e1a-4188-a77a-3c9799074f11,71.0,1704.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,101.77426666666666,25
290,Abandoned,2025-10-03 13:11:15,1049.34,3,174.89,Mobile,,0.0,2025-10-03 13:11:15,2025-10-03 13:11:15,70,26c16783-9f56-4fdc-aff3-16f8a7042cd7,110.0,2640.0,Abandoned,High Value - Price Concern,High Value,Small,187.14686666666668,25
291,Active,2024-11-28 14:58:10,395.89,2,127.7,Desktop,,0.0,2024-11-29 06:52:14,2024-11-29 08:17:26,196,400cec4f-e100-4a71-8a62-b528a25f57ba,418.0,10032.0,Active,N/A - Active,Low Value,Small,575.2100333333334,0
292,Deleted,2023-03-01 21:30:29,1338.71,4,323.125,Mobile,,0.0,2023-03-04 17:17:09,2023-03-16 01:27:08,137,f451d1be-8bcb-4c28-a8e1-d14330fe995a,1054.0,25296.0,Abandoned,High Value - Price Concern,High Value,Small,1457.4946333333332,25
293,Abandoned,2022-06-16 05:22:45,2575.04,2,446.995,Mobile,,0.0,2022-06-16 06:36:47,2022-06-16 07:01:22,10,be028a24-2ef2-4376-bf6c-7abc0ee35d29,1315.0,31560.0,Abandoned,High Value - Price Concern,High Value,Small,1836.5845333333332,25
294,Abandoned,2022-10-05 01:24:06,1525.58,2,297.395,Desktop,,0.0,2022-10-05 01:55:05,2022-10-05 03:07:53,227,5c7cbd63-74ba-4f79-af16-198c041fd280,1204.0,28896.0,Abandoned,High Value - Price Concern,High Value,Small,1657.1007333333334,25
295,Abandoned,2024-11-23 23:55:52,1369.87,3,204.43666666666664,,,,2024-11-24 00:02:29,2024-11-24 00:51:19,415,c0ac79a0-d6a3-46ff-817d-cf478ae54b97,423.0,10152.0,Abandoned,High Value - Price Concern,High Value,Small,614.0961000000001,25
296,Active,2023-10-19 06:30:55,861.8399999999999,1,287.28,Tablet,,0.0,2023-10-21 18:40:38,2023-10-21 18:40:38,16,1a79bda6-3c29-4d8d-8d5e-0446bb151ea7,823.0,19752.0,Active,N/A - Active,Medium Value,Single Item,1126.1885333333335,0
297,Abandoned,2025-11-25 05:52:49,1368.8999999999999,2,142.465,Mobile,,0.0,2025-11-25 08:58:40,2025-11-25 14:46:33,473,c028f76c-2b3d-4ce3-a31b-39f6f6204f56,57.0,1368.0,Abandoned,High Value - Price Concern,High Value,Small,123.067,25
298,Active,2025-10-11 11:53:02,427.70000000000005,2,213.85000000000002,Desktop,,0.0,2025-10-12 23:58:30,2025-10-13 01:13:46,328,b1f8bedb-1c02-4233-9715-11b067bc2b57,101.0,2424.0,Active,N/A - Active,Low Value,Small,153.49766666666667,0
299,Abandoned,2024-08-31 11:13:06,1631.59,2,255.015,Desktop,,0.0,2024-08-31 13:57:11,2024-08-31 14:47:11,35,d39eb03c-3e96-4d67-9c5d-7aaf87bbf8e2,508.0,12192.0,Abandoned,High Value - Price Concern,High Value,Small,732.2810333333333,25
300,Converted,2023-12-27 22:26:14,312.39,1,104.13,Tablet,,0.0,2023-12-29 00:11:25,2023-12-29 00:11:25,338,2d29610b-f7ee-4153-9c9d-e6c3898103c4,754.0,18096.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1017.7050333333334,25
301,Active,2024-10-18 22:42:43,4324.46,5,430.89,Desktop,,0.0,2024-10-19 00:08:09,2024-10-19 09:10:09,1,9514139f-297d-4312-a159-96136fde9694,459.0,11016.0,Active,N/A - Active,High Value,Medium,756.7338000000001,0
302,Deleted,2019-03-24 13:39:52,150.92,1,150.92,Desktop,,0.0,2019-03-26 05:05:33,2019-03-26 05:05:33,349,442cf0a7-552b-4f39-a3ef-6625c71f9b3b,2493.0,59832.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,3331.5276000000003,25
