customer_id,gender,date_of_birth,account_status,city,state_province,postal_code,country,account_created_at,last_login_date,is_active,order_recency_days,order_frequency,order_total_spent,customer_age,customer_tenure_days,days_since_last_login,customer_age_group,customer_activity_status,customer_segment,customer_lifetime_value,total_orders,total_revenue,avg_order_value,total_items_purchased,avg_items_per_order,total_discount_received,avg_discount_per_order,first_order_date,last_order_date,avg_days_between_orders,total_cancelled_orders,total_reviews_written,avg_review_rating,total_sessions,avg_session_duration,total_pages_viewed,total_products_viewed,session_conversion_rate,cart_abandonment_rate,preferred_device_type,preferred_referrer_source,wishlist_items_count,wishlist_conversion_rate,preferred_payment_method,days_since_last_purchase,is_repeat_customer,cancellation_rate,customer_activity_score,total_carts_created,total_abandoned_carts,total_purchased_carts,total_abandoned_value,avg_time_in_cart_days,customer_abandonment_rate,customer_purchase_rate,recency_score,frequency_score,monetary_score,rfm_segment,customer_segment_label,rfm_overall_score,rfm_category,churn_risk
135,Female,2001-10-06,Active,Henderson,NV,38333.0,US,2025-01-27 10:14:49,2025-10-29,True,185.0,1.0,2795.37,24,359,84,18-24,Inactive,Lost,8386.11,1,8386.11,2795.3700000000003,6,2.0,1762.08,587.36,2025-07-20 10:34:18,2025-07-20 10:34:18,,3.0,2,4.5,5,15.666666666666666,68.0,11.0,0.2,0.0,Mobile,Direct,5,0.2,,185.0,0,300.0,17.387273763440863,2,2,0.0,3578.96,258.0,100.0,0.0,5.0,5.0,4.0,554,Champions,4.666666666666667,High Value,Low Risk
136,Female,1998-04-11,Active,Henderson,NV,42483.0,US,2025-09-07 19:57:10,2025-10-13,True,113.0,1.0,205.71,27,136,100,25-34,Dormant,At Risk,205.71,1,205.71,205.71,1,1.0,,,2025-09-30 04:13:23,2025-09-30 04:13:23,,0.0,4,4.25,4,23.0,61.0,42.0,0.0,0.5,Mobile,Organic Search,2,0.5,Gift Card,113.0,0,0.0,1.1622971929824564,2,1,0.0,166.63,84.0,50.0,0.0,5.0,5.0,1.0,551,New Customers,3.6666666666666665,Medium Value,Low Risk
137,Male,1995-12-28,Inactive,Georgetown,UT,16758.0,US,2021-01-30 18:50:13,2025-07-02,False,,,,30,1817,203,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,2,3.5,5,30.6,130.0,47.0,0.0,0.0,Mobile,Organic Search,4,0.5,,,0,,,4,3,0.0,3109.9,1147.5,75.0,0.0,,,,,,,,
138,Female,1972-09-06,Inactive,Bristol,ME,91389.0,US,2025-01-25 08:32:43,2025-08-29,False,,,,53,361,145,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,7.0,24.0,13.0,0.0,0.0,Desktop,Organic Search,5,0.2,,,0,,,1,0,0.0,0.0,219.0,0.0,0.0,,,,,,,,
139,Female,1943-01-28,Active,Allentown,PA,95951.0,US,2018-04-15 13:43:34,2025-10-19,True,,,,83,2838,94,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,4.0,5,8.2,34.0,8.0,0.0,0.4,Mobile,Organic Search,0,,,,0,,,1,1,0.0,3052.08,2313.0,100.0,0.0,,,,,,,,
140,Male,1991-07-03,Active,Georgetown,NJ,30454.0,US,2022-12-06 01:42:20,2025-07-01,True,,,,34,1142,204,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,2,2.0,14.0,7.0,0.0,0.0,Desktop,Social Media,4,0.25,,,0,,,2,1,0.0,1087.8000000000002,495.0,50.0,0.0,,,,,,,,
141,Female,1977-01-26,Active,Houston,TX,77081.0,US,2021-12-04 07:28:22,2025-11-07,True,,,,49,1509,75,45-54,Inactive,,0.0,0,0.0,,0,,,,,,,,1,5.0,7,11.0,68.0,46.0,0.0,0.2857142857142857,Desktop,Social Media,2,0.0,,,0,,,1,1,0.0,2812.8,891.0,100.0,0.0,,,,,,,,
142,Female,1959-09-06,Active,Franklin,WI,36117.0,US,2018-05-27 15:55:33,2025-07-06,True,,,,66,2796,199,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,3.0,5,12.0,42.0,20.0,0.2,0.6,Mobile,Organic Search,3,0.0,,,0,,,1,0,0.0,0.0,2551.0,0.0,0.0,,,,,,,,
143,Male,1998-11-20,Active,Georgetown,DE,77177.0,US,2017-09-29 00:07:48,2025-08-05,True,,,,27,3036,169,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,2,5.0,4,33.0,66.0,4.0,0.0,0.0,Desktop,Social Media,1,0.0,,,0,,,1,1,0.0,420.03,1747.0,100.0,0.0,,,,,,,,
144,Male,1949-07-08,Active,Albany,NY,54605.0,US,2021-09-18 05:34:20,2025-07-17,True,,,,76,1586,188,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,47.0,65.0,34.0,0.25,0.0,Mobile,Direct,4,0.25,,,0,,,0,0,,0.0,,,,,,,,,,,
145,Male,1961-05-14,Inactive,Las Vegas,NV,35736.0,US,2018-06-13 04:13:08,2019-04-30,False,,,,64,2779,2458,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,2,4.0,18.0,9.0,0.5,0.0,Desktop,Organic Search,3,0.0,,,0,,,1,0,0.0,0.0,976.0,0.0,0.0,,,,,,,,
146,Male,1965-12-04,Blocked,Philadelphia,PA,79315.0,US,2025-08-22 18:22:22,2025-09-12,False,,,,60,152,131,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,8,12.285714285714286,114.0,47.0,0.125,0.125,Mobile,Direct,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
147,Male,1952-02-17,Active,Clinton,NH,82602.0,US,2020-03-23 03:33:08,2025-04-15,True,,,,73,2130,281,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,5,121.33333333333333,71.0,9.0,0.0,0.2,Mobile,Display Ads,0,,,,0,,,2,1,0.0,999.99,360.0,50.0,0.0,,,,,,,,
148,Female,1950-09-25,Active,Savannah,GA,91522.0,US,2016-05-15 08:31:31,2025-08-29,True,,,,75,3538,145,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,2.0,5,10.5,63.0,28.0,0.4,0.2,Desktop,Email,1,1.0,,,0,,,2,1,0.0,1878.6,2216.5,50.0,0.0,,,,,,,,
149,Female,2000-04-04,Active,Springfield,NS,,CA,2021-03-18 21:34:36,2025-04-29,True,,,,25,1770,267,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,1,4.0,5,33.25,77.0,41.0,0.0,0.2,Desktop,Email,0,,,,0,,,1,0,0.0,0.0,85.0,0.0,0.0,,,,,,,,
150,Female,1978-12-10,Active,Georgetown,IN,75107.0,US,2021-05-15 16:57:26,2025-08-10,True,799.0,2.0,2281.79,47,1712,164,45-54,Dormant,Lost,6845.370000000001,2,6845.370000000001,1140.8950000000002,19,3.1666666666666665,107.60999999999999,35.87,2023-11-14 07:29:49,2023-11-14 21:29:49,,0.0,20,4.3,3,,11.0,6.0,0.3333333333333333,0.0,Desktop,Paid Search,1,0.0,Credit Card,799.0,1,0.0,14.540740000000001,4,4,0.0,4065.21,848.5,100.0,0.0,3.0,5.0,4.0,354,Loyal Customers,4.0,High Value,Low Risk
151,Female,1989-06-25,Active,Bristol,WV,45118.0,US,2018-07-07 06:26:25,2025-08-19,True,,,,36,2755,155,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,4,16.5,43.0,21.0,0.0,0.0,Mobile,Organic Search,1,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
152,Female,1973-08-24,Closed,Madison,ND,75070.0,US,2022-07-14 21:56:05,2023-08-25,False,,,,52,1287,880,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,1,15.0,13.0,6.0,0.0,0.0,Desktop,Direct,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
153,Female,1951-03-05,Active,Springfield,WV,98027.0,US,2018-07-20 17:27:30,2025-01-10,True,,,,74,2742,376,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,18.333333333333332,63.0,29.0,0.0,0.0,Mobile,Organic Search,3,0.3333333333333333,,,0,,,2,1,0.0,2740.0,1341.0,50.0,0.0,,,,,,,,
154,Female,1941-04-25,Inactive,Cambridge,MA,72700.0,US,2019-06-30 06:40:19,2023-01-06,False,,,,84,2397,1111,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,2,3.5,5,7.6,54.0,31.0,0.2,0.4,Mobile,Direct,3,0.3333333333333333,,,0,,,1,1,0.0,3087.54,1492.0,100.0,0.0,,,,,,,,
155,Male,1964-12-02,Inactive,Clinton,UT,64831.0,US,2018-03-25 23:31:24,2019-09-10,False,,,,61,2859,2325,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,3,9.333333333333334,56.0,16.0,0.0,0.3333333333333333,Desktop,Social Media,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
156,Male,1970-11-26,Active,Springfield,OK,86085.0,US,2025-06-10 07:30:58,2025-09-26,True,,,,55,225,117,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,1,1.0,4.0,,0.0,0.0,Mobile,Organic Search,1,1.0,,,0,,,0,0,,0.0,,,,,,,,,,,
157,Male,1952-02-18,Inactive,Fort Worth,TX,37839.0,US,2018-12-02 02:13:55,2022-02-07,False,,,,73,2607,1444,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,5,57.333333333333336,112.0,33.0,0.0,0.2,Tablet,Social Media,1,1.0,,,0,,,1,1,0.0,39.31,2471.0,100.0,0.0,,,,,,,,
158,Male,2000-03-17,Active,Fairview,NS,,CA,2020-05-19 14:40:17,2025-02-24,True,,,,25,2073,331,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,2,3.0,1,13.0,24.0,1.0,0.0,0.0,Tablet,Direct,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
159,Female,1968-11-10,Active,Reno,NV,90460.0,US,2025-02-18 21:38:08,2025-06-25,True,,,,57,337,210,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,4,4.25,2,10.5,40.0,11.0,0.0,0.0,Mobile,Email,2,0.0,,,0,,,1,1,0.0,0.0,,100.0,0.0,,,,,,,,
160,Male,1992-01-15,Active,Lowell,MA,69637.0,US,2024-02-12 08:22:16,2025-02-28,True,,,,34,709,327,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,2,,3.0,1.0,0.0,0.0,Tablet,Organic Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
161,Male,1973-05-27,Blocked,Clinton,TN,67119.0,US,2022-09-29 21:44:43,2024-12-16,False,,,,52,1210,401,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,2,16.5,36.0,20.0,0.0,0.0,Desktop,Organic Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
162,Male,2005-01-05,Active,Reading,PA,98954.0,US,2022-11-05 13:54:31,2025-03-04,True,,,,21,1173,323,18-24,Dormant,,0.0,0,0.0,,0,,,,,,,,18,4.111111111111111,5,12.75,68.0,34.0,0.2,0.0,Desktop,Paid Search,2,0.5,,,0,,,4,4,0.0,7195.000000000001,241.25,100.0,0.0,,,,,,,,
163,Female,1960-10-01,Active,Franklin,NM,91506.0,US,2021-08-04 21:21:58,2025-02-20,True,,,,65,1631,335,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,3.0,4,9.0,30.0,3.0,0.0,0.0,Mobile,Organic Search,1,0.0,,,0,,,1,1,0.0,767.5699999999999,1197.0,100.0,0.0,,,,,,,,
164,Female,1986-03-17,Active,Macon,GA,89205.0,US,2015-05-11 02:21:27,2025-10-27,True,,,,39,3908,86,35-44,Inactive,,0.0,0,0.0,,0,,,,,,,,0,,4,50.5,48.0,29.0,0.0,0.0,Mobile,Organic Search,2,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
165,Female,1978-02-16,Active,Cambridge,MA,31538.0,US,2025-04-18 13:57:29,2025-04-26,True,,,,47,278,270,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,22.0,35.0,14.0,0.25,0.5,Desktop,Organic Search,2,0.5,,,0,,,0,0,,0.0,,,,,,,,,,,
166,Female,1943-02-21,Inactive,Chester,KY,56461.0,US,2015-04-25 17:37:16,2018-01-08,False,,,,82,3924,2935,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,2,4.0,2,20.5,47.0,38.0,0.0,0.0,Desktop,Social Media,2,0.5,,,0,,,1,1,0.0,0.0,,100.0,0.0,,,,,,,,
167,Female,1950-06-25,Active,Salem,ND,87101.0,US,2018-09-04 16:37:12,2025-06-24,True,1287.0,1.0,1872.61,75,2696,211,65 and over,Dormant,Lost,3745.22,1,3745.22,1872.61,4,2.0,407.96,203.98,2022-07-14 00:39:04,2022-07-14 00:39:04,,0.0,3,5.0,4,18.333333333333332,34.0,12.0,0.0,0.0,Mobile,Direct,1,1.0,Credit Card,1287.0,0,0.0,7.921495900621117,1,1,0.0,1965.8400000000001,1289.0,100.0,0.0,2.0,5.0,3.0,253,At Risk,3.3333333333333335,Medium Value,High Risk
168,Female,1955-02-10,Active,Bristol,ME,13667.0,US,2025-08-02 17:23:58,2025-11-25,True,,,,70,172,57,65 and over,Inactive,,0.0,0,0.0,,0,,,,,,,,1,3.0,2,106.5,36.0,4.0,0.0,0.0,Desktop,Paid Search,3,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
169,Female,1948-09-05,Active,Fairview,VA,68226.0,US,2017-02-27 19:34:36,2025-11-28,True,1057.0,1.0,1285.72,77,3250,54,65 and over,Inactive,Lost,3857.16,1,3857.16,1285.72,8,2.6666666666666665,,,2023-03-01 20:31:29,2023-03-01 20:31:29,,3.0,0,,4,12.666666666666666,51.0,3.0,0.0,0.0,Desktop,Organic Search,0,,PayPal,1057.0,0,300.0,8.15212718336484,2,1,0.0,1186.42,1059.0,50.0,0.0,2.0,5.0,3.0,253,At Risk,3.3333333333333335,Medium Value,High Risk
170,Male,1974-09-23,Pending,,,,,2025-07-23 03:03:12,1900-01-01,False,,,,51,182,46041,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,0,,,,,,,,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
171,Male,1962-01-04,Active,Savannah,GA,80836.0,US,2025-03-31 00:17:35,2025-11-03,True,,,,64,296,79,55-64,Inactive,,0.0,0,0.0,,0,,,,,,,,1,4.0,2,7.0,34.0,11.0,0.0,0.5,Tablet,Direct,4,0.75,,,0,,,1,0,0.0,0.0,115.0,0.0,0.0,,,,,,,,
172,Female,1955-07-10,Active,Georgetown,NS,,CA,2023-04-16 17:36:04,2025-07-24,True,,,,70,1011,181,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,3,4.333333333333333,2,11.0,14.0,,0.0,0.0,Tablet,Referral,2,0.5,,,0,,,1,1,0.0,399.62,947.0,100.0,0.0,,,,,,,,
173,Male,1980-12-03,Active,Springfield,MS,46799.0,US,2015-02-08 07:47:01,2025-08-04,True,,,,45,4000,170,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,1,4.0,4,21.666666666666668,81.0,27.0,0.0,0.25,Mobile,Organic Search,3,0.0,,,0,,,1,1,0.0,1266.03,1478.0,100.0,0.0,,,,,,,,
174,Female,1964-05-01,Inactive,Lethbridge,AB,,CA,2025-06-20 18:54:14,2025-11-01,False,,,,61,215,81,55-64,Inactive,,0.0,0,0.0,,0,,,,,,,,0,,5,5.0,22.0,10.0,0.2,0.0,Mobile,Organic Search,3,0.0,,,0,,,1,1,0.0,2787.54,118.0,100.0,0.0,,,,,,,,
175,Male,1974-11-24,Active,Salem,MO,22560.0,US,2018-07-07 22:04:50,2025-10-21,True,2219.0,1.0,1134.98,51,2755,92,45-54,Dormant,Lost,3404.94,1,3404.94,1134.98,5,1.6666666666666667,,,2019-12-25 06:24:21,2019-12-25 06:24:21,,0.0,2,3.5,5,20.5,38.0,13.0,0.0,0.4,Tablet,Social Media,1,1.0,Credit Card,2219.0,0,0.0,7.227898018018018,1,1,0.0,1034.94,2221.0,100.0,0.0,1.0,5.0,2.0,152,Hibernating,2.6666666666666665,Low Value,High Risk
176,Male,1952-06-29,Inactive,Fairview,MD,54944.0,US,2018-06-30 18:27:32,2025-10-21,False,,,,73,2762,92,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,2,4.0,2,1.0,8.0,4.0,0.0,0.0,Tablet,Direct,3,0.0,,,0,,,1,0,0.0,0.0,1176.0,0.0,0.0,,,,,,,,
177,Female,1996-04-24,Active,Quebec City,QC,,CA,2018-05-12 13:21:10,2025-11-02,True,,,,29,2811,80,25-34,Inactive,,0.0,0,0.0,,0,,,,,,,,0,,5,9.2,65.0,42.0,0.0,0.0,Desktop,Email,1,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
178,Female,1963-02-08,Active,Franklin,MS,79065.0,US,2017-01-01 06:01:11,2025-08-12,True,,,,62,3307,162,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,3,4.333333333333333,4,12.333333333333334,53.0,20.0,0.0,0.25,Wearable,Direct,2,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
179,Male,1952-05-20,Active,Bristol,MS,78012.0,US,2024-07-19 16:37:56,2025-04-18,True,,,,73,551,278,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,5,8.0,26.0,7.0,0.0,0.2,Mobile,Email,5,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
180,Female,1982-10-12,Active,Aurora,CO,75767.0,US,2020-09-29 19:21:27,2025-05-09,True,868.0,1.0,431.66,43,1940,257,35-44,Dormant,Lost,863.32,1,863.32,431.66,3,1.5,75.46,37.73,2023-09-06 14:41:57,2023-09-06 14:41:57,,0.0,10,3.5,2,9.0,10.0,1.0,0.0,0.0,Smart TV,Organic Search,2,0.0,Credit Card,868.0,0,0.0,2.172669919447641,2,1,0.0,416.61,876.5,50.0,0.0,2.0,5.0,1.0,251,Others,2.6666666666666665,Low Value,Low Risk
181,Female,1948-09-28,Active,Austin,TX,54541.0,US,2018-07-06 06:27:49,2025-01-01,True,1945.0,1.0,213.89,77,2756,385,65 and over,Dormant,Lost,213.89,1,213.89,213.89,1,1.0,5.59,5.59,2020-09-24 05:41:13,2020-09-24 05:41:13,,0.0,1,5.0,4,5.666666666666667,52.0,18.0,0.0,0.25,Desktop,Direct,0,,Credit Card,1945.0,0,0.0,0.8483349845837617,1,1,0.0,147.53,1946.0,100.0,0.0,1.0,5.0,1.0,151,Others,2.3333333333333335,Low Value,Low Risk
182,Male,1966-07-03,Closed,Bristol,NE,19012.0,US,2017-04-23 07:18:42,2023-03-10,False,,,,59,3195,1048,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,3,25.0,34.0,6.0,0.0,0.0,Mobile,Social Media,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
183,Male,1963-03-09,Active,Fairview,MT,32954.0,US,2020-11-23 10:58:36,2025-04-18,True,,,,62,1885,278,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,26.333333333333332,95.0,24.0,0.5,0.0,Tablet,Paid Search,2,0.0,,,0,,,4,1,0.0,1419.88,560.6666666666666,25.0,0.0,,,,,,,,
184,Other,1990-08-20,Active,Salem,NJ,55043.0,US,2016-05-11 11:04:48,2025-11-02,True,,,,35,3542,80,35-44,Inactive,,0.0,0,0.0,,0,,,,,,,,0,,0,,,,,,,,4,0.0,,,0,,,1,1,0.0,1561.0099999999998,139.0,100.0,0.0,,,,,,,,
185,Male,1976-02-08,Active,Chester,SD,94018.0,US,2016-11-20 02:42:48,2025-12-19,True,449.0,1.0,2605.78,49,3349,33,45-54,Inactive,Lost,7817.34,1,7817.34,2605.78,6,2.0,275.07,91.69,2024-10-29 07:10:52,2024-10-29 07:10:52,,0.0,14,4.142857142857143,6,14.0,51.0,17.0,0.0,0.0,Tablet,Organic Search,2,0.5,Cash on Delivery,449.0,0,0.0,16.12356888888889,3,2,0.0,5553.740000000001,1067.6666666666667,66.66666666666666,0.0,3.0,5.0,4.0,354,Loyal Customers,4.0,High Value,Low Risk
186,Female,1979-06-05,Closed,Springfield,MS,18825.0,US,2016-05-09 07:13:06,2020-05-08,False,,,,46,3544,2084,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,17.0,29.0,10.0,0.0,0.0,Mobile,Social Media,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
187,Other,1980-11-06,Active,Chester,IN,17087.0,US,2023-04-16 10:08:17,2025-07-16,True,664.0,1.0,1248.83,45,1011,189,45-54,Dormant,Lost,4995.32,1,4995.32,1248.83,8,2.0,75.56,18.89,2024-03-28 14:33:36,2024-03-28 14:33:36,,0.0,12,4.25,3,41.0,21.0,9.0,0.0,0.3333333333333333,Desktop,Social Media,2,0.5,Credit Card,664.0,0,0.0,10.45079037593985,3,3,0.0,2623.33,421.0,100.0,0.0,3.0,5.0,3.0,353,Loyal Customers,3.6666666666666665,Medium Value,Low Risk
188,Prefer Not To Say,2011-02-18,Active,Madison,YT,,CA,2025-06-21 02:23:25,2025-09-19,True,,,,14,214,124,Under 18,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,7,58.0,101.0,52.0,0.0,0.2857142857142857,Smart TV,Social Media,1,0.0,,,0,,,1,1,0.0,1068.1599999999999,168.0,100.0,0.0,,,,,,,,
189,Female,1995-05-10,Active,Ottawa,ON,,CA,2020-02-09 21:09:16,2025-08-21,True,,,,30,2173,153,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,10,18.833333333333332,131.0,48.0,0.0,0.2,Mobile,Organic Search,0,,,,0,,,1,1,0.0,473.1,954.0,100.0,0.0,,,,,,,,
190,Other,1960-02-10,Active,Victoria,BC,,CA,2017-01-30 06:03:47,2025-09-22,True,,,,65,3278,121,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,6,19.8,96.0,41.0,0.16666666666666666,0.16666666666666666,Mobile,Direct,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
191,Other,1995-04-06,Active,Georgetown,AR,53287.0,US,2019-10-26 10:23:43,2025-07-02,True,,,,30,2279,203,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,3,5.0,4,11.0,23.0,7.0,0.0,0.5,Mobile,Paid Search,1,0.0,,,0,,,2,2,0.0,403.72,484.0,100.0,0.0,,,,,,,,
192,Male,1983-10-03,Closed,Chester,YT,,CA,2022-05-20 22:57:06,2024-07-17,False,,,,42,1342,553,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,3,25.0,77.0,28.0,0.0,0.3333333333333333,Desktop,Organic Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
193,Prefer Not To Say,1953-03-21,Inactive,Salem,SK,,CA,2025-05-07 17:40:46,2025-09-09,False,,,,72,259,134,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,2,14.0,26.0,20.0,0.0,0.5,Tablet,Paid Search,3,0.0,,,0,,,1,1,0.0,1061.06,152.0,100.0,0.0,,,,,,,,
194,Female,2004-06-04,Inactive,Clinton,VA,39500.0,US,2023-11-07 15:40:53,2024-06-15,False,398.0,1.0,3357.81,21,806,585,18-24,Dormant,Lost,6715.62,1,6715.62,3357.81,4,2.0,25.4,12.7,2024-12-19 17:22:54,2024-12-19 17:22:54,,0.0,0,,6,19.75,93.0,35.0,0.16666666666666666,0.0,Mobile,Social Media,2,0.5,PayPal,398.0,0,0.0,13.931490626566415,3,2,0.0,4202.91,354.6666666666667,66.66666666666666,0.0,4.0,5.0,5.0,455,Champions,4.666666666666667,High Value,Low Risk
195,Male,1993-02-09,Active,Springfield,WV,57477.0,US,2024-09-16 01:54:59,2024-12-26,True,,,,32,492,391,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,1,4.0,4,85.0,37.0,6.0,0.0,0.25,Mobile,Organic Search,4,0.5,,,0,,,0,0,,0.0,,,,,,,,,,,
196,Male,1968-03-12,Active,Riverside,DE,20831.0,US,2022-09-18 19:11:41,2025-06-16,True,,,,57,1221,219,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,2,4.0,4,13.5,36.0,20.0,0.0,0.0,Mobile,Paid Search,3,0.3333333333333333,,,0,,,3,1,0.0,3571.5200000000004,294.3333333333333,33.33333333333333,0.0,,,,,,,,
197,Male,1989-04-06,Closed,Clinton,WI,96321.0,US,2017-01-27 12:52:44,2017-04-18,False,,,,36,3281,3200,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,3,5.333333333333333,45.0,7.0,0.0,0.0,Mobile,Social Media,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
198,Female,1995-06-04,Active,Madison,MN,26841.0,US,2021-01-13 16:13:44,2025-11-05,True,,,,30,1834,77,25-34,Inactive,,0.0,0,0.0,,0,,,,,,,,2,3.5,3,3.0,20.0,13.0,0.0,0.0,Mobile,Organic Search,2,0.5,,,0,,,0,0,,0.0,,,,,,,,,,,
199,Female,1986-12-03,Active,Aurora,CO,53714.0,US,2021-10-13 05:26:52,2025-10-07,True,329.0,1.0,721.16,39,1561,106,35-44,Dormant,Lost,1442.32,1,1442.32,721.16,5,2.5,187.32,93.66,2025-02-26 10:20:03,2025-02-26 10:20:03,,0.0,0,,2,5.0,23.0,12.0,0.0,0.0,Desktop,Social Media,2,0.0,Credit Card,329.0,0,0.0,3.405852121212121,2,2,0.0,1770.2800000000002,925.5,100.0,0.0,4.0,5.0,2.0,452,New Customers,3.6666666666666665,Medium Value,Low Risk
200,Female,2008-06-29,Active,Springfield,KY,77314.0,US,2023-09-01 05:22:51,2025-01-11,True,,,,17,873,375,Under 18,Dormant,,0.0,0,0.0,,0,,,,,,,,29,3.689655172413793,1,,3.0,,0.0,0.0,Desktop,Social Media,1,1.0,,,0,,,1,1,0.0,2770.3999999999996,572.0,100.0,0.0,,,,,,,,
201,Female,1990-10-03,Active,Chester,UT,26343.0,US,2025-06-04 15:51:55,2025-12-23,True,,,,35,231,29,35-44,Active,,0.0,0,0.0,,0,,,,,,,,3,4.0,1,,3.0,1.0,0.0,1.0,Mobile,Display Ads,3,0.0,,,0,,,2,2,0.0,833.04,47.0,100.0,0.0,,,,,,,,
202,Male,1992-01-27,Active,Riverside,MN,10675.0,US,2019-06-01 06:59:19,2025-01-29,True,,,,34,2426,357,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,8,27.625,83.0,17.0,0.125,0.125,Desktop,Direct,1,0.0,,,0,,,1,0,0.0,0.0,623.0,0.0,0.0,,,,,,,,
203,Male,1957-05-20,Active,Georgetown,NE,14142.0,US,2021-01-06 08:06:28,2025-01-22,True,,,,68,1841,364,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,14,17.333333333333332,198.0,71.0,0.14285714285714285,0.14285714285714285,Desktop,Social Media,3,0.0,,,0,,,4,3,0.0,5358.3099999999995,1330.0,75.0,0.0,,,,,,,,
204,Male,2002-06-11,Active,Riverside,LA,44541.0,US,2018-01-31 01:43:53,2025-07-02,True,434.0,3.0,3957.12,23,2912,203,18-24,Dormant,Lost,7125.299999999999,3,7125.299999999999,1425.06,12,2.4,890.84,222.71,2018-06-13 16:16:51,2024-11-13 11:36:43,1172.5,0.0,24,3.875,4,25.5,85.0,17.0,0.25,0.0,Mobile,Paid Search,6,0.3333333333333333,Apple Pay,434.0,1,0.0,15.542554022988506,4,3,0.0,2378.61,1855.0,75.0,0.0,4.0,5.0,5.0,455,Champions,4.666666666666667,High Value,Low Risk
205,Female,1973-08-28,Active,Henderson,NV,43064.0,US,2018-02-23 11:45:26,2025-08-20,True,,,,52,2889,154,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,1,2.0,5,8.5,28.0,15.0,0.0,0.0,Tablet,Display Ads,0,,,,0,,,1,0,0.0,0.0,2136.0,0.0,0.0,,,,,,,,
