cart_item_id,cart_id,product_id,quantity,unit_price,total_price,added_at,updated_at,item_status,cart_age_time
673,256,340,2,1050.39,2100.78,2022-01-23 23:56:22,2022-01-24 01:28:00,Abandoned,125995441
676,258,96,1,623.82,623.82,2022-09-08 18:00:12,2022-09-08 18:25:32,Abandoned,106317611
677,258,495,1,76.86,76.86,2022-09-08 20:34:08,2022-09-09 01:04:47,Abandoned,106308375
679,259,35,1,480.99,480.99,2020-06-19 18:38:43,2020-06-20 14:20:46,Active,176385700
682,260,327,3,160.21,480.63,2018-09-28 21:38:14,2018-09-30 22:55:03,Deleted,230806929
683,260,48,2,746.22,1492.44,2018-09-27 21:34:37,2018-10-01 06:47:02,Deleted,230893546
684,261,243,3,555.05,1665.15,2019-06-06 08:00:53,2019-06-07 11:22:56,Active,209169570
685,261,148,6,317.46,1904.76,2019-06-06 23:57:21,2019-06-07 02:38:27,Deleted,209112182
686,261,259,2,146.12,292.24,2019-06-05 18:18:39,2019-06-06 08:30:30,Abandoned,209218904
687,262,80,3,85.74,257.22,2021-06-06 09:20:10,2021-06-06 14:50:25,Abandoned,146006413
688,262,427,1,137.59,137.59,2021-06-06 11:54:20,2021-06-06 15:10:42,Active,145997163
689,262,349,1,635.35,635.35,2021-06-06 09:59:43,2021-06-06 11:16:33,Active,146004040
692,264,196,2,232.03,464.06,2023-01-14 14:21:48,2023-01-15 10:29:40,Converted,95271515
693,265,252,6,323.84,1943.04,2024-07-04 09:39:53,2024-07-04 14:57:14,Active,48891630
694,265,284,2,304.44,608.88,2024-07-04 10:10:40,2024-07-04 13:55:02,Abandoned,48889783
695,265,477,3,75.86,227.58,2024-07-04 13:11:05,2024-07-04 13:47:33,Abandoned,48878958
696,265,6,1,119.78,119.78,2024-07-04 14:23:27,2024-07-04 15:04:40,Abandoned,48874616
697,266,93,1,719.26,719.26,2025-11-04 13:18:07,2025-11-04 13:23:50,Active,6715336
698,266,142,3,174.48,523.44,2025-11-04 12:50:26,2025-11-04 13:41:32,Abandoned,6716997
699,266,281,2,59.36,118.72,2025-11-04 10:49:46,2025-11-04 13:44:24,Abandoned,6724237
700,266,324,1,69.69,69.69,2025-11-04 06:32:39,2025-11-04 11:26:40,Abandoned,6739664
701,267,108,1,247.37,247.37,2025-06-07 14:44:14,2025-06-07 15:09:58,Abandoned,19670169
702,267,224,2,376.73,753.46,2025-06-07 14:57:31,2025-06-07 15:10:45,Abandoned,19669372
703,267,44,1,326.93,326.93,2025-06-07 14:56:03,2025-06-07 14:56:52,Abandoned,19669460
704,267,300,2,281.9,563.8,2025-06-07 13:34:50,2025-06-07 13:49:11,Abandoned,19674333
706,268,424,3,26.23,78.69,2023-06-25 16:29:15,2023-06-27 03:06:37,Converted,81267068
707,268,143,2,618.02,1236.04,2023-06-26 16:03:49,2023-06-27 08:49:54,Converted,81182194
708,269,191,1,727.94,727.94,2022-06-01 06:46:23,2022-06-03 00:02:37,Active,114911640
709,269,107,6,84.07,504.42,2022-05-31 19:54:05,2022-06-02 05:56:37,Active,114950778
710,269,384,1,39.95,39.95,2022-06-02 06:15:08,2022-06-02 14:21:46,Active,114827115
711,269,196,2,232.03,464.06,2022-06-01 21:48:06,2022-06-02 08:28:24,Active,114857537
713,270,271,1,119.77,119.77,2025-12-20 02:07:10,2025-12-20 11:08:52,Active,2781193
714,270,492,2,136.92,273.84,2025-12-18 13:02:13,2025-12-19 13:12:59,Active,2914690
715,271,303,2,67.5,135.0,2022-12-12 21:26:37,2022-12-13 01:29:15,Abandoned,98097226
717,272,418,1,67.05,67.05,2018-11-12 17:20:47,2018-11-12 17:48:17,Abandoned,226934376
719,273,452,1,192.56,192.56,2023-05-28 19:36:54,2023-05-28 21:35:53,Active,83675009
720,273,332,3,33.87,101.61,2023-05-28 16:44:48,2023-05-28 18:16:23,Active,83685335
721,274,307,2,126.97,253.94,2025-03-30 00:01:32,2025-03-30 00:35:06,Converted,25684731
723,275,154,1,382.99,382.99,2024-12-25 15:51:10,2024-12-28 09:41:15,Active,33835753
724,275,144,2,1082.93,2165.86,2024-12-28 06:46:53,2024-12-28 07:13:19,Active,33609210
725,276,283,1,1198.51,1198.51,2025-07-10 02:23:01,2025-07-10 10:47:41,Converted,16863442
726,276,237,3,204.25,612.75,2025-07-10 09:59:37,2025-07-10 18:10:16,Converted,16836046
727,276,349,1,635.35,635.35,2025-07-10 05:38:37,2025-07-10 19:14:51,Converted,16851706
728,276,295,2,238.26,476.52,2025-07-10 03:16:34,2025-07-10 12:35:50,Converted,16860229
729,277,19,1,219.56,219.56,2023-06-12 13:21:41,2023-06-12 16:15:41,Active,82401522
730,277,299,1,253.54,253.54,2023-06-12 14:53:36,2023-06-12 15:07:31,Abandoned,82396007
731,278,480,2,53.57,107.14,2024-11-29 02:11:29,2024-11-29 05:43:34,Active,36131334
732,278,94,2,411.63,823.26,2024-12-02 05:03:45,2024-12-02 10:30:38,Active,35861798
733,279,427,1,137.59,137.59,2025-10-18 02:37:49,2025-10-18 02:37:49,Abandoned,8222554
734,279,92,2,476.17,952.34,2025-10-18 02:37:49,2025-10-18 02:37:49,Abandoned,8222554
735,280,348,1,502.14,502.14,2022-05-21 20:38:51,2022-05-21 21:08:26,Active,115812092
736,280,32,4,112.28,449.12,2022-05-21 20:05:35,2022-05-21 20:39:59,Active,115814088
737,280,114,2,249.98,499.96,2022-05-21 21:10:15,2022-05-21 21:12:43,Active,115810208
738,280,290,1,90.32,90.32,2022-05-21 19:59:02,2022-05-21 20:32:22,Abandoned,115814481
739,281,278,3,71.92,215.76,2025-08-07 01:27:36,2025-08-07 03:04:29,Converted,14447567
740,281,299,4,253.54,1014.16,2025-08-07 00:29:02,2025-08-07 01:21:39,Converted,14451081
743,282,233,3,45.4,136.2,2021-06-23 15:42:51,2021-06-24 15:42:49,Converted,144514652
744,282,436,1,80.51,80.51,2021-06-24 02:38:14,2021-06-24 19:52:20,Converted,144475329
745,282,318,5,568.37,2841.85,2021-06-23 05:26:12,2021-06-25 01:33:56,Converted,144551651
746,283,348,1,502.14,502.14,2023-05-27 20:58:53,2023-05-27 21:50:34,Abandoned,83756490
747,284,458,2,108.2,216.4,2025-02-07 13:02:09,2025-02-09 08:30:39,Abandoned,30044294
748,284,335,1,996.32,996.32,2025-02-08 16:45:12,2025-02-09 10:34:07,Active,29944511
751,285,220,5,269.37,1346.85,2025-04-28 12:01:58,2025-04-28 18:06:33,Converted,23135905
752,285,203,2,94.19,188.38,2025-04-28 22:15:20,2025-04-28 22:37:27,Converted,23099103
753,285,392,1,598.09,598.09,2025-04-28 17:49:13,2025-04-28 22:09:47,Converted,23115070
754,286,293,1,116.69,116.69,2025-07-11 18:10:45,2025-07-12 13:49:34,Active,16720178
755,286,35,3,480.99,1442.97,2025-07-11 03:09:06,2025-07-11 10:24:43,Active,16774277
756,287,27,2,266.52,533.04,2021-06-23 09:45:37,2021-06-23 10:29:03,Abandoned,144536086
759,287,306,1,83.51,83.51,2021-06-23 11:03:33,2021-06-23 11:41:32,Abandoned,144531410
760,288,189,1,342.29,342.29,2023-04-29 22:41:24,2023-04-29 23:39:18,Abandoned,86169539
763,289,492,1,136.92,136.92,2025-11-11 13:40:12,2025-11-13 16:13:17,Deleted,6109211
765,290,61,2,57.63,115.26,2025-10-03 13:11:15,2025-10-03 13:11:15,Abandoned,9480548
766,290,410,2,143.2,286.4,2025-10-03 13:11:15,2025-10-03 13:11:15,Abandoned,9480548
767,290,252,2,323.84,647.68,2025-10-03 13:11:15,2025-10-03 13:11:15,Abandoned,9480548
768,291,325,2,140.49,280.98,2024-11-29 08:17:26,2024-11-29 10:15:58,Active,36109377
770,291,70,1,114.91,114.91,2024-11-29 06:52:14,2024-11-30 11:39:01,Active,36114489
771,292,293,1,116.69,116.69,2023-03-16 01:27:08,2023-03-24 05:34:45,Deleted,90047595
772,292,8,1,870.7,870.7,2023-03-09 06:41:54,2023-03-10 14:46:36,Deleted,90633509
773,292,240,1,258.9,258.9,2023-03-04 17:17:09,2023-03-09 04:07:00,Deleted,91027394
774,292,267,2,46.21,92.42,2023-03-14 07:45:49,2023-03-17 07:23:39,Deleted,90197674
775,293,251,4,393.53,1574.12,2022-06-16 07:01:22,2022-06-16 08:12:31,Abandoned,113614741
776,293,218,2,500.46,1000.92,2022-06-16 06:36:47,2022-06-16 07:03:23,Abandoned,113616216
777,294,255,2,426.79,853.58,2022-10-05 01:55:05,2022-10-05 03:26:23,Abandoned,104042718
778,294,12,4,168.0,672.0,2022-10-05 03:07:53,2022-10-05 04:12:45,Abandoned,104038350
779,295,305,3,378.28,1134.84,2024-11-24 00:02:29,2024-11-24 00:43:20,Abandoned,36571074
780,295,58,1,68.4,68.4,2024-11-24 00:51:19,2024-11-24 01:00:01,Active,36568144
781,295,346,1,166.63,166.63,2024-11-24 00:47:27,2024-11-24 01:17:21,Abandoned,36568376
782,296,416,3,287.28,861.84,2023-10-21 18:40:38,2023-10-22 04:51:41,Active,71063985
783,297,47,2,85.17,170.34,2025-11-25 14:46:33,2025-11-25 16:18:34,Abandoned,4895630
784,297,41,6,199.76,1198.56,2025-11-25 08:58:40,2025-11-25 15:31:32,Active,4916503
788,298,493,1,369.54,369.54,2025-10-13 01:13:46,2025-10-13 21:38:12,Active,8659597
789,298,193,1,58.16,58.16,2025-10-12 23:58:30,2025-10-13 12:37:33,Active,8664113
790,299,312,4,101.5,406.0,2024-08-31 13:57:11,2024-08-31 14:57:45,Active,43864992
791,299,103,3,408.53,1225.59,2024-08-31 14:47:11,2024-08-31 14:58:36,Abandoned,43861992
792,300,127,3,104.13,312.39,2023-12-29 00:11:25,2023-12-29 02:33:34,Converted,65168938
793,301,153,1,432.84,432.84,2024-10-19 00:45:30,2024-10-19 08:34:10,Active,39678893
794,301,277,2,39.31,78.62,2024-10-19 08:15:23,2024-10-19 09:08:39,Active,39651900
795,301,443,2,1258.34,2516.68,2024-10-19 00:08:09,2024-10-19 07:59:28,Active,39681134
796,301,402,4,224.2,896.8,2024-10-19 09:10:09,2024-10-19 09:29:08,Active,39648614
797,301,41,2,199.76,399.52,2024-10-19 01:25:28,2024-10-19 04:42:10,Active,39676495
798,302,489,1,150.92,150.92,2019-03-26 05:05:33,2019-03-27 01:17:57,Deleted,215400890
799,303,209,2,119.56,239.12,2024-01-19 13:15:55,2024-01-22 07:43:35,Active,63307468
800,303,350,2,359.85,719.7,2024-01-17 08:59:28,2024-01-22 03:52:51,Deleted,63495655
801,303,233,4,45.4,181.6,2024-01-16 14:14:02,2024-01-16 21:48:01,Active,63563181
803,304,90,3,64.18,192.54,2025-06-20 11:15:03,2025-06-20 14:59:37,Deleted,18559520
804,304,193,2,58.16,116.32,2025-06-16 01:57:47,2025-06-19 06:48:28,Deleted,18938556
805,304,30,1,386.41,386.41,2025-06-16 22:30:34,2025-06-17 02:00:50,Deleted,18864589
806,304,164,1,336.48,336.48,2025-06-12 21:10:39,2025-06-13 17:58:52,Deleted,19214984
807,305,257,4,298.33,1193.32,2023-11-06 17:22:56,2023-11-06 23:22:12,Active,69686247
808,305,136,1,302.25,302.25,2023-11-07 04:28:55,2023-11-07 05:31:08,Active,69646288
809,305,486,1,415.81,415.81,2023-11-05 12:31:11,2023-11-06 23:35:16,Active,69790152
810,305,35,1,480.99,480.99,2023-11-05 23:59:37,2023-11-07 05:37:55,Active,69748846
811,305,319,3,226.96,680.88,2023-11-05 09:20:18,2023-11-05 17:38:56,Active,69801605
812,306,318,2,568.37,1136.74,2025-04-29 14:23:27,2025-04-30 08:20:32,Converted,23041016
815,308,321,2,74.05,148.1,2022-10-24 18:38:56,2022-10-25 12:51:45,Active,102340887
816,308,262,1,423.36,423.36,2022-10-25 09:10:22,2022-10-25 18:19:34,Active,102288601
817,308,434,3,521.01,1563.03,2022-10-21 17:41:16,2022-10-25 14:12:26,Active,102603547
818,308,458,1,108.2,108.2,2022-10-21 23:33:09,2022-10-23 20:04:36,Active,102582434
819,308,334,4,256.03,1024.12,2022-10-21 14:33:35,2022-10-21 23:21:53,Active,102614808
820,309,298,3,1007.9,3023.7,2024-07-21 15:30:34,2024-07-21 15:42:18,Abandoned,47401789
821,310,251,1,393.53,393.53,2025-02-03 00:33:45,2025-02-03 01:20:04,Converted,30434798
822,310,464,6,118.76,712.56,2025-02-02 23:37:47,2025-02-03 01:23:08,Converted,30438156
823,310,188,1,960.8,960.8,2025-02-03 00:36:43,2025-02-03 00:40:27,Converted,30434620
824,310,12,1,168.0,168.0,2025-02-03 01:18:27,2025-02-03 01:44:30,Converted,30432116
827,311,420,2,348.82,697.64,2020-10-14 16:14:59,2020-10-14 18:28:35,Converted,166285524
829,312,253,1,131.16,131.16,2025-12-06 08:45:46,2025-12-08 22:30:45,Deleted,3966877
830,312,61,1,57.63,57.63,2025-12-11 18:38:44,2025-12-12 15:45:19,Deleted,3499299
831,312,222,1,668.94,668.94,2025-11-30 10:50:08,2025-12-05 04:37:26,Deleted,4477815
833,313,216,1,142.37,142.37,2024-11-07 07:46:09,2024-11-09 14:53:28,Deleted,38012054
834,313,251,1,393.53,393.53,2024-10-25 06:28:12,2024-10-26 10:04:52,Deleted,39139931
836,314,30,1,386.41,386.41,2023-06-15 01:41:10,2023-06-15 02:14:07,Abandoned,82184353
837,314,434,4,521.01,2084.04,2023-06-15 01:42:15,2023-06-15 01:47:55,Abandoned,82184288
838,314,188,1,960.8,960.8,2023-06-15 02:14:47,2023-06-15 02:56:17,Abandoned,82182336
839,315,69,3,45.4,136.2,2025-12-01 08:26:04,2025-12-02 14:04:37,Deleted,4400059
840,315,184,1,466.38,466.38,2025-11-27 17:41:14,2025-12-05 15:11:46,Deleted,4712349
841,315,124,2,228.97,457.94,2025-12-03 07:58:35,2025-12-04 08:39:20,Deleted,4228908
842,316,483,3,1017.36,3052.08,2019-09-22 02:53:02,2019-09-22 03:23:14,Active,199856841
843,317,216,1,142.37,142.37,2022-01-07 22:34:48,2022-01-08 01:03:22,Active,127382735
844,317,265,2,73.41,146.82,2022-01-03 18:24:10,2022-01-07 14:06:23,Active,127743373
845,317,385,3,485.58,1456.74,2022-01-02 12:11:10,2022-01-02 23:23:52,Active,127852153
846,317,328,1,64.82,64.82,2022-01-05 19:58:39,2022-01-07 12:40:46,Abandoned,127564904
847,317,493,1,369.54,369.54,2022-01-07 01:43:58,2022-01-07 22:42:12,Active,127457785
849,318,139,1,133.83,133.83,2025-12-24 06:08:59,2025-12-24 23:41:50,Deleted,2421084
850,318,35,1,480.99,480.99,2025-12-16 12:03:05,2025-12-19 02:38:45,Deleted,3091038
851,318,214,5,316.55,1582.75,2025-12-10 01:55:52,2025-12-13 19:39:29,Deleted,3645871
852,318,449,1,274.42,274.42,2025-12-08 11:11:51,2025-12-19 22:45:35,Deleted,3785312
854,319,45,3,217.29,651.87,2025-02-08 17:09:29,2025-02-08 18:48:26,Active,29943054
855,319,391,2,44.4,88.8,2025-02-08 13:50:08,2025-02-09 01:09:17,Abandoned,29955015
857,319,434,2,521.01,1042.02,2025-02-08 11:48:31,2025-02-09 00:59:58,Active,29962312
859,320,254,1,395.44,395.44,2025-08-07 06:06:15,2025-08-07 07:27:24,Abandoned,14430848
861,320,169,2,571.68,1143.36,2025-08-07 05:31:20,2025-08-07 06:01:02,Abandoned,14432943
862,320,195,3,998.01,2994.03,2025-08-07 03:33:30,2025-08-07 08:04:57,Abandoned,14440013
863,321,159,2,25.78,51.56,2024-01-09 05:42:25,2024-01-10 01:25:58,Active,64198678
864,322,216,1,142.37,142.37,2025-02-05 09:20:07,2025-02-05 10:14:44,Abandoned,30230416
865,322,411,2,84.88,169.76,2025-02-05 10:44:11,2025-02-05 10:56:18,Abandoned,30225372
867,323,142,2,174.48,348.96,2021-01-14 13:38:11,2021-01-14 18:04:39,Converted,158346132
869,323,188,1,960.8,960.8,2021-01-14 18:07:21,2021-01-14 19:59:26,Converted,158329982
870,323,141,2,632.42,1264.84,2021-01-14 18:18:39,2021-01-14 19:42:48,Converted,158329304
871,324,216,1,142.37,142.37,2023-07-11 16:52:51,2023-07-13 10:17:57,Active,79883252
872,324,2,1,934.87,934.87,2023-07-10 19:37:57,2023-07-13 03:05:11,Active,79959746
873,324,471,1,403.72,403.72,2023-07-10 03:11:56,2023-07-13 09:01:46,Active,80018907
874,325,417,4,33.26,133.04,2025-08-10 22:42:27,2025-08-12 16:22:48,Active,14111876
875,325,207,2,46.8,93.6,2025-08-09 06:43:22,2025-08-09 09:33:13,Active,14255821
876,326,31,2,51.19,102.38,2025-09-01 07:45:04,2025-09-02 05:07:19,Active,12264919
877,326,381,3,453.14,1359.42,2025-08-29 16:53:31,2025-09-01 07:10:05,Deleted,12491212
878,326,391,2,44.4,88.8,2025-08-31 20:15:41,2025-09-01 19:29:36,Active,12306282
879,327,258,1,477.87,477.87,2024-08-26 20:03:26,2024-08-26 20:08:09,Abandoned,44275017
880,327,488,1,121.53,121.53,2024-08-26 20:22:19,2024-08-26 20:27:44,Active,44273884
881,327,261,2,246.89,493.78,2024-08-26 20:06:34,2024-08-26 21:08:44,Abandoned,44274829
883,328,212,4,57.67,230.68,2021-01-25 20:23:48,2021-01-25 21:48:13,Converted,157371395
885,329,143,2,618.02,1236.04,2025-05-03 19:29:12,2025-05-20 19:59:39,Deleted,22677071
886,329,89,1,513.91,513.91,2025-05-18 06:59:57,2025-05-27 04:00:31,Deleted,21426026
887,329,26,1,1113.63,1113.63,2025-05-19 06:22:10,2025-05-24 06:46:49,Deleted,21341893
889,330,303,5,67.5,337.5,2021-06-08 00:54:27,2021-06-08 08:33:38,Active,145863956
891,331,207,1,46.8,46.8,2025-10-29 08:36:52,2025-10-29 14:41:46,Active,7250611
892,331,272,1,133.08,133.08,2025-10-28 12:48:09,2025-10-30 02:12:58,Active,7321934
893,331,89,2,513.91,1027.82,2025-10-29 04:55:40,2025-10-29 21:59:12,Active,7263883
895,332,38,2,153.42,306.84,2023-05-19 09:47:38,2023-05-19 09:59:36,Abandoned,84487965
896,332,390,4,98.86,395.44,2023-05-19 09:52:06,2023-05-19 12:24:38,Abandoned,84487697
898,332,349,1,635.35,635.35,2023-05-19 13:47:21,2023-05-19 14:16:16,Abandoned,84473582
899,333,422,4,771.74,3086.96,2023-03-18 15:28:17,2023-03-18 19:52:39,Abandoned,89824326
900,333,452,3,192.56,577.68,2023-03-18 20:03:34,2023-03-18 20:06:11,Active,89807809
901,334,370,1,256.71,256.71,2015-05-24 16:07:22,2015-05-25 08:06:29,Active,336493981
902,334,324,1,69.69,69.69,2015-05-23 08:30:16,2015-05-25 14:07:45,Active,336607807
903,334,224,3,376.73,1130.19,2015-05-26 13:29:23,2015-05-26 15:34:34,Deleted,336330660
905,335,52,1,105.12,105.12,2018-06-12 05:44:43,2018-06-13 00:20:00,Converted,240195340
906,335,91,5,59.47,297.35,2018-06-11 22:35:37,2018-06-12 01:48:39,Converted,240221086
908,337,182,1,488.84,488.84,2025-11-21 19:05:30,2025-11-21 19:17:19,Converted,5225693
909,338,327,1,160.21,160.21,2025-01-26 15:40:30,2025-01-26 22:38:51,Converted,31071593
910,338,306,3,83.51,250.53,2025-01-25 21:26:17,2025-01-27 03:36:40,Converted,31137246
911,338,34,3,946.98,2840.94,2025-01-26 19:22:30,2025-01-26 20:47:29,Converted,31058273
912,339,471,1,403.72,403.72,2024-09-24 10:18:45,2024-10-11 03:01:48,Deleted,41804498
913,340,227,1,152.3,152.3,2022-08-02 19:48:30,2022-08-02 20:08:31,Converted,109507913
914,340,385,1,485.58,485.58,2022-08-03 05:20:55,2022-08-03 06:47:19,Converted,109473568
915,341,414,1,340.19,340.19,2025-04-17 10:56:03,2025-04-19 01:56:37,Converted,24090260
916,341,191,1,727.94,727.94,2025-04-16 20:38:39,2025-04-18 08:38:05,Converted,24141704
917,341,493,4,369.54,1478.16,2025-04-17 22:34:46,2025-04-17 23:58:53,Converted,24048337
918,342,280,2,941.58,1883.16,2025-06-16 00:38:43,2025-06-17 03:53:01,Active,18943300
919,342,371,1,345.81,345.81,2025-06-18 06:30:00,2025-06-18 07:53:13,Active,18749423
920,343,88,3,299.08,897.24,2025-06-11 23:18:12,2025-06-11 23:31:30,Active,19293731
921,344,130,2,745.47,1490.94,2021-05-08 20:00:39,2021-05-09 13:26:09,Converted,148473584
922,344,243,2,555.05,1110.1,2021-05-08 20:04:23,2021-05-09 10:14:34,Converted,148473360
923,344,261,2,246.89,493.78,2021-05-09 13:20:01,2021-05-09 13:26:06,Converted,148411222
924,345,367,1,383.26,383.26,2022-01-22 00:51:57,2022-01-22 01:00:05,Abandoned,126164906
925,346,239,4,491.36,1965.44,2021-09-04 11:49:14,2021-09-19 18:13:09,Deleted,138221469
926,346,188,1,960.8,960.8,2021-09-06 02:05:00,2021-09-09 11:02:45,Deleted,138083723
927,346,262,6,423.36,2540.16,2021-09-18 13:04:27,2021-09-25 08:31:50,Deleted,137007356
929,348,241,3,280.56,841.68,2025-09-01 19:54:59,2025-09-01 23:51:54,Abandoned,12221124
930,348,351,1,83.48,83.48,2025-09-01 23:15:21,2025-09-02 00:18:30,Abandoned,12209102
931,349,189,1,342.29,342.29,2025-10-06 22:45:35,2025-10-07 10:17:38,Converted,9186888
932,350,150,5,361.94,1809.7,2022-09-16 17:00:54,2022-09-16 21:38:16,Active,105629969
933,351,179,4,235.24,940.96,2024-10-01 01:41:50,2024-10-04 07:06:21,Active,41230713
934,351,331,1,45.91,45.91,2024-10-03 12:29:28,2024-10-03 21:34:27,Active,41019055
935,352,182,2,488.84,977.68,2024-03-09 07:37:46,2024-03-09 08:59:57,Abandoned,59007757
936,352,450,1,152.76,152.76,2024-03-09 08:23:32,2024-03-09 08:49:55,Abandoned,59005011
937,352,11,4,496.19,1984.76,2024-03-09 07:27:32,2024-03-09 08:11:07,Active,59008371
939,354,68,1,108.94,108.94,2025-10-09 02:30:34,2025-10-09 02:42:47,Abandoned,9000589
940,354,300,1,281.9,281.9,2025-10-09 02:26:07,2025-10-09 03:07:33,Abandoned,9000856
941,355,146,1,367.33,367.33,2024-09-27 01:01:53,2024-09-27 15:06:41,Converted,41578710
942,355,161,1,828.82,828.82,2024-09-27 06:06:18,2024-09-27 13:11:49,Converted,41560445
944,355,413,1,60.37,60.37,2024-09-26 10:42:15,2024-09-27 01:50:47,Converted,41630288
945,356,366,2,84.07,168.14,2024-03-09 07:07:51,2024-03-09 09:08:33,Abandoned,59009552
946,356,298,2,1007.9,2015.8,2024-03-09 07:36:27,2024-03-09 07:58:28,Abandoned,59007836
947,356,47,5,85.17,425.85,2024-03-09 08:21:59,2024-03-09 09:05:43,Abandoned,59005104
948,356,133,3,81.01,243.03,2024-03-09 08:04:09,2024-03-09 08:53:53,Abandoned,59006174
950,358,342,1,64.55,64.55,2025-10-29 17:45:24,2025-10-30 11:00:57,Converted,7217699
951,358,5,3,893.87,2681.61,2025-10-29 20:36:54,2025-10-30 05:56:43,Converted,7207409
952,359,31,3,51.19,153.57,2024-07-16 19:57:06,2024-07-16 21:08:10,Active,47817797
953,359,416,2,287.28,574.56,2024-07-16 21:32:47,2024-07-16 22:47:50,Abandoned,47812056
954,360,26,2,1113.63,2227.26,2024-11-04 06:32:26,2024-11-04 10:18:28,Active,38275677
955,360,465,1,119.4,119.4,2024-11-04 04:30:14,2024-11-04 09:48:14,Abandoned,38283009
956,360,291,2,44.4,88.8,2024-11-04 09:10:08,2024-11-04 09:19:50,Abandoned,38266215
957,360,39,2,59.03,118.06,2024-11-04 03:55:47,2024-11-04 07:20:09,Abandoned,38285076
958,360,415,2,158.1,316.2,2024-11-04 05:34:57,2024-11-04 08:03:00,Abandoned,38279126
959,361,271,2,119.77,239.54,2024-12-11 14:44:09,2024-12-11 17:48:29,Abandoned,35049374
960,361,324,1,69.69,69.69,2024-12-11 13:42:10,2024-12-11 17:26:33,Abandoned,35053093
961,361,394,2,238.97,477.94,2024-12-11 13:02:08,2024-12-11 15:28:44,Abandoned,35055495
962,361,91,2,59.47,118.94,2024-12-11 13:51:19,2024-12-11 15:10:04,Abandoned,35052544
963,361,391,2,44.4,88.8,2024-12-11 16:48:40,2024-12-11 16:55:44,Abandoned,35041903
964,361,7,1,1181.48,1181.48,2024-12-11 16:57:48,2024-12-11 17:37:38,Abandoned,35041355
965,362,109,3,134.59,403.77,2020-07-16 07:27:02,2020-07-16 11:48:59,Abandoned,174093201
966,362,143,1,618.02,618.02,2020-07-16 09:07:28,2020-07-16 10:50:12,Abandoned,174087175
967,362,318,4,568.37,2273.48,2020-07-16 12:47:33,2020-07-16 13:17:27,Abandoned,174073970
969,363,200,2,899.94,1799.88,2024-12-12 18:55:34,2024-12-12 19:16:47,Converted,34947889
972,364,479,3,196.45,589.35,2021-08-21 12:08:07,2021-08-22 05:13:25,Converted,139429936
973,364,492,3,136.92,410.76,2021-08-23 01:22:11,2021-08-23 06:39:39,Converted,139295892
976,365,90,1,64.18,64.18,2024-02-23 19:00:04,2024-02-23 22:06:49,Active,60262819
978,365,245,1,100.81,100.81,2024-02-20 20:14:37,2024-02-23 02:39:15,Active,60517546
979,366,257,1,298.33,298.33,2018-10-16 02:20:41,2018-10-16 03:09:53,Converted,229321182
980,366,75,2,254.98,509.96,2018-10-15 23:23:16,2018-10-16 02:08:59,Converted,229331827
981,367,29,4,129.61,518.44,2025-02-25 02:05:50,2025-02-25 10:30:11,Converted,28528473
982,367,59,1,234.15,234.15,2025-02-25 10:55:33,2025-02-26 07:49:46,Converted,28496690
983,368,487,2,424.39,848.78,2023-02-27 08:38:45,2023-02-27 08:53:26,Abandoned,91490498
984,369,416,1,287.28,287.28,2025-02-22 12:16:30,2025-02-22 18:36:06,Abandoned,28751033
985,369,169,1,571.68,571.68,2025-02-22 16:01:31,2025-02-22 21:14:15,Abandoned,28737532
986,369,456,1,184.36,184.36,2025-02-22 18:20:30,2025-02-22 22:13:34,Abandoned,28729193
987,369,436,2,80.51,161.02,2025-02-22 19:25:44,2025-02-22 22:05:09,Active,28725279
988,370,411,5,84.88,424.4,2018-09-27 10:11:04,2018-09-28 15:27:01,Converted,230934559
989,371,63,1,345.24,345.24,2022-10-21 09:12:01,2022-10-22 05:59:32,Deleted,102634102
990,371,147,3,64.35,193.05,2022-10-16 11:01:04,2022-10-17 17:38:58,Deleted,103059559
991,371,213,1,49.47,49.47,2022-10-12 14:27:08,2022-10-20 04:03:55,Deleted,103392795
992,371,276,1,179.81,179.81,2022-10-17 22:53:24,2022-10-22 22:34:27,Deleted,102930419
993,372,424,5,26.23,131.15,2024-08-05 02:09:56,2024-08-05 13:48:22,Active,46153827
994,372,233,5,45.4,227.0,2024-08-04 20:19:21,2024-08-04 23:18:52,Active,46174862
995,372,94,2,411.63,823.26,2024-08-05 05:23:05,2024-08-05 09:02:19,Active,46142238
996,373,100,1,212.59,212.59,2025-12-11 00:43:03,2025-12-11 08:57:23,Converted,3563840
997,374,83,6,35.12,210.72,2019-01-14 04:23:40,2019-01-19 19:18:45,Deleted,221537803
998,374,495,1,76.86,76.86,2019-01-12 18:32:19,2019-01-14 13:05:44,Deleted,221659684
999,375,377,2,543.75,1087.5,2021-01-11 15:55:34,2021-01-11 15:55:34,Abandoned,158597089
1000,375,359,2,1029.18,2058.36,2021-01-11 15:55:34,2021-01-11 15:55:34,Abandoned,158597089
1001,376,244,1,738.47,738.47,2024-12-16 22:35:28,2024-12-17 01:30:13,Active,34589095
1002,376,160,1,261.49,261.49,2024-12-16 01:56:33,2024-12-16 09:35:24,Active,34663430
1003,377,300,3,281.9,845.7,2017-08-17 19:38:29,2017-08-18 06:30:58,Converted,265978914
1004,377,330,1,117.61,117.61,2017-08-16 12:52:21,2017-08-17 10:16:08,Converted,266089682
1005,377,449,2,274.42,548.84,2017-08-17 11:07:11,2017-08-18 06:53:21,Converted,266009592
