inventory_id,product_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,last_restocked_date,storage_cost
5726,3499,106,0,0,18,2025-08-26,5.45
5897,3601,172,0,0,18,2025-03-15,2.05
5908,3607,471,0,0,22,2025-06-06,4.87
7244,4407,53,245,50,5,2025-08-02,1.15
7277,4423,293,124,22,5,2025-10-23,5.86
7377,4484,334,1,1,18,2025-10-09,5.8
7441,4520,2,11,3,0,2025-11-22,5.07
7707,4682,165,11,3,19,2025-10-19,57.66
7892,4792,146,4,4,16,2025-12-12,0.74
8086,4907,430,0,0,22,2025-11-09,3.03
8106,4918,322,464,25,18,2025-07-30,4.25
8130,4931,73,25,4,13,2025-07-08,3.07
8477,2902,411,102,9,10,2025-08-16,36.51
8725,4987,227,74,34,22,2025-11-13,2.66
8749,2489,28,19,0,0,2025-06-28,0.57
8929,1101,224,320,46,20,2025-09-25,4.28
9034,4313,163,3,2,29,2025-07-29,24.39
9155,571,294,4,2,0,2025-08-22,24.44
9258,131,155,20,6,0,2025-07-14,31.49
9354,2718,159,0,0,21,2025-04-21,8.81
9543,1317,334,14,0,27,2025-07-21,0.2
10126,1462,228,193,30,10,2025-08-17,0.82
10258,2540,344,70,7,30,2025-11-20,0.44
10364,4556,165,198,36,26,2025-11-11,5.54
10607,4500,96,380,28,23,2025-11-16,10.01
10675,1213,130,0,0,15,2025-02-14,8.96
10971,3888,162,244,20,12,2025-09-29,1.28
10973,1506,449,392,46,5,2025-11-22,0.75
11019,1755,151,58,14,20,2025-09-26,6.72
11068,1238,447,4,2,0,2025-12-11,0.17
11146,148,11,0,0,0,2025-06-06,1.38
11396,2377,24,93,5,7,2025-09-26,1.35
11888,4724,480,339,35,28,2025-08-06,20.79
11970,1446,122,398,1,14,2025-10-26,2.43
10823,4773,438,160,49,24,2025-08-29,37.06
91,55,49,0,0,6,2025-05-11,16.92
715,435,491,302,19,6,2025-07-08,1.05
856,522,219,2,1,10,2025-07-11,3.27
1037,630,214,341,40,24,2025-11-08,2.56
1175,717,376,20,5,0,2025-09-05,4.28
1206,737,164,200,9,9,2025-08-17,8.35
1207,738,413,0,0,6,2025-11-25,3.57
1707,1057,265,0,0,12,2025-11-17,6.46
2153,1323,470,5,5,16,2025-12-09,2.38
2171,1335,142,436,46,18,2025-12-17,8.95
2204,1356,95,429,38,21,2025-06-29,1.98
2493,1532,297,0,0,30,2025-07-05,4.85
2608,1605,14,20,9,0,2025-12-22,1.69
2726,1672,68,257,48,12,2025-07-03,0.3
2840,1743,488,280,19,9,2025-07-26,1.33
3018,1852,54,11,1,0,2025-10-10,13.62
3099,1900,500,58,7,28,2025-08-19,1.15
3109,1906,98,0,0,26,2025-07-14,1.53
3853,2355,83,0,0,9,2025-08-11,3.0
4890,2987,479,410,33,29,2025-09-09,3.43
4994,3047,219,6,1,0,2025-07-01,5.66
5080,3103,27,0,0,11,2025-10-16,24.46
5163,3152,375,11,1,8,2025-09-24,5.02
6201,3785,296,109,10,5,2025-12-15,4.96
6267,3823,9,19,1,0,2025-07-17,0.73
6304,3844,126,5,0,28,2025-10-04,2.15
6533,3976,289,0,0,6,2025-04-17,9.67
6869,4185,166,420,26,28,2025-07-26,2.7
6967,4244,233,1,0,0,2025-10-17,0.77
7159,4354,100,15,7,27,2025-09-25,1.09
7211,4384,70,427,46,30,2025-07-08,29.34
7930,4818,196,0,0,12,2025-10-03,3.29
8154,4946,52,18,6,0,2025-11-15,7.72
8311,4282,136,11,4,0,2025-12-10,5.13
8450,4698,192,254,0,6,2025-08-31,4.37
8547,1892,228,7,1,11,2025-12-01,29.24
8674,4060,292,294,35,19,2025-12-14,1.96
8745,587,153,316,43,10,2025-11-20,0.99
9306,2024,411,435,14,11,2025-10-05,2.76
9553,293,40,0,0,28,2025-09-26,29.08
9722,1924,303,0,0,6,2025-01-11,5.09
9752,2554,89,484,32,19,2025-12-19,0.2
10223,4276,360,121,28,13,2025-07-07,0.52
10257,4606,463,493,21,25,2025-11-13,4.46
10537,4358,354,94,33,28,2025-10-03,1.71
10716,588,109,292,31,19,2025-09-18,1.46
10984,979,313,0,0,16,2025-03-18,42.55
11244,4719,249,224,1,8,2025-11-10,2.07
11309,4491,378,0,0,8,2025-06-27,23.44
11592,2590,35,19,0,0,2025-10-10,3.86
11777,1220,131,62,19,27,2025-09-22,25.22
127,82,11,7,2,0,2025-12-24,3.39
333,199,457,18,5,0,2025-08-23,5.98
381,228,23,162,50,30,2025-09-15,6.09
618,370,377,380,37,30,2025-11-12,3.93
803,490,454,0,0,15,2025-06-15,14.61
925,560,285,142,21,16,2025-12-10,1.91
1171,716,323,347,33,19,2025-12-24,3.89
1669,1030,286,271,45,27,2025-07-12,2.27
1704,1054,251,470,40,29,2025-09-03,4.06
1772,1096,89,0,0,9,2025-09-28,2.74
1927,1188,355,13,5,26,2025-09-26,4.04
1991,1227,269,377,20,10,2025-09-14,2.72
2043,1255,211,0,0,10,2025-09-28,0.27
2304,1417,481,0,0,19,2025-08-30,0.97
2552,1571,200,106,30,6,2025-10-28,2.79
2568,1582,411,287,13,24,2025-09-21,5.35
3091,1896,128,0,0,14,2025-04-16,1.17
3186,1948,357,481,14,5,2025-08-07,22.31
3218,1964,389,280,37,5,2025-11-08,8.64
3455,2114,179,0,0,15,2025-08-08,22.71
3724,2280,206,0,0,21,2025-08-28,5.04
3911,2382,298,91,38,18,2025-10-02,1.16
3986,2426,99,357,21,22,2025-12-13,0.51
4793,2926,321,414,38,20,2025-08-28,1.02
4814,2940,302,248,6,17,2025-11-11,1.23
5109,3120,207,311,25,9,2025-07-31,5.71
5510,3369,262,16,5,0,2025-09-13,2.29
5752,3513,268,0,0,22,2025-07-29,6.17
6195,3783,93,0,0,15,2024-12-26,1.99
6565,3997,34,2,1,0,2025-11-29,30.25
6566,3997,486,14,6,0,2025-07-04,26.32
6730,4102,167,226,7,19,2025-12-20,3.3
6747,4113,196,9,3,0,2025-07-14,3.6
6904,4207,78,261,36,26,2025-08-12,4.86
6981,4252,281,233,29,26,2025-08-19,7.94
7071,4303,179,236,40,14,2025-09-03,2.56
7288,4431,29,430,35,6,2025-11-05,27.76
7391,4494,276,149,47,20,2025-11-22,12.31
7934,4820,430,304,42,24,2025-07-19,2.45
8332,4768,155,0,0,6,2025-09-30,9.53
8485,2764,307,13,4,9,2025-11-12,0.63
8732,2099,335,70,5,5,2025-07-20,2.67
8764,159,202,270,18,14,2025-11-24,3.22
8839,2049,281,335,42,19,2025-11-23,2.82
8852,3980,280,34,14,21,2025-09-27,1.07
8944,2818,84,2,1,25,2025-12-19,55.03
9156,3956,315,13,1,0,2025-09-20,0.57
9210,3026,334,227,31,6,2025-12-05,50.38
9384,3284,335,15,0,27,2025-11-02,6.84
9406,560,168,199,41,17,2025-08-27,11.67
9459,4656,129,481,38,5,2025-11-16,6.18
9511,2319,221,135,7,18,2025-06-28,1.02
9700,4665,30,77,5,22,2025-07-02,9.01
9905,1281,490,499,2,29,2025-11-13,1.38
10090,292,98,1,0,0,2025-07-11,4.25
10182,210,121,2,1,0,2025-09-24,6.54
10315,2845,400,0,0,15,2025-02-08,43.37
10368,3794,271,17,6,0,2025-11-19,10.03
10593,4093,231,7,1,16,2025-10-08,3.2
10784,3732,263,483,41,22,2025-10-08,0.35
10865,4236,42,0,0,29,2025-03-06,25.0
10977,3017,246,116,12,30,2025-10-25,6.94
11384,3799,121,440,1,9,2025-10-29,9.68
11521,3072,478,0,0,26,2025-10-24,1.22
12000,1275,492,398,44,14,2025-12-12,5.79
8,5,392,325,4,12,2025-09-12,4.98
275,170,9,470,21,27,2025-10-03,2.75
701,424,140,9,1,30,2025-11-29,38.32
963,587,325,314,37,13,2025-08-19,0.94
1348,826,164,190,49,22,2025-09-13,4.2
1366,837,287,0,0,18,2025-08-31,4.35
1616,1000,44,59,4,30,2025-09-08,1.87
1755,1086,55,81,37,23,2025-10-22,5.5
2308,1419,421,6,2,0,2025-11-30,6.32
2639,1622,139,125,125,7,2025-11-22,0.25
2716,1667,57,410,45,5,2025-12-19,8.11
3260,1991,170,202,47,25,2025-08-20,3.83
3325,2036,134,10,4,23,2025-07-16,1.18
3363,2062,413,457,7,12,2025-10-29,1.46
3530,2154,199,0,0,20,2025-10-29,2.35
3810,2333,220,469,12,6,2025-08-28,6.54
3830,2342,95,0,0,15,2025-10-05,20.69
4135,2520,235,84,18,16,2025-08-07,28.26
4427,2703,129,0,0,7,2024-12-31,1.52
4575,2799,3,194,27,13,2025-12-19,18.55
4617,2826,400,15,4,6,2025-10-30,1.39
4701,2873,73,386,12,25,2025-10-12,6.96
4767,2910,195,442,15,12,2025-11-01,23.47
5366,3281,384,494,17,5,2025-07-31,7.37
5453,3332,370,145,37,7,2025-11-24,0.76
5464,3338,110,9,1,25,2025-10-22,5.63
5710,3489,118,10,1,0,2025-09-04,0.96
6018,3669,294,5,3,23,2025-08-13,9.03
6216,3792,377,220,36,12,2025-09-21,19.86
6294,3839,480,477,7,20,2025-07-20,15.63
6462,3937,307,0,0,18,2025-11-03,2.15
6983,4253,56,40,15,19,2025-11-16,20.2
6993,4258,283,48,1,30,2025-11-18,15.8
7026,4278,419,15,5,7,2025-09-13,2.32
7255,4412,315,0,0,23,2025-02-15,2.72
7471,4540,455,436,13,30,2025-07-31,3.52
8052,4888,281,0,0,17,2025-09-27,0.28
8122,4926,162,355,7,30,2025-07-28,2.76
8381,3390,173,286,39,19,2025-09-02,55.58
8420,1298,171,230,39,28,2025-10-22,0.43
8421,379,46,324,12,21,2025-07-16,1.5
8542,4279,332,173,28,14,2025-09-03,1.76
8642,4557,269,280,39,16,2025-07-14,26.97
8647,4476,411,238,47,25,2025-11-04,32.97
8758,137,438,352,44,29,2025-07-22,39.92
8829,1650,50,0,0,27,2025-01-16,0.54
9184,2653,207,303,4,28,2025-08-26,2.78
9216,3557,10,33,14,12,2025-12-05,22.59
9342,4002,221,6,0,0,2025-07-16,3.17
9922,2318,133,293,21,12,2025-10-08,6.53
9971,429,226,461,19,12,2025-10-26,4.59
10071,2640,300,65,0,25,2025-09-02,1.56
10523,1983,177,310,42,23,2025-07-20,0.44
10589,3217,306,366,37,7,2025-10-29,5.45
10728,261,12,389,32,8,2025-07-26,6.41
10805,2329,264,346,21,22,2025-11-11,11.61
11324,3714,412,0,0,27,2025-06-09,32.55
11459,2421,276,51,16,14,2025-10-06,3.71
11503,4470,380,169,44,16,2025-09-24,8.38
11818,3648,332,0,0,5,2025-07-09,4.56
11916,2323,224,0,0,9,2025-05-07,7.71
11994,3916,265,5,1,9,2025-12-22,25.06
21,12,486,11,5,10,2025-11-19,0.58
135,87,38,0,0,9,2025-05-05,0.97
214,131,432,11,0,0,2025-09-05,18.65
720,438,375,114,19,11,2025-11-04,1.12
986,601,228,10,1,25,2025-09-02,1.72
1088,660,242,1,1,27,2025-10-04,2.93
1120,681,291,0,0,19,2025-09-08,8.76
1634,1011,233,0,0,23,2025-01-09,2.02
1897,1171,56,318,0,24,2025-09-07,2.74
2395,1467,53,263,2,9,2025-09-27,2.0
2723,1670,108,256,49,10,2025-11-21,34.81
2765,1696,105,14,1,29,2025-11-24,3.84
2995,1838,132,0,0,9,2025-11-03,3.46
3032,1862,195,101,36,5,2025-08-09,2.25
3063,1880,87,401,35,5,2025-11-09,29.97
3148,1929,272,0,0,30,2025-07-16,0.68
3193,1953,37,0,0,22,2025-04-07,15.64
3252,1986,127,242,16,14,2025-12-16,11.5
3359,2058,76,11,1,0,2025-11-09,3.03
3470,2122,165,300,22,15,2025-10-03,1.92
3509,2144,10,153,25,13,2025-10-29,6.29
3512,2145,93,0,0,9,2024-12-30,10.97
3644,2227,1,150,50,25,2025-12-24,0.25
3742,2290,178,213,43,7,2025-12-07,0.75
3813,2334,26,0,0,10,2025-05-18,5.59
4004,2437,154,0,0,21,2025-06-24,1.23
4433,2706,261,13,5,5,2025-12-23,14.92
5103,3117,287,16,6,0,2025-12-17,1.41
5180,3162,38,379,1,11,2025-10-11,1.3
5356,3274,23,8,1,7,2025-09-25,23.06
5394,3297,193,47,20,23,2025-10-30,4.3
5697,3481,87,71,28,6,2025-07-27,6.23
6075,3705,65,0,0,29,2025-05-05,4.58
6185,3776,332,345,46,20,2025-08-04,0.93
6257,3818,74,418,19,20,2025-07-02,3.73
6338,3865,115,2,0,0,2025-10-27,7.8
6372,3882,460,33,9,6,2025-10-29,1.07
6555,3992,248,0,0,24,2025-08-05,3.24
6653,4056,239,16,6,0,2025-08-25,7.76
7145,4345,168,129,23,12,2025-10-22,0.47
7151,4350,234,5,0,23,2025-08-03,51.19
7220,4391,60,0,0,17,2025-10-18,6.92
7226,4396,495,135,46,6,2025-09-19,5.75
7279,4425,237,0,0,13,2025-04-09,3.25
7631,4639,274,92,43,10,2025-10-04,9.8
7673,4663,123,0,0,17,2025-01-13,17.81
8088,4909,48,264,42,12,2025-12-06,7.32
8392,2314,337,271,34,26,2025-09-15,7.83
8468,2583,202,114,40,26,2025-07-07,7.21
8821,3048,480,233,17,23,2025-10-03,3.53
8947,2418,88,2,1,18,2025-08-18,6.01
8953,4650,284,361,2,7,2025-11-26,2.7
9112,2739,185,0,0,25,2025-07-16,5.51
9224,3408,155,28,4,10,2025-08-01,12.56
9341,3338,204,138,33,10,2025-09-24,1.79
9819,1577,85,343,40,14,2025-10-18,0.94
9868,4770,57,2,1,0,2025-09-12,53.82
9901,2385,144,349,41,16,2025-07-28,0.43
10386,1330,163,0,0,9,2025-11-21,27.47
11169,3629,31,230,0,22,2025-09-27,1.7
11930,2409,284,475,5,29,2025-07-03,17.02
10378,2362,453,462,23,25,2025-10-27,2.75
153,96,205,0,0,5,2025-02-14,0.7
351,210,60,18,1,0,2025-10-07,2.35
502,301,339,446,7,24,2025-11-30,4.07
540,326,100,0,0,16,2025-01-23,1.86
703,425,141,0,0,30,2025-07-09,4.81
762,466,49,441,12,21,2025-12-09,0.66
961,585,291,464,18,19,2025-12-16,10.36
1315,804,296,122,41,10,2025-09-01,1.94
1437,880,32,356,8,6,2025-11-25,2.35
2368,1452,486,248,14,5,2025-11-23,5.92
2401,1470,349,255,4,14,2025-10-14,4.95
2709,1663,439,60,6,9,2025-07-12,2.56
2854,1752,485,20,6,0,2025-09-05,3.01
3199,1956,107,287,27,27,2025-10-02,9.99
3540,2160,67,457,28,16,2025-09-06,0.99
3669,2245,58,36,13,18,2025-12-10,0.77
3832,2342,274,0,0,7,2025-11-21,9.01
4011,2439,49,463,6,5,2025-08-18,1.8
4071,2478,172,9,4,7,2025-09-23,9.28
4129,2516,364,168,27,27,2025-12-21,3.65
4416,2698,180,371,40,12,2025-10-01,6.16
4699,2873,233,156,7,15,2025-11-12,3.05
5445,3327,438,0,0,8,2025-11-11,2.08
5705,3485,241,323,23,18,2025-08-08,8.45
6045,3686,372,10,1,0,2025-09-19,3.45
7219,4391,468,0,0,17,2025-08-13,5.49
7455,4529,228,311,0,22,2025-08-26,9.76
7618,4631,326,13,4,15,2025-08-24,3.58
7665,4659,313,1,0,0,2025-10-20,6.22
7754,4709,498,5,4,10,2025-10-06,2.78
7766,4714,194,0,0,22,2025-05-15,1.1
7813,4747,488,0,0,10,2025-03-03,4.17
8021,4868,498,357,30,9,2025-07-17,5.58
8037,4878,328,11,1,24,2025-10-22,1.16
8648,3263,193,28,0,28,2025-10-19,4.44
8782,2282,155,0,0,24,2025-02-21,1.47
8998,1839,279,0,0,17,2025-10-22,1.05
9049,711,410,309,9,24,2025-11-08,21.56
9132,1522,278,121,22,22,2025-10-17,2.16
9139,3361,20,30,3,22,2025-10-18,11.09
9301,3286,328,21,10,17,2025-12-03,0.69
9324,1449,133,0,0,26,2025-02-14,16.29
9766,212,54,290,14,13,2025-12-10,1.48
9852,1782,302,427,34,5,2025-12-13,17.82
9923,795,164,495,25,27,2025-07-02,6.69
10075,1584,355,186,49,8,2025-09-10,0.74
10161,335,355,0,0,7,2025-08-27,9.91
10472,2105,353,476,5,30,2025-10-10,15.99
10669,4935,3,11,3,29,2025-08-10,8.76
10741,4240,241,194,8,14,2025-11-14,12.9
10872,4752,176,125,23,18,2025-12-23,4.41
11012,3809,388,12,1,24,2025-11-20,15.6
11663,2881,302,243,43,21,2025-10-14,1.74
11700,224,405,111,10,17,2025-09-17,6.0
11707,3401,247,0,0,22,2025-03-15,2.68
11945,3745,103,221,45,15,2025-11-29,10.52
294,179,272,288,14,15,2025-07-18,0.89
867,528,40,409,23,30,2025-09-23,21.32
1351,828,457,395,32,21,2025-10-15,4.44
1664,1026,244,0,0,29,2025-01-10,1.98
1676,1034,246,362,9,5,2025-09-20,4.22
1679,1036,3,346,23,25,2025-10-31,0.59
1698,1050,181,416,17,14,2025-10-15,15.89
2162,1329,358,77,30,27,2025-09-30,2.21
2201,1353,54,6,0,0,2025-09-12,3.38
2344,1437,462,191,48,29,2025-07-18,2.86
2896,1778,219,285,36,24,2025-08-12,8.71
2907,1785,425,203,17,26,2025-11-01,1.28
3078,1889,15,0,0,24,2025-11-01,23.66
3100,1901,411,11,3,0,2025-11-20,6.63
3276,2002,11,40,17,24,2025-07-07,38.46
3386,2075,187,343,23,6,2025-08-12,14.28
3525,2152,267,41,14,15,2025-08-17,12.34
3711,2272,447,60,11,19,2025-11-02,1.47
3738,2288,411,14,1,20,2025-08-18,6.16
3750,2294,219,68,32,22,2025-11-17,1.46
3995,2432,47,17,3,0,2025-12-01,11.51
4019,2445,312,388,13,23,2025-07-01,5.32
4073,2480,308,0,0,27,2025-10-12,5.74
4213,2571,179,30,12,16,2025-11-27,5.48
4747,2899,300,335,50,20,2025-10-26,4.72
4908,2999,14,7,2,16,2025-10-29,2.05
4957,3025,417,17,8,0,2025-07-03,5.35
4958,3026,292,346,50,17,2025-09-19,28.1
5073,3099,456,419,24,17,2025-09-03,2.27
5435,3322,195,357,30,16,2025-10-17,4.61
6415,3909,472,290,16,26,2025-09-08,9.11
6440,3925,275,335,35,27,2025-08-28,7.54
6652,4055,117,0,0,17,2025-09-10,8.55
7155,4353,258,11,1,0,2025-12-08,0.98
7884,4787,491,171,24,16,2025-10-23,0.58
8417,307,15,0,0,12,2025-01-03,25.47
8765,3241,123,273,6,9,2025-07-09,20.31
8807,2984,275,14,5,0,2025-10-18,2.78
8860,3018,137,0,0,0,2025-09-21,7.16
8924,328,399,335,31,15,2025-10-27,11.93
9303,3817,491,18,8,0,2025-09-03,28.61
9561,4903,154,365,30,21,2025-08-28,3.73
9691,748,209,220,3,16,2025-07-10,1.09
9741,3502,396,145,17,8,2025-10-27,3.39
9760,4431,229,168,37,25,2025-11-22,19.85
9864,2971,104,8,1,0,2025-09-22,4.85
9879,1529,72,77,28,19,2025-11-21,0.29
9902,1540,81,6,3,0,2025-07-22,0.67
9931,1024,214,264,29,19,2025-10-22,2.22
10078,1350,98,274,10,10,2025-10-20,1.29
10133,4078,289,443,0,28,2025-08-05,3.21
10256,2920,96,10,5,9,2025-07-07,0.98
10262,2205,440,325,17,20,2025-11-10,1.1
10457,957,434,12,1,28,2025-09-21,9.91
10664,2263,437,0,0,21,2025-05-21,1.11
10683,1639,432,174,17,11,2025-07-27,3.06
10932,21,47,1,1,0,2025-10-06,8.75
10945,3504,453,494,13,29,2025-12-09,0.87
11372,4166,58,16,4,0,2025-08-28,5.86
11422,3913,349,68,19,21,2025-12-16,2.39
11591,3303,19,0,0,18,2025-11-06,10.67
11616,2394,76,30,5,20,2025-09-19,3.31
11714,4214,287,332,39,20,2025-11-04,1.01
11776,2186,197,337,29,12,2025-12-18,3.69
11927,3947,64,0,0,13,2025-01-08,7.73
11989,2557,485,11,0,5,2025-12-15,5.38
930,565,451,254,25,9,2025-10-03,3.23
937,570,424,11,2,13,2025-10-16,4.81
1078,655,201,0,0,8,2025-08-08,1.05
1326,812,296,487,8,8,2025-09-25,24.44
2176,1339,379,338,33,29,2025-09-09,15.12
2356,1445,479,122,38,28,2025-11-06,8.29
2576,1586,128,0,0,28,2025-07-30,14.46
2660,1632,105,2,1,0,2025-08-16,9.85
2903,1783,246,1,1,27,2025-11-13,2.78
2922,1793,384,167,30,25,2025-11-27,3.84
3184,1946,175,175,32,17,2025-08-14,1.24
3319,2031,320,0,0,20,2025-04-13,1.2
3547,2165,291,11,1,12,2025-10-23,7.51
3808,2331,13,101,9,7,2025-08-24,1.88
3949,2404,135,300,46,5,2025-12-02,0.91
3975,2419,440,0,0,10,2025-03-14,4.46
5082,3105,354,303,6,30,2025-10-07,7.69
5113,3122,197,285,20,7,2025-07-29,10.0
5616,3430,327,3,1,20,2025-11-21,1.92
5757,3516,239,8,1,0,2025-07-20,1.8
6029,3677,316,111,50,6,2025-11-18,2.21
6150,3751,55,372,7,5,2025-10-08,6.84
6253,3816,498,7,1,0,2025-08-31,0.84
6905,4207,210,0,0,14,2025-11-19,2.39
7143,4343,80,0,0,22,2025-08-02,54.72
7400,4499,297,201,34,10,2025-08-21,13.65
7555,4592,137,453,46,10,2025-07-03,5.77
7698,4678,387,263,4,12,2025-10-19,19.25
7726,4693,102,8,1,0,2025-11-30,11.12
7733,4696,204,206,2,13,2025-09-16,17.48
7736,4697,499,0,0,20,2025-10-23,1.21
7993,4853,188,10,1,11,2025-12-04,2.21
8036,4877,281,0,0,20,2025-10-28,6.9
8197,4969,15,283,12,8,2025-12-12,11.34
8295,1629,251,28,14,12,2025-11-27,14.16
8446,350,410,1,1,21,2025-11-01,1.62
9064,2121,474,57,22,28,2025-07-25,4.53
9252,2113,476,0,0,19,2025-06-29,20.54
10933,4693,43,14,3,0,2025-07-18,11.8
11060,2638,98,6,1,0,2025-10-11,1.11
11335,4431,179,0,0,6,2025-11-14,23.47
11726,729,175,328,41,17,2025-11-18,5.54
11804,1455,56,161,24,23,2025-09-23,9.73
11864,1816,316,424,19,9,2025-07-25,1.42
11886,4335,443,366,23,10,2025-09-13,1.9
83,50,444,150,41,18,2025-07-31,4.56
266,163,351,0,0,13,2025-08-25,8.57
549,332,167,0,0,25,2025-10-12,6.0
724,441,5,7,1,0,2025-11-09,0.46
771,470,415,17,8,0,2025-07-15,1.09
801,488,428,36,16,7,2025-12-16,21.89
884,538,431,6,3,18,2025-08-21,15.79
1031,626,421,87,40,20,2025-08-10,2.4
1054,642,372,19,3,0,2025-09-16,1.78
1277,779,145,8,1,0,2025-11-08,7.76
1306,797,409,0,0,10,2025-05-02,0.38
1665,1027,286,0,0,29,2024-12-29,15.73
1872,1157,268,2,1,0,2025-08-01,15.84
1939,1193,73,7,3,0,2025-11-25,1.38
2015,1240,287,107,37,15,2025-11-22,1.55
2263,1388,269,15,2,0,2025-10-20,1.2
2300,1415,473,0,0,24,2025-10-16,0.5
2475,1519,16,0,0,12,2025-08-09,12.07
3195,1954,172,459,7,25,2025-07-29,4.44
3315,2029,134,9,2,0,2025-10-27,4.53
3799,2326,33,0,0,29,2025-08-19,1.13
3879,2367,148,454,2,8,2025-11-28,25.77
4265,2603,64,111,29,8,2025-11-20,4.25
4501,2749,203,20,9,0,2025-06-28,1.83
4654,2845,289,0,0,12,2025-03-26,33.37
4810,2937,367,46,19,8,2025-09-17,4.45
5148,3141,364,0,0,6,2025-10-11,21.72
5213,3181,172,378,30,15,2025-10-30,2.9
5404,3303,484,2,2,26,2025-09-03,21.68
6100,3721,23,400,26,24,2025-10-30,3.61
6123,3735,361,10,4,28,2025-06-30,0.98
6327,3858,85,438,11,24,2025-10-04,5.05
6529,3974,206,182,39,6,2025-07-08,7.18
6671,4068,362,69,1,29,2025-08-17,3.26
6807,4149,316,0,0,23,2025-07-06,5.77
6898,4203,444,260,25,10,2025-08-02,7.47
6956,4238,298,0,0,30,2025-07-17,0.11
7096,4317,153,1,1,12,2025-10-21,3.31
7205,4382,351,13,6,24,2025-08-10,3.25
7461,4533,382,207,9,27,2025-12-10,2.71
7598,4620,306,0,0,29,2025-03-11,5.58
7787,4727,159,103,8,24,2025-12-04,12.9
8001,4857,266,0,0,7,2025-08-19,2.43
8716,1196,422,423,9,13,2025-08-01,0.28
8784,3423,240,19,8,0,2025-10-12,9.02
8801,4804,336,169,35,29,2025-09-03,2.43
8812,714,428,59,27,23,2025-08-30,4.0
8856,3214,454,7,1,8,2025-11-17,1.62
9253,3628,472,471,36,16,2025-12-17,4.71
9574,2070,67,5,1,14,2025-06-30,3.01
9701,2505,89,6,2,0,2025-09-18,4.58
9934,3518,174,33,1,5,2025-07-05,2.6
10211,3207,279,7,0,0,2025-06-29,18.32
10366,2114,14,0,0,20,2025-05-13,27.75
10875,347,6,0,0,0,2025-06-02,2.26
10894,2477,223,295,34,11,2025-08-22,7.89
11166,3840,195,171,25,8,2025-08-13,7.72
11395,2746,384,7,2,0,2025-08-16,11.86
11444,4993,339,10,3,0,2025-10-14,16.69
11468,3529,445,0,0,10,2025-11-23,0.46
11675,1395,84,309,17,7,2025-11-10,5.46
11869,353,373,8,0,0,2025-10-18,8.33
15,9,131,38,16,13,2025-10-30,4.59
117,73,192,0,0,7,2025-03-12,5.49
978,596,180,217,23,16,2025-10-29,1.92
1248,763,284,0,0,11,2025-07-10,20.75
1403,858,214,0,0,11,2025-04-13,15.01
1446,888,362,417,22,23,2025-11-17,1.07
1480,913,247,125,9,20,2025-07-03,1.69
1532,948,100,176,40,19,2025-10-23,2.57
1673,1032,195,122,35,29,2025-08-15,3.8
1733,1073,263,6,2,0,2025-11-02,4.85
1875,1159,88,9,2,20,2025-12-19,4.32
1960,1208,283,449,5,21,2025-10-04,27.62
2136,1314,56,0,0,17,2025-10-06,17.73
2283,1401,287,0,0,7,2025-01-26,21.73
2586,1592,159,0,0,7,2025-07-12,0.18
2732,1676,271,369,48,16,2025-11-30,2.75
2891,1775,30,131,25,28,2025-11-29,4.85
2918,1791,117,2,1,9,2025-10-06,0.67
2997,1840,419,102,25,23,2025-09-23,2.15
3035,1864,254,4,0,0,2025-07-09,12.5
3192,1952,245,0,0,10,2025-08-06,5.89
3407,2084,14,408,21,20,2025-10-12,2.15
3471,2123,15,8,1,22,2025-10-29,3.47
3543,2162,202,463,37,23,2025-08-09,5.42
3592,2195,463,468,0,27,2025-12-20,1.1
4134,2519,431,259,23,11,2025-08-17,3.7
4146,2528,69,14,2,11,2025-08-25,34.57
4503,2750,468,431,2,9,2025-10-24,9.49
4718,2882,220,301,44,16,2025-12-19,1.75
4808,2936,318,0,0,19,2025-06-09,0.33
4980,3039,155,0,0,27,2025-08-25,3.93
5003,3053,446,0,0,11,2025-09-30,0.29
5175,3159,211,460,45,30,2025-07-26,13.21
5326,3257,205,0,0,28,2025-06-27,0.71
5672,3465,359,14,5,0,2025-08-23,2.48
6271,3826,211,0,0,10,2025-06-14,1.42
6287,3835,151,60,1,25,2025-10-22,0.13
6300,3842,465,11,0,0,2025-10-25,2.14
6375,3883,45,305,46,25,2025-11-12,9.18
6397,3897,23,361,19,29,2025-08-12,9.99
6411,3907,221,9,2,29,2025-11-30,3.21
6499,3957,124,66,29,26,2025-08-12,3.15
7313,4446,288,13,3,0,2025-11-06,22.13
7425,4511,456,244,15,16,2025-07-15,3.76
7700,4678,109,403,12,30,2025-07-07,4.9
7777,4722,224,0,0,12,2025-11-16,1.46
8234,4992,10,33,2,27,2025-10-09,2.37
8788,534,141,101,7,17,2025-08-22,1.97
8966,2647,102,361,33,27,2025-10-12,0.63
9009,2925,30,64,19,23,2025-07-23,7.62
9211,931,500,15,4,0,2025-08-31,2.8
9367,4688,469,34,15,24,2025-07-21,9.74
9519,1693,491,4,0,7,2025-11-28,4.84
9712,2051,98,0,0,7,2025-02-19,1.88
9917,3161,403,363,36,9,2025-08-08,21.52
9992,4172,226,252,2,28,2025-09-23,0.62
10297,4915,46,0,0,25,2025-07-27,17.3
10351,4629,173,0,0,12,2025-10-02,8.92
10365,629,72,41,16,6,2025-08-14,8.09
